code,name,eog_score_black
650352,New Hanover High,24.2
670335,Queens Creek Elementary,55.6
670336,Northwoods Park Middle,38.6
670337,Heritage Elementary School,31.3
670338,Parkwood Elementary,43.4
670339,Richlands Elementary,33
670340,Richlands High,48.2
670341,Sand Ridge Elementary,57.1
670342,Silverdale Elementary,46.5
670343,Southwest Elementary,40.2
670344,Southwest High,35.3
182316,Newton-Conover High,36.4
670345,Southwest Middle,32.3
670346,Summersill Elementary,41.3
670347,Stateside Elementary,41.8
670350,Swansboro Elementary,N/A
670351,Swansboro Middle,42.7
670352,Swansboro High,39.5
670356,Trexler Middle,30.6
670364,White Oak High,41
680304,A L Stanback Middle,42.6
680308,Cameron Park Elementary,35.7
660336,Northampton County High School,5.3
680312,Central Elementary,21.4
680316,Charles W Stanford Middle,33.2
680324,Efland Cheeks Elementary,31
680327,Gravelly Hill Middle,38.4
680328,Grady Brown Elementary,51.9
680329,Hillsborough Elementary,56
680330,New Hope Elementary,22.7
680332,Orange High,38.7
680335,Partnership Academy,N/A
680336,Pathways Elementary,35.7
681300,Northside Elementary,32.3
681304,Carrboro Elementary,N/A
681308,Chapel Hill High,44.9
681309,McDougle Middle,40.5
681310,Seawell Elementary,50
681311,Ephesus Elementary,60
681312,Estes Hills Elementary,50
681314,East Chapel Hill High,41.8
680310,Cedar Ridge High,47.9
681316,FPG Elementary,N/A
681320,Glenwood Elementary,55.6
681322,Culbreth Middle,45.7
681324,Phillips Middle,34.7
681326,McDougle Elementary,37.5
681328,UNC Hospital School,N/A
681330,Scroggs Elementary,54.8
681332,Morris Grove Elementary,34.6
681334,Rashkis Elementary,51.6
681336,Smith Middle,30.9
681338,Phoenix Academy High,N/A
690312,Fred A Anderson Elementary,34.2
690316,Pamlico County Middle,33.3
690324,Pamlico County Primary,N/A
700306,Central Elementary,53.9
700308,Elizabeth City Middle,32
700310,H L Trigg Community,N/A
700314,Northside Elementary,48.4
700316,J C Sawyer Elementary,32.5
690320,Pamlico County High,28
700318,Pasquotank Elementary,22.4
700317,Northeastern High,22.7
700320,P W Moore Elementary,28.7
700322,River Road Middle,34.1
700324,Sheep-Harney Elementary,44.7
700325,Elizabeth City Pasquotank Early College,70
700328,Weeksville Elementary,54.4
710312,Burgaw Elementary,39.9
710316,Burgaw Middle,42.6
710318,Cape Fear Elementary,44.1
710320,Cape Fear Middle,39.9
710321,Heide Trask High,36.6
700319,Pasquotank County High,17.3
710323,North Topsail Elementary,N/A
710324,Malpass Corner Elementary,39.1
710326,Pender High,28.4
710327,Pender Early College High,N/A
710328,Penderlea Elementary,41.1
710332,Rocky Point Elementary,43.3
710342,Topsail High,N/A
710344,Topsail Elementary,N/A
710346,Topsail Middle,N/A
710347,South Topsail Elementary,N/A
710348,West Pender Middle,22.9
710350,Surf City Elementary,36.7
710352,Surf City Middle,60
720304,Perquimans Central,N/A
720312,Hertford Grammar,39.2
720320,Perquimans County Middle,26.1
730332,Helena Elementary,51.1
730334,North Elementary,28.8
730340,North End Elementary,37.8
730344,Northern Middle,31.3
730348,Oak Lane Elementary,37
730352,Person High,32.4
720316,Perquimans County High,21.7
730350,Person Early College Innovation & Ldrshp,42.9
730354,Stories Creek Elementary,48.4
730356,South Elementary,24.1
730360,Southern Middle,41.4
730368,Woodland Elementary,43.8
740302,A G Cox Middle,46.9
740304,Ayden Elementary,37.5
740308,Ayden Middle,50
740309,Ayden-Grifton High,17.2
740310,Belvoir Elementary,31.4
740320,Bethel Elementary,37.8
740324,C M Eppes Middle,34.9
740330,Creekside Elementary,38.2
740332,Chicod,56.3
740333,D H Conley High,38.8
740334,Falkland Elementary,30.5
740336,Eastern Elementary,44
740337,E B Aycock Middle,34.8
740338,Elmhurst Elementary,34.5
740340,Farmville Middle,36.1
740344,Farmville Central High,33.5
740352,Grifton,31.6
740358,G R Whitfield,35.1
740360,H B Sugg Elementary,N/A
740362,Hope Middle,58.1
740368,Lakeforest Elementary,40.2
740374,North Pitt High,35.8
740366,Junius H Rose High,29.2
740375,Northwest Elementary,29.6
740376,Pactolus,35.9
740378,Vidant Health,<5
740379,Ridgewood Elementary,50
740380,W H Robinson Elementary,53.9
740386,Sam D Bundy Elementary,30.1
740388,South Central,33.7
740390,South Greenville Elementary,19
740396,Stokes,41.9
740400,Wahl Coates Elementary,34.9
740402,Wellcome Middle,46.6
740404,Wintergreen Intermediate,61.7
740406,Wintergreen Primary,N/A
740500,Early College High School,68.9
740501,Innovation Early College High,N/A
750304,Tryon Elementary School,78.6
750314,Polk Central Elementary School,N/A
750317,Polk County Early College,N/A
750318,Polk County High School,N/A
750319,Polk County Middle School,55
750320,Saluda Elementary School,N/A
750328,Sunny View Elementary School,N/A
760304,Archdale Elementary,N/A
760308,Braxton Craven Middle,N/A
760316,Coleridge Elementary,N/A
760320,Farmer Elementary,N/A
760324,Franklinville Elementary,N/A
760328,Grays Chapel Elementary,N/A
760329,Hopewell Elementary,N/A
760330,John R Lawrence Elementary,N/A
760331,Level Cross Elementary,N/A
760332,Liberty Elementary,26.3
760336,New Market Elementary,N/A
760338,Northeastern Randolph Middle,37.5
760339,Providence Grove High,N/A
760318,Eastern Randolph High,30.6
760340,Ramseur Elementary,52.2
760344,Randleman Elementary,N/A
760348,Randleman High,N/A
760352,Randleman Middle,36.8
760354,Randolph Early College High,N/A
760356,Seagrove Elementary,N/A
760357,Southeastern Randolph Middle,29.8
760358,Southwestern Randolph High,N/A
760359,Southmont Elementary,N/A
760360,Southwestern Randolph Middle,N/A
760364,Tabernacle Elementary,N/A
760368,Trindale Elementary,N/A
760376,Trinity Elementary,N/A
760378,Archdale-Trinity Middle,55.3
760380,Trinity High,N/A
760382,Uwharrie Ridge Six-Twelve,N/A
760388,Wheatmore High,N/A
761304,Asheboro High,34.9
761308,South Asheboro Middle,35.7
761312,Balfour Elementary,N/A
761320,Charles W McCrary Elementary,25.9
761321,Donna L Loflin Elementary,26.8
761328,Guy B Teachey Elementary,57.4
761332,Lindley Park Elementary,39.8
761336,North Asheboro Middle,38.6
770310,East Rockingham Elementary,41.5
770316,Ellerbe Middle,39.8
770318,Fairview Heights Elementary,47.7
770328,Hamlet Middle,45.8
770340,L J Bell Elementary,33
770342,Ashley Chapel Educational Center,N/A
770344,Mineral Springs Elementary,57.1
770346,Monroe Avenue Elementary,33.9
770348,Richmond Senior High,30.4
770349,Richmond Early College High,N/A
770360,Rockingham Middle,37.1
770364,Cordova Middle,42.2
770368,West Rockingham Elementary,42.4
770370,Washington Street Elementary,33
780320,Deep Branch Elementary,34.4
780322,East Robeson Primary,83.3
780324,Fairgrove Middle,23.3
780325,Fairmont High,22.1
770351,Richmond 9th Grade Academy,44
780326,Fairmont Middle,22.6
780328,Green Grove Elementary,46.7
780329,Janie C Hargrave Elem,34.5
780330,L Gilbert Carroll Middle,33.7
780331,Robeson Co Career Ctr,N/A
780336,Littlefield Middle,36.7
780340,Long Branch Elementary,46.3
780341,Lumberton Junior High,17.3
780342,Lumberton Senior High,20.9
421316,Roanoke Rapids High School,18.6
780344,Magnolia Elementary,40.5
780352,Orrum Middle,16.8
780356,Oxendine Elementary,N/A
780360,Parkton Elementary,25
780364,Pembroke Elementary,29.5
780368,Pembroke Middle,31.8
780374,Peterson Elementary,28.6
780376,Piney Grove Elementary,30.3
780384,Prospect Elementary,N/A
780385,PSRC Early College at RCC,N/A
780390,R B Dean Elementary,37.8
780391,Red Springs High,45.6
780392,Rex-Rennert Elementary,36.7
780393,Red Springs Middle,23.3
780394,Rosenwald Elementary,27.5
780396,Rowland Middle,31.9
780398,Rowland Norment Elementary,46.6
780400,Saint Pauls Elementary,29.3
780401,Saint Pauls High,21.1
780403,Saint Pauls Middle,33.2
780407,Tanglewood Elementary,52.4
780410,Townsend Middle,14.6
780412,Union Chapel Elementary,37.5
780416,Union Elementary,N/A
780417,W H Knuckles,37.5
780402,South Robeson High,17.1
790302,Bethany Elementary,N/A
790310,Central Elementary,51.7
790318,Douglass Elementary,52.6
790327,Huntsville Elementary,40
790330,J E Holmes Middle,41.8
790344,Leaksville-Spray Elementary,36.4
790347,Lincoln Elementary,41.9
790350,Monroeton Elementary,38.9
780420,Purnell Swett High,27
790314,Dalton McMichael High,34.3
790362,John W Dillard Academy,44.3
790366,Reidsville High,36.3
790374,Reidsville Middle,35.1
790378,Rockingham County High,54.5
790354,John M Morehead High,6.7
790379,Rockingham Co Early College High,N/A
790380,Rockingham County Middle,51.4
790386,South End Elementary,30.7
790390,Stoneville Elementary,N/A
790392,The SCORE Center,N/A
790394,Western Rockingham Middle,41.1
790398,Wentworth Elementary,57.1
790402,Williamsburg Elementary,52.5
800308,Henderson High,N/A
800312,Bostian Elementary,N/A
800314,Erwin Middle,23.6
800315,Overton Elementary,23.7
800316,China Grove Elementary,12.5
800320,China Grove Middle,N/A
800328,Corriher Lipe Middle,26.4
800346,Koontz Elementary,11.9
800347,Shive Elementary,N/A
800348,Enochville Elementary,N/A
800352,Faith Elementary,N/A
800356,Granite Quarry Elementary,33
800358,Isenberg Elementary,30.2
800359,Dole Elementary,17.9
800360,Hurley Elementary,20.9
800340,East Rowan High,22.7
800362,Knollwood Elementary,33.9
800363,Knox Middle,10.7
800364,Landis Elementary,60.3
800366,Millbridge Elementary,N/A
800368,Morgan Elementary,N/A
800372,Mt Ulla Elementary,N/A
800373,North Rowan Elementary,11.8
800361,Carson High,32.3
800377,North Rowan Middle,19
800392,Rockwell Elementary,N/A
800394,Rowan Co Early College,N/A
800376,North Rowan High,14.9
800396,Salisbury High,17.2
800398,Southeast Middle,24.2
800406,West Rowan Elementary,50
800400,South Rowan High,24.2
800408,West Rowan High,19.2
800410,West Rowan Middle,26.2
810324,Chase High School,N/A
810326,Chase Middle School,52.9
810328,Cliffside Elementary School,N/A
810336,Forest City-Dunbar Elementary School,52
810340,East Rutherford High School,43.2
810342,East Rutherford Middle School,43.2
810344,Ellenboro Elementary School,42.1
810350,Forrest W. Hunt Elementary School,60
810360,Harris Elementary School,N/A
810364,Mt. Vernon-Ruth Elementary School,N/A
810370,Pinnacle Elementary School,N/A
810378,R-S Middle School,41.6
810385,Rutherford Early College High School,N/A
810386,Rutherford Opportunity Center,N/A
810388,Rutherfordton Elementary School,40
810396,Spindale Elementary School,31.3
810400,Sunshine Elementary School,N/A
820312,Roseboro Elementary,50
820320,Clement Elementary,81.6
820324,Sampson Early College High,N/A
820340,Hargrove Elementary,69.2
820346,Hobbton Elementary,42.9
820347,Hobbton Middle,54.6
820349,Lakewood High,52.7
820350,Midway Elementary,56.5
810384,R-S Central High School,45.1
820354,Midway Middle,53.2
820364,Plain View Elementary,N/A
820370,Union Middle,45.8
820372,Roseboro-Salemburg Middle,39.5
820376,Salemburg Elementary,39.2
820384,Union Elementary,73.3
820385,Union Intermediate,52.1
820388,Union High,43.3
821304,Butler Avenue Elementary,52.2
821308,Clinton High,36.8
820348,Hobbton High,30.6
821316,Langdon C Kerr Elementary,N/A
821320,Sampson Middle,34.4
821330,Sunset Avenue Elementary,53.9
830304,Carver Middle,35.3
830312,Covington Street Elementary,20.9
830316,Shaw Academy,N/A
830320,I E Johnson Elementary,34.6
830328,Laurel Hill Elementary,32.7
820352,Midway High,47.2
830343,Scotland High School,31
830348,Scotland Early College High,N/A
830349,Spring Hill Middle,35.4
830356,South Scotland Elementary,27.2
830360,Wagram Elementary,32.4
830364,Sycamore Lane Elementary,23.2
840302,Albemarle High,25
840303,Albemarle Middle,35.8
840304,Aquadale Elementary,N/A
840308,Badin Elementary,50
840310,Central Elementary,24.2
840312,Endy Elementary,N/A
840316,East Albemarle Elementary,33.7
840320,Locust Elementary,N/A
840324,Millingport Elementary,N/A
840328,North Stanly Middle,41.8
840332,North Stanly High,N/A
840336,Norwood Elementary,18.8
840342,Oakboro Choice STEM,N/A
840344,Richfield Elementary,N/A
840350,West Stanly Middle School,N/A
840358,South Stanly Middle,36
840360,Stanfield Elementary,N/A
840361,Stanly Early College High,N/A
840366,Stanly County Virtual Education,N/A
840368,West Stanly High,N/A
840370,Stanly Academy Learning Center,N/A
850304,Chestnut Grove Middle,N/A
850312,Germanton Elementary,N/A
850314,Mount Olive Elementary,N/A
850316,King Elementary,N/A
850320,Lawsonville Elementary,N/A
850324,Meadowbrook Academy,N/A
850328,Nancy Reynolds Elementary,N/A
850332,North Stokes High,N/A
850336,Pine Hall Elementary,N/A
850338,Piney Grove Middle,N/A
850340,Pinnacle Elementary,N/A
850342,Poplar Springs Elementary,N/A
850348,Sandy Ridge Elementary,N/A
850350,Southeastern Middle,54.5
850352,South Stokes High,N/A
840356,South Stanly High,22.6
850354,London Elementary,N/A
850356,Walnut Cove Elementary,N/A
850358,West Stokes High,N/A
850360,Stokes Early College,N/A
860302,Cedar Ridge Elementary,N/A
860306,Central Middle,N/A
860308,Copeland Elementary,N/A
860312,Dobson Elementary,N/A
860316,East Surry High,N/A
860320,Flat Rock Elementary,N/A
860324,Franklin Elementary,41.7
860326,J Sam Gentry Middle,N/A
860330,Meadowview Magnet Middle,23.5
860332,Mountain Park Elementary,N/A
860336,North Surry High,N/A
860339,Pilot Mountain Elementary,N/A
860340,Pilot Mountain Middle,63.3
860344,Rockford Elementary,N/A
860348,Shoals Elementary,N/A
860352,Surry Central High,N/A
860354,Surry Early College,N/A
860356,Westfield Elementary,N/A
860360,White Plains Elementary,N/A
861304,Elkin Elementary,N/A
861308,Elkin High,N/A
861312,Elkin Middle,N/A
862308,Bruce H Tharrington Primary,N/A
862310,Jones Intermediate,33.9
862312,Mount Airy High,N/A
862316,Mount Airy Middle,41.9
870314,Swain County High School,N/A
870318,Swain County Middle School,N/A
870320,Swain County East Elementary,N/A
870324,Swain County West Elementary,N/A
880304,Brevard Elementary,50
880308,Brevard High,N/A
880312,Brevard Middle,37.1
880318,Pisgah Forest Elementary,N/A
880320,Davidson River School,N/A
880324,Rosman Elementary,N/A
880328,Rosman High,N/A
880330,Rosman Middle,N/A
880336,T C Henderson,N/A
890304,Columbia High,N/A
890306,Columbia Middle,24.6
890308,Tyrrell Elementary,31
900302,Antioch Elementary,65.2
900303,Rea View Elementary,N/A
900304,Benton Heights Elementary,28.4
900305,New Town Elementary,79.4
900306,East Elementary,23.8
900307,Rocky River Elementary,51.6
900308,East Union Middle,33.4
900310,Cuthbertson Middle,75.6
900311,Cuthbertson High,77.9
900312,Fairview Elementary,N/A
900314,Monroe Middle,37.2
900316,Forest Hills High,37.4
900318,Hemby Bridge Elementary,67.2
900320,Indian Trail Elementary,62.2
900328,Kensington Elementary,83.3
900332,Marshville Elementary,33.6
900334,Marvin Elementary,80
900336,Monroe High,32.6
900340,New Salem Elementary,N/A
900341,Porter Ridge Elementary,46.5
900342,Porter Ridge High School,50.5
900343,Porter Ridge Middle School,60.8
900344,Parkwood High,51.1
900346,Parkwood Middle,33.3
900347,Poplin Elementary,72.4
900348,Piedmont High,N/A
900350,Piedmont Middle,47.1
900351,Rock Rest Elementary,50
900352,Prospect Elementary,N/A
900353,Sandy Ridge Elementary,63.6
900354,Sardis Elementary,56.5
900356,Shiloh Elementary,46.6
900358,Stallings Elementary,75
900360,Sun Valley High,45.2
900362,Sun Valley Middle,50.3
900363,Sun Valley Elementary,63.1
900364,Union Elementary,N/A
900365,South Providence,N/A
900366,Central Academy of Technology and Arts,93.6
900367,Union County Early College,N/A
900368,Unionville Elementary,N/A
900370,Walter Bickett Elementary,31
900372,Waxhaw Elementary,38.2
900376,Weddington Elementary,87
900377,Weddington High,80
900378,Weddington Middle,83.6
900380,Wesley Chapel Elementary,72.1
900384,Western Union Elementary,36
900388,Wingate Elementary,41
900391,Marvin Ridge Middle,81.4
900392,Wolfe School,N/A
900393,Marvin Ridge High,89.7
910304,Aycock Elementary,46.6
910308,Carver Elementary,45.5
910311,Clarke Elementary,47.8
910314,Dabney Elementary,42
910316,Vance County Middle School,28
910340,New Hope Elementary,40
910346,E O Young Jr Elementary,37.7
910356,Pinkston Street Elementary,49.5
910360,E M Rollins Elementary,26.7
910368,AdVance Academy,N/A
910376,L B Yancey Elementary,52.9
910380,Zeb Vance Elementary,43
910382,Vance Co Early College,84.1
910384,STEM Early High,78
920302,River Bend Elementary,42.2
920303,Abbotts Creek Elementary,45.4
920304,Adams Elementary,34.6
920306,Herbert Akins Rd Elementary,50.8
920307,Alston Ridge Elementary,52.8
920308,Apex Elementary,58.8
920312,Apex Middle,41.4
920315,Apex Friendship Middle,57.7
920316,Apex High,51.7
910370,Vance County High School,18.9
920317,Apex Friendship High,62.1
920318,Athens Drive High,37.6
920320,Aversboro Elementary,37.2
920324,Longview,N/A
920325,Banks Road Elementary,38
920326,Baileywick Road Elementary,47.5
920327,Ballentine Elementary,34
920328,Baucom Elementary,66.7
920329,Barwell Road Elementary,31.1
920332,Beaverdam Elementary,46.4
920334,Brassfield Elementary,31.8
920336,Brentwood Elementary,44.9
920340,Briarcliff Elementary,56.3
920342,Brier Creek Elementary,39.6
920344,Brooks Elementary,30.2
920348,Needham Broughton High,22.2
920349,Bryan Road Elementary,55.2
920351,Buckhorn Creek Elementary,19.6
920352,Bugg Elementary,21.7
920356,Carnage Middle,36.6
920358,Carpenter Elementary,42.2
920360,Carroll Middle,35.4
920362,Carver Elementary,50
920364,Cary Elementary,50
920368,Cary High,36.3
920369,Cedar Fork Elementary,74.2
920370,Centennial Campus Middle,42.3
920376,Combs Elementary,49.5
920380,Conn Elementary,47.5
920381,Connections Academy,N/A
920384,Creech Road Elementary,45.8
920386,Crossroads FLEX,N/A
920388,Daniels Middle,39
920390,Davis Drive Elementary,N/A
920391,Davis Drive Middle,66.7
920393,Dillard Drive Elementary,38.4
920394,Dillard Drive Middle,37.5
920396,Douglas Elementary,32
920398,Durant Road Elementary,27.5
920399,Durant Road Middle,41.2
920400,Reedy Creek Middle,43
920402,East Cary Middle,41.8
920403,East Garner Elementary,45.9
920404,East Garner Middle,41.7
920408,East Millbrook Middle,36.7
920410,East Wake Middle,35.8
920411,East Wake High,35.4
920412,Enloe High,31.8
920413,Forestville Road Elementary,38.8
920414,Farmington Woods Elementary,47.6
920415,Fox Road Elementary,49.1
920416,Fuller Elementary,28.7
920417,Forest Pines Drive Elementary,47
920420,Fuquay-Varina Elementary,45.8
920424,Fuquay-Varina Middle,42.6
920428,Fuquay-Varina High,40.8
920436,Garner High,38.4
920438,River Oaks Middle,N/A
920439,Green Hope Elementary,72.2
920440,Green Elementary,30.5
920441,Green Hope High,44
920442,Hilburn Drive Academy,35.9
920443,Highcroft Elementary,N/A
920444,Heritage Middle,68.2
920445,Heritage High,52.7
920446,Hodge Road Elementary,39.5
920447,Holly Springs Elementary,61.8
920448,Hunter Elementary,47.2
920449,Holly Ridge Elementary,60.2
920450,Holly Ridge Middle,39.2
920451,Harris Creek Elementary,57
920452,Jeffreys Grove Elementary,55.2
920453,Jones Dairy Elementary,60
920454,Heritage Elementary,49
920455,Holly Springs High,50
920456,Joyner Elementary,33.6
920457,Holly Grove Elementary,79
920458,Holly Grove Middle,57.9
920459,Hortons Creek Elementary,43.8
920460,Kingswood Elementary,47.4
920464,Knightdale Elementary,42.5
920466,Knightdale High,28.1
920467,Laurel Park Elementary,32.6
920468,Lacy Elementary,22.7
920469,Leesville Road Elementary,35.2
920470,Lead Mine Elementary,43.1
920471,Leesville Road Middle,49.8
920472,Ligon Middle,33.3
920473,Leesville Road High,52.4
920474,Lake Myra Elementary,45.4
920476,Lincoln Heights Elementary,27.1
920480,Lockhart Elementary,37.4
920484,Lufkin Road Middle,45.7
920488,Lynn Road Elementary,38.5
920492,Martin Middle,32.1
920494,Middle Creek Elementary,42
920495,Middle Creek High,35.3
920496,Millbrook Elementary,29.2
920500,Millbrook High,41
920501,Mills Park Elementary,83.3
920502,Mills Park Middle,73.6
920504,Morrisville Elementary,64.7
920506,Moore Square Middle,35.8
920508,Mount Vernon,N/A
920512,North Garner Middle,41.9
920514,North Forest Pines Elementary,43.8
920516,North Ridge Elementary,38.5
920518,North Wake College and Career Academy,72.7
920520,Northwoods Elementary,57.3
920521,Oakview Elementary,50
920522,Oak Grove Elementary,48.2
920523,Olive Chapel Elementary,60.7
920524,Olds Elementary,30
920525,Partnership Elementary,41
920526,Panther Creek High,64.4
920528,Phillips High,N/A
920529,Pine Hollow Middle,56
920530,Penny Road Elementary,50
920531,Pleasant Union Elementary,38.1
920532,Poe Elementary,41.8
920533,Pleasant Grove Elementary,39.6
920536,Powell Elementary,24.7
920540,Rand Road Elementary,38.8
920542,Reedy Creek Elementary,40.8
920543,Richland Creek Elementary,48.7
920544,Rolesville Elementary,57.1
920545,Rolesville Middle,50.5
920546,Rolesville High,43.9
920547,Rogers Lane Elementary,32.7
920548,Root Elementary,18.2
920549,River Bend Middle,38.6
920550,Salem Elementary,27.1
920551,Salem Middle,42
920552,Sanderson High,33.3
920554,Sanford Creek Elementary,46.2
920556,SCORE Academy,N/A
920557,Scotts Ridge Elementary,N/A
920560,Smith Elementary,44.9
920561,South Garner High,34.1
920562,Southeast Raleigh High,34.8
920564,Stough Elementary,51.5
920568,Swift Creek Elementary,44.3
920569,Sycamore Creek Elementary,68.1
920570,Timber Drive Elementary,32.4
920571,Turner Creek Elementary,31.6
920572,Underwood Elementary,38.6
920576,Vance Elementary,48.3
920580,Vandora Springs Elementary,31.7
920581,Vernon Malone College and Career Academy,75
920582,Wake STEM Early College High School,N/A
920583,Wake Early College of Health and Science,91.9
920584,Wake Forest Elementary,41.1
920585,Wake Young Men's Leadership Academy,73.1
920586,Wake Young Women's Leadership Academy,87.3
920588,Wake Forest High School,32.5
920592,Wake Forest Middle School,40
920593,Wakefield Elementary,46.6
920594,Wakefield Middle,51.8
920595,Wakefield High,41.7
920596,Washington Elementary,37.6
920597,Wakelon Elementary,41.1
920598,Weatherstone Elementary,59.4
920599,Walnut Creek Elementary,31.2
920600,Wendell Elementary,33.3
920601,Wendell Middle,35.9
920604,West Cary Middle,50.2
920606,West Lake Elementary,44.8
920607,West Lake Middle,40.7
920608,West Millbrook Middle,30.4
920614,White Oak Elementary,41.3
920616,Wilburn Elementary,47.6
920618,Wildwood Forest Elementary,39
920620,Wiley Elementary,19.4
920624,Willow Springs Elementary,73.3
920626,Yates Mill Elementary,45.2
920628,York Elementary,38.9
920632,Zebulon Elementary,29.8
920636,Zebulon Middle,47.3
930330,Mariam Boyd Elementary,39.3
930340,Northside K-8,35.5
930344,South Warren Elementary,54.5
930348,Vaughan Elementary,51.4
930354,Warren County Middle,30.5
930360,Warren Early College High,N/A
930352,Warren County High,18.3
940306,Creswell Elementary,37.5
940314,Pines Elementary,34.7
940316,Washington County High,21.5
940328,Washington County Middle,35.2
940330,Washington Early College High,78.8
950308,Bethel Elementary,N/A
950312,Blowing Rock Elementary,N/A
950316,Cove Creek Elementary,N/A
950320,Green Valley Elementary,N/A
950322,Hardin Park Elementary,63.6
950324,Mabel Elementary,N/A
950328,Parkway Elementary,N/A
950332,Valle Crucis Elementary,N/A
950336,Watauga High,N/A
930700,Warren New Tech High,34.8
950338,Watauga Innovation Academy,N/A
960312,Brogden Middle,24.9
960314,Brogden Primary,27.8
960316,Carver Elementary,33.6
960318,Carver Heights Elementary,27.3
960324,Charles B Aycock High,33.8
960326,Dillard Middle,17.1
960329,Eastern Wayne Elementary,32.5
960330,Eastern Wayne High,37.6
960331,Eastern Wayne Middle,32
960332,Edgewood Cmty Developmental,N/A
960334,Fremont STARS Elementary,47.7
960336,Grantham Elementary,52.7
960338,Grantham Middle,32.8
960340,Greenwood Middle,41.9
960344,Meadow Lane Elementary,53.4
960348,Mount Olive Middle,27.1
960360,Norwayne Middle,38.1
960370,Rosewood Elementary,43.8
960335,Goldsboro High,12.3
960374,Rosewood Middle,33.7
960372,Rosewood High,37.8
960380,Southern Wayne High,21.3
960382,Spring Creek Elementary,32.8
960387,Spring Creek Middle,34.6
960388,Tommy's Road Elementary,47.9
960390,North Drive Elementary,N/A
960450,Northeast Elementary,52.7
960454,Northwest Elementary,46.2
960488,Wayne Middle / High Academy,N/A
960490,Wayne Early / Middle College High,N/A
960700,Wayne School of Engineering,67.1
970308,Boomer-Ferguson Elementary School,N/A
970310,C B Eller Elementary School,N/A
970312,C C Wright Elementary School,30.6
970315,Central Wilkes Middle School,44.5
970320,East Wilkes High School,N/A
970322,East Wilkes Middle School,N/A
970337,Millers Creek Elementary School,N/A
970340,Moravian Falls Elementary School,N/A
970344,Mount Pleasant Elementary School,N/A
970348,Mountain View Elementary School,N/A
970352,Mulberry Elementary School,N/A
970356,North Wilkes High School,N/A
960386,Spring Creek High,34.5
970358,North Wilkes Middle School,N/A
970360,North Wilkesboro Elementary School,52.5
970368,Roaring River Elementary School,N/A
970370,Ronda-Clingman Elementary School,N/A
970376,Traphill Elementary School,N/A
970388,West Wilkes High School,N/A
970389,West Wilkes Middle School,N/A
970390,Wilkes Central High School,34.2
422315,Weldon STEM High School Career Academies,12.1
970392,Wilkesboro Elementary School,28.9
970393,Wilkes Early College High School,N/A
980306,Milton M Daniels Learning Center,N/A
980308,B O Barnes Elementary,20.8
980317,Charles H Darden Middle,37.9
980318,Beddingfield High,41.8
980320,Frederick Douglass Elementary,54.3
980324,Elm City Middle,42.6
980338,Forest Hills Middle,57.1
980340,Gardners Elementary,78
980342,James Hunt High,55.1
980344,John W Jones Elementary,42.4
980348,Lee Woodard Elementary,55.8
980352,Lucama Elementary,58.6
980356,Margaret Hearne Elementary,17.9
980357,Vick Elementary,27
980360,New Hope Elementary,69.1
980364,Rock Ridge Elementary,67.2
980380,Speight Middle,45.3
980384,Springfield Middle,53.1
980388,Stantonsburg Elementary,44.4
980390,Toisnot Middle,31.8
980392,Vinson-Bynum Elementary,50.5
980396,Wells Elementary,50.7
980398,Wilson Early College Academy,73.5
980400,Winstead Elementary,34.7
990304,Boonville Elementary,N/A
990308,Courtney Elementary,N/A
990312,East Bend Elementary,N/A
990316,Fall Creek Elementary,N/A
990320,Forbush Elementary,N/A
990321,Forbush Middle,N/A
990322,Forbush High,N/A
990324,Jonesville Elementary,23.8
990325,Starmount Middle,N/A
990326,Starmount High,N/A
990328,West Yadkin Elementary,N/A
990332,Yadkin Early College,N/A
990336,Yadkinville Elementary,36.8
990340,Yadkin Success Academy,N/A
995304,Bald Creek Elementary,N/A
995312,Burnsville Elementary,N/A
995316,Cane River Middle,N/A
995320,Clearmont Elementary,N/A
995324,East Yancey Middle,N/A
995328,Micaville Elementary,N/A
995330,Mountain Heritage High,N/A
995336,South Toe Elementary,N/A
34Z000,Appalachian Academy at Middle Fork,19.8
50Z000,Catamount School,N/A
65Z000,D.C. Virgo Preparatory Academy,26.3
74Z000,ECU Community School,7
79Z000,Moss Street Partnership School,13.3
94Z000,Northeast Regional School - Biotech/Agri,N/A
00A000,North Carolina Cyber Academy,30.1
00B000,NC Virtual Academy,33.8
01B000,River Mill Academy,65.9
01C000,Clover Garden,38.2
01D000,The Hawbridge School,N/A
06A000,Grandfather Academy,N/A
06B000,Marjorie Williams Academy,N/A
07A000,Washington Montessori,N/A
08A000,Three Rivers Academy,8.6
09A000,Paul R Brown Leadership Academy,18.4
09B000,Emereau Bladen,28.8
10A000,Charter Day School,50
10B000,South Brunswick Charter,N/A
11A000,Evergreen Community Charter,N/A
11B000,ArtSpace Charter School,N/A
11C000,IC Imagine,33.3
11D000,The Franklin School of Innovation,N/A
11K000,Francine Delany New School,52.1
12A000,New Dimensions,N/A
13A000,Carolina International School,45.2
13B000,Cabarrus Charter Academy,37.9
13C000,A.C.E. Academy,36.8
13D000,Concord Lake STEAM Academy,33.5
16B000,Tiller School,N/A
19A000,Chatham Charter,57.1
19B000,Woods Charter,58.8
19C000,Willow Oak Montessori,N/A
20A000,The Learning Center,N/A
23A000,Pinnacle Classical Academy,66.3
24B000,Thomas Academy,N/A
