code,name,county,city,full_address,long,lat
570LEA,Madison County Schools,Madison,Marshall,"5738 US 25-70 Hwy, Marshall, NC 28753",-82.6729452,35.8149074
580308,Williamston Primary,Martin,Williamston,"400 West Blvd, Williamston, NC 27892",-77.0733337,35.8426174
580312,E J Hayes Elementary,Martin,Williamston,"201 Andrews St, Williamston, NC 27892",-77.0624277,35.84707
580316,East End Elementary,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871",-77.243127,35.823213
580320,Edna Andrews Elementary,Martin,Hamilton,"306 S Horton St, Hamilton, NC 27840",-77.2072556,35.9395977
580324,Jamesville Elementary,Martin,Jamesville,"1220 Hardison St, Jamesville, NC 27846",-76.9010842,35.8097313
580344,South Creek High,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871",-77.243593,35.856241
580350,South Creek Middle,Martin,Robersonville,"21230 NC 903, Robersonville, NC 27871",-77.248028,35.855769
580356,Rodgers Elementary,Martin,Williamston,"2277 Rodgers School Rd, Williamston, NC 27892",-77.077079,35.781898
580368,"Riverside High, Williamston",Martin,Williamston,"1260 Godwin Ave, Williamston, NC 27892",-77.0677912,35.8387841
580372,Riverside Middle,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892",-77.067263,35.81482
580LEA,Martin County Schools,Martin,Williamston,"300 N Watts Street, Williamston, NC 27892",-77.0555919,35.8575484
58B000,Bear Grass Charter School,Martin,Williamston,"6344 E Bear Grass Rd, Williamston, NC 27982",-77.1265283,35.7688102
590306,Eastfield Global Magnet,McDowell,Marion,"170 Eastfield School Road, Marion, NC 28752",-81.9861154,35.6863463
590310,East McDowell Middle,McDowell,Marion,"676 State Street, Marion, NC 28752",-81.9961737,35.6870892
590316,"Glenwood Elementary, Marion",McDowell,Marion,"1545 Old Hwy 221 South, Marion, NC 28752",-81.9812778,35.6130893
590320,"Marion Elementary, Marion",McDowell,Marion,"209 Robert Street, Marion, NC 28752",-82.0064233,35.6910575
590328,McDowell Early College,McDowell,Marion,"54 College Drive, Marion, NC 28752",-81.9620476,35.6555866
590330,McDowell High,McDowell,Marion,"600 McDowell High School Dr, Marion, NC 28752",-82.0361162,35.6967833
590332,Nebo Elementary,McDowell,Nebo,"254 Nebo School Road, Nebo, NC 28761",-81.9290138,35.7148183
590336,North Cove Elementary,McDowell,Marion,"401 American Thread Road, Marion, NC 28752",-82.0338885,35.7890234
590340,Old Fort Elementary,McDowell,Old Fort,"128 Mauney Avenue, Old Fort, NC 28762",-82.179297,35.625723
590344,Pleasant Gardens Elementary,McDowell,Marion,"100 John Roach Drive, Marion, NC 28752",-82.070596,35.691933
590352,West Marion Elementary,McDowell,Marion,"820 Marler Road, Marion, NC 28752",-82.0604747,35.6209016
590356,West McDowell Middle,McDowell,Marion,"346 West McDowell Junior High Road, Marion, NC 28752",-82.0392233,35.6987982
590393,McDowell,McDowell,Marion,"176 Lukin St, Marion, NC 28752",-82.0279397,35.6598365
590LEA,McDowell County Schools,McDowell,Marion,"334 South Main St, Marion, NC 28752",-82.0068641,35.6796155
600300,Albemarle Road Elementary,Mecklenburg,Charlotte,"7800 Riding Trail Rd, Charlotte, NC 28212",-80.729483,35.197161
600301,Albemarle Road Middle,Mecklenburg,Charlotte,"6900 Democracy Dr, Charlotte, NC 28212",-80.729263,35.199266
600302,Ardrey Kell High,Mecklenburg,Charlotte,"10220 Ardrey Kell Rd, Charlotte, NC 28277",-80.8272254,35.0299517
600305,J M Alexander Middle,Mecklenburg,Huntersville,"12010 Hambright Rd, Huntersville, NC 28078",-80.8382067,35.3761224
600308,Allenbrook Elementary,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208",-80.9151119,35.261705
600311,Ashley Park PreK-8 School,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208",-80.891217,35.232769
600312,William Amos Hough High,Mecklenburg,Cornelius,"12420 Bailey Rd, Cornelius, NC 28031",-80.8286096,35.467813
600313,Bailey Middle,Mecklenburg,Cornelius,"11900 Bailey Rd, Cornelius, NC 28031",-80.8375194,35.4675588
600314,Bain Elementary,Mecklenburg,Charlotte,"11540 Bain School Rd, Charlotte, NC 28227",-80.6496049,35.173267
600316,Barringer Academic Center,Mecklenburg,Charlotte,"1546 Walton Rd, Charlotte, NC 28208",-80.88967,35.211871
600317,Whitewater Middle,Mecklenburg,Charlotte,"10201 Running Rapids Rd, Charlotte, NC 28214",-80.9900735,35.2830935
600318,Whitewater Academy,Mecklenburg,Charlotte,"11600 White Rapids Rd, Charlotte, NC 28214",-80.9885897,35.2827113
600319,Berryhill School,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278",-80.990504,35.213002
600322,Beverly Woods Elementary,Mecklenburg,Charlotte,"6001 Quail Hollow Rd, Charlotte, NC 28210",-80.83718,35.131326
600328,Barnette Elementary,Mecklenburg,Huntersville,"13659 Beatties Ford Rd, Huntersville, NC 28078",-80.925014,35.399592
600329,Briarwood Elementary,Mecklenburg,Charlotte,"1001 Wilann Dr, Charlotte, NC 28215",-80.7655207,35.2518088
600333,Carmel Middle,Mecklenburg,Charlotte,"5001 Camilla Dr, Charlotte, NC 28226",-80.8043838,35.1288354
600334,Cato Middle College High,Mecklenburg,Charlotte,"8120 Grier Rd Suite 171-B, Charlotte, NC 28215",-80.7310996,35.265033
600335,Billingsville Elementary,Mecklenburg,Charlotte,"124 Skyland Ave, Charlotte, NC 28205",-80.8100428,35.1968477
600336,Chantilly Montessori,Mecklenburg,Charlotte,"701 Briar Creek Rd, Charlotte, NC 28205",-80.800515,35.2077839
600338,"Clear Creek Elementary, Charlotte",Mecklenburg,Charlotte,"13501 Albemarle Rd, Charlotte, NC 28227",-80.6251468,35.2237822
600341,Cochrane Collegiate Academy,Mecklenburg,Charlotte,"6200 Starhaven Dr, Charlotte, NC 28215",-80.7503253,35.2461762
600344,Collinswood Language Academy,Mecklenburg,Charlotte,"4000 Applegate Rd, Charlotte, NC 28209",-80.871415,35.184805
600345,Community House Middle,Mecklenburg,Charlotte,"9500 Community House Rd, Charlotte, NC 28277",-80.8239031,35.0360965
600346,Cornelius Elementary,Mecklenburg,Cornelius,"21126 Catawba Ave, Cornelius, NC 28031",-80.863912,35.481845
600349,Cotswold Elementary,Mecklenburg,Charlotte,"300 Greenwich Rd, Charlotte, NC 28211",-80.797461,35.179362
600351,Coulwood STEM Academy,Mecklenburg,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214",-80.9446695,35.3039568
600352,Crown Point Elementary,Mecklenburg,Matthews,"3335 Sam Newell Rd, Matthews, NC 28105",-80.715051,35.159987
600353,Crestdale Middle,Mecklenburg,Matthews,"940 Sam Newell Rd, Matthews, NC 28105",-80.7177456,35.1285982
600357,Davidson Elementary,Mecklenburg,Davidson,"635 South St, Davidson, NC 28036",-80.848305,35.489737
600361,Butler High,Mecklenburg,Matthews,"1810 Matthews-Mint Hill Rd, Matthews, NC 28105",-80.691217,35.120552
600362,David Cox Road Elementary,Mecklenburg,Charlotte,"4215 David Cox Rd, Charlotte, NC 28269",-80.800904,35.336565
600364,Military and Global Leadership Academy,Mecklenburg,Charlotte,"1411 Hawthorne Lane, Ste A, Charlotte, NC 28205",-80.8146806,35.2286724
600365,Devonshire Elementary,Mecklenburg,Charlotte,"6500 Barrington Dr, Charlotte, NC 28215",-80.745853,35.245259
600366,Marie G Davis,Mecklenburg,Charlotte,"3351 W Griffith St, Charlotte, NC 28203",-80.876607,35.2025539
600367,Dilworth Elementary,Mecklenburg,Charlotte,"405 E. Park Ave, Charlotte, NC 28203",-80.850803,35.212172
600368,First Ward Creative Arts Acad,Mecklenburg,Charlotte,"715 N. Caldwell St, Charlotte, NC 28202",-80.832275,35.2291079
600369,Berewick Elementary,Mecklenburg,Charlotte,"5910 Dixie River Rd, Charlotte, NC 28278",-80.9795023,35.1731827
600374,Druid Hills Academy,Mecklenburg,Charlotte,"2801 Lucena Ave, Charlotte, NC 28206",-80.8242841,35.2572334
600377,East Mecklenburg High,Mecklenburg,Charlotte,"6800 Monroe Rd, Charlotte, NC 28212",-80.7579975,35.1752502
600379,Eastover Elementary,Mecklenburg,Charlotte,"500 Cherokee Rd, Charlotte, NC 28207",-80.821349,35.196573
600381,Eastway Middle,Mecklenburg,Charlotte,"1501 Norland Rd, Charlotte, NC 28205",-80.7779054,35.2096706
600382,Elizabeth Lane Elem,Mecklenburg,Matthews,"121 Elizabeth Ln, Matthews, NC 28105",-80.747377,35.112388
600383,Elon Park Elementary,Mecklenburg,Charlotte,"11425 Ardrey Kell Rd, Charlotte, NC 28277",-80.8431416,35.0229671
600384,Elizabeth Traditional Elem,Mecklenburg,Charlotte,"1601 Park Dr, Charlotte, NC 28204",-80.825625,35.2154171
600385,Endhaven Elementary,Mecklenburg,Charlotte,"6815 Endhaven Ln, Charlotte, NC 28277",-80.83548,35.066821
600386,Hawthorne High,Mecklenburg,Charlotte,"1411 Hawthorne Ln, Charlotte, NC 28205",-80.8146806,35.2286724
600392,Polo Ridge Elementary,Mecklenburg,Charlotte,"11830 Tom Short Rd, Charlotte, NC 28277",-80.7951241,35.0468766
600394,Francis Bradley Middle,Mecklenburg,Huntersville,"13345 Beatties Ford Rd, Huntersville, NC 28078",-80.9244892,35.3967056
600397,Garinger High,Mecklenburg,Charlotte,"1100 Eastway Dr, Charlotte, NC 28205",-80.7819839,35.2409597
600398,Greenway Park Elementary,Mecklenburg,Charlotte,"8301 Monroe Rd, Charlotte, NC 28212",-80.745946,35.157393
600399,Alexander Graham Middle,Mecklenburg,Charlotte,"1800 Runnymede Ln, Charlotte, NC 28211",-80.8329229,35.166814
600404,Harper Middle College High,Mecklenburg,Charlotte,"315 W Hebron St, Charlotte, NC 28273",-80.895612,35.129643
600405,Harding University High,Mecklenburg,Charlotte,"2001 Alleghany St, Charlotte, NC 28208",-80.903264,35.2360718
600406,Hawk Ridge Elementary,Mecklenburg,Charlotte,"9201 Bryant Farms Rd, Charlotte, NC 28277",-80.825093,35.043548
600408,Lawrence Orr Elementary,Mecklenburg,Charlotte,"4835 Shamrock Dr, Charlotte, NC 28215",-80.743957,35.225871
600409,Parkside Elementary,Mecklenburg,Charlotte,"2945 Johnston-Oehler Rd, Charlotte, NC 28269",-80.7583512,35.3596764
600410,Hickory Grove Elementary,Mecklenburg,Charlotte,"6709 Pence Rd, Charlotte, NC 28215",-80.7171971,35.2264818
600411,Highland Creek Elementary,Mecklenburg,Charlotte,"7242 Highland Creek Pkwy, Charlotte, NC 28269",-80.763753,35.378176
600412,Hidden Valley Elementary,Mecklenburg,Charlotte,"5100 Snow White Ln, Charlotte, NC 28213",-80.784279,35.268156
600413,Highland Mill Montessori,Mecklenburg,Charlotte,"3201 Clemson Ave, Charlotte, NC 28205",-80.8041242,35.2431875
600414,Highland Renaissance Academy,Mecklenburg,Charlotte,"125 W Craighead Rd, Charlotte, NC 28206",-80.8036049,35.255572
600415,Hopewell High,Mecklenburg,Huntersville,"11530 Beatties Ford Rd, Huntersville, NC 28078",-80.9110403,35.3792074
600416,Hornets Nest Elementary,Mecklenburg,Charlotte,"6700 Beatties Ford Rd, Charlotte, NC 28216",-80.865288,35.324731
600418,Croft Community Elementary,Mecklenburg,Charlotte,"4911 Hucks Rd, Charlotte, NC 28269",-80.805389,35.346554
600420,Huntersville Elementary,Mecklenburg,Huntersville,"200 Gilead Rd, Huntersville, NC 28078",-80.846714,35.410907
600422,Huntingtowne Farms Elementary,Mecklenburg,Charlotte,"2520 Huntingtowne Farms Ln, Charlotte, NC 28210",-80.8600057,35.1328044
600424,Idlewild Elementary,Mecklenburg,Charlotte,"7101 Idlewild Rd, Charlotte, NC 28212",-80.7442757,35.1866332
600426,Independence High,Mecklenburg,Charlotte,"1967 Patriot Dr, Charlotte, NC 28227",-80.6874383,35.1972437
600428,James Martin Middle,Mecklenburg,Charlotte,"6301 University Pointe Blvd, Charlotte, NC 28262",-80.7626043,35.2977496
600429,Morehead STEM Academy,Mecklenburg,Charlotte,"7810 Neal Rd, Charlotte, NC 28262",-80.7761077,35.2968915
600431,Jay M Robinson Middle,Mecklenburg,Charlotte,"5925 Ballantyne Commons Pkwy, Charlotte, NC 28277",-80.783644,35.062863
600432,Joseph W Grier Academy,Mecklenburg,Charlotte,"8330 Grier Rd, Charlotte, NC 28215",-80.7255165,35.2678122
600433,J.V. Washam Elementary,Mecklenburg,Cornelius,"9611 Westmoreland Rd, Cornelius, NC 28031",-80.8669017,35.4661662
600434,Kennedy Middle,Mecklenburg,Charlotte,"4000 Gallant Ln, Charlotte, NC 28273",-80.9558476,35.153574
600435,Trillium Springs Montessori,Mecklenburg,Huntersville,"9213 Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363
600436,Lake Wylie Elementary,Mecklenburg,Charlotte,"13620 Erwin Rd, Charlotte, NC 28273",-80.9718245,35.1154747
600437,Ballantyne Elementary,Mecklenburg,Charlotte,"15425 Scholastic Dr, Charlotte, NC 28277",-80.856065,35.037307
600438,Lansdowne Elementary,Mecklenburg,Charlotte,"6400 Prett Ct, Charlotte, NC 28270",-80.7817953,35.143217
600439,"Turning Point Academy, Charlotte",Mecklenburg,Charlotte,"8701 Moores Chapel Rd, Charlotte, NC 28214",-80.950573,35.2739059
600440,Lebanon Road Elementary,Mecklenburg,Charlotte,"7300 Lebanon Rd, Charlotte, NC 28227",-80.6894716,35.1841645
600442,Blythe Elementary,Mecklenburg,Huntersville,"12202 Hambright Rd, Huntersville, NC 28078",-80.8353569,35.3764404
600443,Levine Middle College High,Mecklenburg,Matthews,"2728 Campus Ridge Rd, Matthews, NC 28105",-80.6921554,35.1053146
600444,Long Creek Elementary,Mecklenburg,Huntersville,"9213-A Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363
600445,Mallard Creek High,Mecklenburg,Charlotte,"3825 Johnston Oehler Rd, Charlotte, NC 28269",-80.7689231,35.3641729
600446,Mallard Creek Elementary,Mecklenburg,Charlotte,"9801 Mallard Creek Rd, Charlotte, NC 28262",-80.774148,35.33543
600447,Matthews Elementary,Mecklenburg,Matthews,"200 McDowell Ave, Matthews, NC 28105",-80.7239771,35.1136776
600448,Martin Luther King Jr Middle,Mecklenburg,Charlotte,"500 Bilmark Ave, Charlotte, NC 28213",-80.7784325,35.2633482
600449,McAlpine Elementary,Mecklenburg,Charlotte,"9100 Carswell Ln, Charlotte, NC 28277",-80.828004,35.0819569
600450,McClintock Middle,Mecklenburg,Charlotte,"1925 Rama Rd, Charlotte, NC 28212",-80.7687239,35.1799531
600451,McKee Road Elementary,Mecklenburg,Charlotte,"4101 McKee Rd, Charlotte, NC 28270",-80.754907,35.068154
600453,Merry Oaks International Academy,Mecklenburg,Charlotte,"3508 Draper Ave, Charlotte, NC 28205",-80.7828269,35.2190728
600454,Metro School,Mecklenburg,Charlotte,"405 S. Davidson St, Charlotte, NC 28202",-80.8423631,35.2193713
600455,Mint Hill Middle,Mecklenburg,Matthews,"11501 Idewild Rd, Matthews, NC 28105",-80.6982589,35.153238
600457,Rocky River High,Mecklenburg,Mint Hill,"10505 Clear Creek Commerce Dr, Mint Hill, NC 28227",-80.6406798,35.214061
600459,Montclaire Elementary,Mecklenburg,Charlotte,"5801 Farmbrook Dr, Charlotte, NC 28210",-80.8672692,35.152272
600461,Lincoln Heights Academy,Mecklenburg,Charlotte,"1900 Newcastle St, Charlotte, NC 28216",-80.8422034,35.2590236
