code,name,county,city,full_address
460308,Ahoskie Elementary,Hertford,Ahoskie,"200 N Talmage St, Ahoskie, NC 27910"
460312,Bearfield Primary,Hertford,Ahoskie,"145 Hertford Co High School Rd, Ahoskie, NC 27910"
460318,Hertford County Middle,Hertford,Murfreesboro,"1850 Hwy 11N, Murfreesboro, NC 27855"
460320,Hertford County High,Hertford,Ahoskie,"1500 W First St, Ahoskie, NC 27910"
460322,Hertford Co Early College,Hertford,Ahoskie,"109 Community College Rd, Ahoskie, NC 27910"
460332,Riverview Elementary,Hertford,Murfreesboro,"236 US 158 Business, Murfreesboro, NC 27855"
460340,CS Brown High,Hertford,Winton,"102 CSB Dr, Winton, NC 27986"
460LEA,Hertford County Schools,Hertford,Winton,"701 N Martin Street, Winton, NC 27986"
470310,Don D Steed Elementary,Hoke,Raeford,"800 Phillipi Church Rd, Raeford, NC 28376"
470312,Hoke County High,Hoke,Raeford,"505 S Bethel Road, Raeford, NC 28376"
470316,J W McLauchlin Elementary,Hoke,Raeford,"326 N Main St, Raeford, NC 28376"
470320,West Hoke Middle,Hoke,Raeford,"200 NC 211 W, Raeford, NC 28376"
470328,Scurlock Elementary,Hoke,Raeford,"775 Rockfish Rd, Raeford, NC 28376"
470330,Hawk Eye Elementary,Hoke,Red Springs,"4321 Old Maxton Road, Red Springs, NC 28377"
470332,East Hoke Middle,Hoke,Raeford,"4702 Fayetteville Rd, Raeford, NC 28376"
470336,West Hoke Elementary,Hoke,Raeford,"6050 Turnpike Road, Raeford, NC 28376"
470340,Rockfish Hoke Elementary,Hoke,Raeford,"6251 Rockfish Rd, Raeford, NC 28376"
470342,J W Turlington School,Hoke,Raeford,"116 W Prospect Ave, Raeford, NC 28376"
470346,Upchurch Elementary,Hoke,Raeford,"730 Turnpike Road, Raeford, NC 28376"
470441,Sandy Grove Elementary,Hoke,Lumber Bridge,"8452 North Old Wire Road, Lumber Bridge, NC 28357"
470442,Sandy Grove Middle,Hoke,Lumber Bridge,"300 Chason Road, Lumber Bridge, NC 28357"
470443,SandHoke Early College High,Hoke,Raeford,"1110 East Central Avenue, Raeford, NC 28376"
470LEA,Hoke County Schools,Hoke,Raeford,"310 Wooley Street, Raeford, NC 28376"
480306,Mattamuskeet Elementary,Hyde,Swan Quarter,"60 Juniper Bay Road, Swan Quarter, NC 27885"
480316,Ocracoke School,Hyde,Ocracoke,"120 Schoolhouse Rd, Ocracoke, NC 27960"
480318,Mattamuskeet Early College High,Hyde,Swan Quarter,"20392 Hwy US 264, Swan Quarter, NC 27885"
480LEA,Hyde County Schools,Hyde,Swan Quarter,"1430 Main Street, Swan Quarter, NC 27885"
490307,Agriculture and Science Early College,Iredell,Olin,"158 Raider Rd, Olin, NC 28660"
490308,"Brawley Middle, Mooresville",Iredell,Mooresville,"132 Swift Arrow Drive, Mooresville, NC 28117"
490310,Career Academy and Technical School,Iredell,Troutman,"350 Old Murdock Rd, Troutman, NC 28166"
490312,Celeste Henkel Elementary,Iredell,Statesville,"1503 Old Mountain Road, Statesville, NC 28677"
490316,"Central Elementary, Statesville",Iredell,Statesville,"4083 Wilkesboro Hwy, Statesville, NC 28625"
490318,Coddle Creek Elementary,Iredell,Mooresville,"141 Frank's Crossing Loop, Mooresville, NC 28115"
490319,Cloverleaf Elementary,Iredell,Statesville,"300 James Farm Rd, Statesville, NC 28625"
490320,Collaborative College for Technology,Iredell,Statesville,"500 West Broad Street, Statesville, NC 28677"
490324,Cool Spring Elementary,Iredell,Cleveland,"1969 Mocksville Hwy, Cleveland, NC 27013"
490326,East Iredell Elementary,Iredell,Statesville,"400 E Elementary Rd, Statesville, NC 28625"
490327,East Iredell Middle,Iredell,Statesville,"590 Chestnut Grove Road, Statesville, NC 28625"
490332,Harmony Elementary,Iredell,Harmony,"139 Harmony School Road, Harmony, NC 28634"
490335,Lake Norman High,Iredell,Mooresville,"186 Doolie Road, Mooresville, NC 28117"
490336,Lake Norman Elementary,Iredell,Mooresville,"255 Oak Tree Road, Mooresville, NC 28117"
490337,Lakeshore Elementary,Iredell,Mooresville,"252 Lakeshore School Road, Mooresville, NC 28117"
490338,Lakeshore Middle,Iredell,Mooresville,"244 Lakeshore School Drive, Mooresville, NC 28117"
490344,Mount Mourne School,Iredell,Mooresville,"1431 Mecklenburg Hwy, Mooresville, NC 28115"
490345,N B Mills Elementary,Iredell,Statesville,"1410 Pearl St, Statesville, NC 28677"
490346,North Iredell High,Iredell,Olin,"156 Raider Road, Olin, NC 28660"
490347,Northview School,Iredell,Statesville,"625 Carolina Ave N, Statesville, NC 28677"
490348,Scotts Elementary,Iredell,Statesville,"4743 Taylorsville Hwy, Statesville, NC 28625"
490349,North Iredell Middle,Iredell,Olin,"2467 Jennings Rd, Olin, NC 28660"
490350,Pressly School,Iredell,Statesville,"222 Knox St, Statesville, NC 28677"
490352,Statesville Middle,Iredell,Statesville,"321 Clegg St, Statesville, NC 28677"
490354,Statesville High,Iredell,Statesville,"474 N Center St, Statesville, NC 28677"
490355,Crossroads Arts Sciences Early College,Iredell,Statesville,"476 N Center St, Statesville, NC 28677"
490356,"Sharon Elementary, Statesville",Iredell,Statesville,"880 Sharon Sch Rd, Statesville, NC 28677"
490360,Shepherd Elementary,Iredell,Mooresville,"1748 Charlotte Hwy, Mooresville, NC 28115"
490362,South Iredell High,Iredell,Statesville,"299 Old Mountain Rd, Statesville, NC 28677"
490363,Third Creek Elementary,Iredell,Statesville,"361 East Barkley Road, Statesville, NC 28677"
490364,Troutman Elementary,Iredell,Troutman,"220 S Main St, Troutman, NC 28166"
490366,Troutman Middle,Iredell,Troutman,"305 Rumple St, Troutman, NC 28166"
490368,Union Grove Elementary,Iredell,Union Grove,"1314 Sloans Mill Rd, Union Grove, NC 28689"
490380,West Iredell High,Iredell,Statesville,"213 Warrior Dr, Statesville, NC 28677"
490384,West Iredell Middle,Iredell,Statesville,"303 Watermelon Rd, Statesville, NC 28677"
490390,Woodland Heights Elementary,Iredell,Mooresville,"288 Forest Lake Boulevard, Mooresville, NC 28117"
490LEA,Iredell-Statesville Schools,Iredell,Statesville,"549 N Race St, Statesville, NC 28677"
491303,East Mooresville Intermediate,Iredell,Mooresville,"1711 Landis Highway, Mooresville, NC 28115"
491305,NF Woods Campus,Iredell,Mooresville,"574 W McLelland Ave, Mooresville, NC 28115"
491306,Mooresville Intermediate,Iredell,Mooresville,"1438 Coddle Creek Hwy, Mooresville, NC 28115"
491308,Mooresville Middle,Iredell,Mooresville,"233 Kistler Farm Rd, Mooresville, NC 28115"
491312,Mooresville High School,Iredell,Mooresville,"659 E Center Ave, Mooresville, NC 28115"
491316,Park View Elementary,Iredell,Mooresville,"217 W McNeely Ave, Mooresville, NC 28115"
491318,"Rocky River Elementary, Mooresville",Iredell,Mooresville,"483 Rocky River Rd, Mooresville, NC 28115"
491320,"South Elementary, Mooresville",Iredell,Mooresville,"839 S Magnolia St, Mooresville, NC 28115"
491LEA,Mooresville City Schools,Iredell,Mooresville,"305 N Main St, Mooresville, NC 28115"
49B000,American Renaissance School,Iredell,Statesville,"132 East Broad Street, Statesville, NC 28677"
49D000,Success Institute Charter,Iredell,Statesville,"1424-2 Rickert St, Statesville, NC 28677"
49,Pine Lake Preparatory,Iredell,Mooresville,"104 Yellow Wood Circle, Mooresville, NC 28115"
49F000,Langtree Charter Academy,Iredell,Mooresville,"154 Foundation Ct, Mooresville, NC 28117"
49G000,Iredell Charter Academy,Iredell,Troutman,"251 Home Improvement Street, Troutman, NC 28166"
500302,Blue Ridge Early College,Jackson,Cashiers,"95 Bobcat Dr, Cashiers, NC 28717"
500304,Cullowhee Valley School,Jackson,Cullowhee,"240 Wisdom Drive, Cullowhee, NC 28723"
500314,"Fairview Elementary, Sylva",Jackson,Sylva,"251 Big Orange Way, Sylva, NC 28779"
500316,Blue Ridge School,Jackson,Cashiers,"95 Bobcat Drive, Cashiers, NC 28717"
500323,Jackson Co Early College,Jackson,Sylva,"404 College Drive, Sylva, NC 28779"
500324,Jackson Co Sch of Alternatives,Jackson,Sylva,"3770 Skyland Drive, Sylva, NC 28779"
500332,Scotts Creek Elementary,Jackson,Sylva,"516 Parris Branch, Sylva, NC 28779"
500337,Smokey Mountain Elementary,Jackson,Whittier,"884 US Hwy 441N, Whittier, NC 28789"
500340,Smoky Mountain High,Jackson,Sylva,"100 Smoky Mountain Drive, Sylva, NC 28779"
500LEA,Jackson County Schools,Jackson,Sylva,"398 Hospital Road, Sylva, NC 28779"
50A000,Summit Charter,Jackson,Cashiers,"370 Mitten Lane, Cashiers, NC 28717"
50Z000,Catamount School,Jackson,Sylva,"100 Smoky Mountain Dr, Sylva, NC 28779"
510308,Benson Elementary,Johnston,Benson,"2040 Hwy 50 N, Benson, NC 27504"
510310,Benson Middle,Johnston,Benson,"1600 N Wall Street, Benson, NC 27504"
510324,Clayton High,Johnston,Clayton,"600 S Fayetteville St, Clayton, NC 27520"
510325,Johnston County Schools Career Technical,Johnston,Smithfield,"245 College Road, Smithfield, NC 27577"
510326,West Clayton Elementary,Johnston,Clayton,"1012 S Lombard St, Clayton, NC 27520"
510327,Cleveland High,Johnston,Clayton,"1892 Polenta Rd, Clayton, NC 27520"
510328,"Cleveland Elementary, Clayton",Johnston,Clayton,"10225 Cleveland Rd, Clayton, NC 27520"
510329,Cleveland Middle,Johnston,Garner,"2323 Cornwallis Road, Garner, NC 27529"
510330,Cooper Academy,Johnston,Clayton,"849 North Mial St, Clayton, NC 27520"
510332,Corinth-Holders Elementary,Johnston,Zebulon,"3976 NC 231, Zebulon, NC 27597"
510333,Corinth Holders High,Johnston,Wendell,"6875 Applewhite Rd, Wendell, NC 27591"
510334,Dixon Road Elementary,Johnston,Willow Spring,"835 Dixon Road, Willow Spring, NC 27592"
510336,East Clayton Elementary,Johnston,Clayton,"2075 NC Highway 42 East, Clayton, NC 27527"
510340,Four Oaks Elementary,Johnston,Four Oaks,"180 Hatcher St, Four Oaks, NC 27524"
510342,Four Oaks Middle,Johnston,Four Oaks,"1475 Boyette Road, Four Oaks, NC 27524"
510343,Micro Elementary,Johnston,Micro,"301 E Main St, Micro, NC 27555"
510344,North Johnston Middle,Johnston,Micro,"435 Oil Company Road, Micro, NC 27555"
510356,Glendale-Kenly Elementary,Johnston,Kenly,"2001 Bay Valley Rd, Kenly, NC 27542"
510357,Johnston Co Middle College,Johnston,Smithfield,"245 College Rd, Smithfield, NC 27577"
510358,McGee's Crossroads Elem,Johnston,Angier,"10330 NC Hwy 50 North, Angier, NC 27501"
510359,McGee's Crossroads Middle,Johnston,Benson,"13353 NC Highway 210, Benson, NC 27504"
510360,Meadow School,Johnston,Benson,"7507 NC Hwy 50 S, Benson, NC 27504"
510364,Archer Lodge Middle,Johnston,Wendell,"762 Wendell Rd, Wendell, NC 27591"
510367,Johnston Co Early College Academy,Johnston,Smithfield,"245 College Rd, Smithfield, NC 27577"
510368,North Johnston High,Johnston,Kenly,"5915 US Hwy 301 N, Kenly, NC 27542"
510372,Pine Level Elementary,Johnston,Pine Level,"304 West Blanche Street, PO Box 69, Pine Level, NC 27568"
510373,Powhatan Elementary,Johnston,Clayton,"3145 Vinson Rd, Clayton, NC 27527"
510374,Princeton Elementary,Johnston,Princeton,"650 Holt's Pond Rd, Princeton, NC 27569"
510376,Princeton High,Johnston,Princeton,"101 Dr Donnie H Jones Jr Blvd, Princeton, NC 27569"
510377,River Dell Elementary,Johnston,Clayton,"12100 Buffalo Road, Clayton, NC 27527"
510378,Riverwood Elementary,Johnston,Clayton,"108 Athletic Club Blvd, Clayton, NC 27527"
510379,Riverwood Middle,Johnston,Clayton,"204 Athletic Club Blvd, Clayton, NC 27527"
510382,The Innovation Academy at South Campus,Johnston,Smithfield,"521 Martin Luther King Dr, Smithfield, NC 27577"
510388,Selma Elementary,Johnston,Selma,"311 W Richardson St, Selma, NC 27576"
510390,Selma Middle School,Johnston,Selma,"1533 Hwy 301 N, Selma, NC 27576"
510396,West Smithfield Elementary,Johnston,Smithfield,"2665 Galilee Road, Smithfield, NC 27577"
510397,Smithfield Middle,Johnston,Smithfield,"1455 Buffalo Rd, Smithfield, NC 27577"
510399,Smithfield-Selma High,Johnston,Smithfield,"700 Booker Dairy Rd, Smithfield, NC 27577"
510402,South Johnston High,Johnston,Four Oaks,"10381 US Hwy 301 S, Four Oaks, NC 27524"
510404,South Smithfield Elementary,Johnston,Smithfield,"201 W Sanders St, Smithfield, NC 27577"
510406,West Johnston High,Johnston,Benson,"5935 Raleigh Road, Benson, NC 27504"
510408,Wilson's Mills Elementary,Johnston,Wilson's Mills,"4654 Wilson's Mills Rd, Wilson's Mills, NC 27593"
510410,Polenta Elementary,Johnston,Garner,"105 Josephine Road, Garner, NC 27529"
510411,Swift Creek Middle,Johnston,Clayton,"325 Norris Rd, Clayton, NC 27520"
510412,Clayton Middle,Johnston,Clayton,"490 Guy Rd, Clayton, NC 27520"
510414,West View Elementary,Johnston,Garner,"11755 Cleveland Road, Garner, NC 27529"
510LEA,Johnston County Schools,Johnston,Smithfield,"2320 Hwy 70 E Business, Smithfield, NC 27577"
51A000,Neuse Charter School,Johnston,Smithfield,"909 Booker Dairy Rd, Smithfield, NC 27577"
520304,Pollocksville Elementary,Jones,Pollocksville,"300 Trent St, Pollocksville, NC 28573"
520308,Comfort Elementary,Jones,Comfort,"4384 Hwy 41 West, Comfort, NC 28522"
520320,Jones Senior High,Jones,Trenton,"1490 Hwy 58 South, Trenton, NC 28585"
520324,Jones Middle,Jones,Trenton,"190 Old New Bern Rd, Trenton, NC 28585"
520328,Maysville Elementary,Jones,Maysville,"814 Sixth Street, Maysville, NC 28555"
520336,Trenton Elementary,Jones,Trenton,"188 Elementary Sch Lane, Trenton, NC 28585"
520LEA,Jones County Schools,Jones,Trenton,"320 West Jones Street, Trenton, NC 28585"
530302,BT Bullock Elementary,Lee,Sanford,"1410 McNeill Road, Sanford, NC 27330"
530306,Bragg Street Academy,Lee,Sanford,"504 Bragg Street, Sanford, NC 27330"
530308,Broadway Elementary,Lee,Broadway,"307 S Main St, Broadway, NC 27505"
530312,Deep River Elementary,Lee,Sanford,"4000 Deep River Rd, Sanford, NC 27330"
530314,East Lee Middle,Lee,Sanford,"1337 Broadway Rd, Sanford, NC 27330"
530316,Floyd L Knight Children Center,Lee,Sanford,"607 W McIntosh St, Sanford, NC 27330"
530320,Greenwood Elementary,Lee,Sanford,"1127 Greenwood Rd, Sanford, NC 27330"
530335,Lee Early College,Lee,Sanford,"1105 Kelly Drive, Sanford, NC 27330"
530336,Lee County High,Lee,Sanford,"1708 Nash Street, Sanford, NC 27330"
530340,J Glenn Edwards Elementary,Lee,Sanford,"3115 Cemetery Rd, Sanford, NC 27332"
530341,SanLee Middle School,Lee,Sanford,"2309 Tramway Rd, Sanford, NC 27332"
530343,Southern Lee High School,Lee,Sanford,"2301 Tramway Road, Sanford, NC 27332"
530346,Tramway Elementary,Lee,Sanford,"360 Center Church Road, Sanford, NC 27330"
530354,J R Ingram Jr Elementary,Lee,Sanford,"3309 Wicker St, Sanford, NC 27330"
530356,West Lee Middle,Lee,Sanford,"3301 Wicker St, Sanford, NC 27330"
530358,Warren Williams Elementary Alternative,Lee,Sanford,"901 Lawrence St, Sanford, NC 27330"
530LEA,Lee County Schools,Lee,Sanford,"106 Gordon St, Sanford, NC 27330"
540304,Banks Elementary,Lenoir,Kinston,"2148 Falling Creek Rd, Kinston, NC 28504"
540308,Contentnea-Savannah School,Lenoir,Kinston,"3400 Ferrell Road, Kinston, NC 28501"
540312,E B Frink Middle,Lenoir,La Grange,"102 N Martin Luther King Jr Dr, La Grange, NC 28551"
540315,Kinston High,Lenoir,Kinston,"2601 N Queen St, Kinston, NC 28501"
540316,La Grange Elementary,Lenoir,La Grange,"402 W Railroad St, La Grange, NC 28551"
540317,Lenoir County Early College High,Lenoir,Kinston,"231 Hwy 58 South, Kinston, NC 28502"
540318,Lenoir County Learning Academy,Lenoir,Kinston,"2529 Cedar Dell Lane, Haigler-Overcash Education Center, Kinston, NC 28504"
540320,Moss Hill Elementary,Lenoir,Kinston,"6040 Hwy 55 West, Kinston, NC 28504"
540324,North Lenoir High,Lenoir,La Grange,"2400 Institute Road, La Grange, NC 28551"
540325,"Northeast Elementary, Kinston",Lenoir,Kinston,"1002 E Highland Ave, Kinston, NC 28501"
540326,"Northwest Elementary, Kinston",Lenoir,Kinston,"1701 Old Well Rd, Kinston, NC 28504"
540328,Pink Hill Elementary,Lenoir,Pink Hill,"2666 HC Turner Road, Pink Hill, NC 28572"
540330,Rochelle Middle,Lenoir,Kinston,"301 N Rochelle Blvd, Kinston, NC 28501"
540336,South Lenoir High,Lenoir,Deep Run,"3355 Old Hwy 11 South, Deep Run, NC 28525"
540338,Southeast Elementary,Lenoir,Kinston,"201 McDaniels Street, Kinston, NC 28501"
540340,"Southwood Elementary, Kinston",Lenoir,Kinston,"1245 Hwy 58 South, Kinston, NC 28504"
540344,Woodington Middle,Lenoir,Kinston,"4939 Hwy 258 South, Kinston, NC 28504"
540LEA,Lenoir County Public Schools,Lenoir,Kinston,"2017 W Vernon Avenue, Kinston, NC 28504"
54A000,Children's Village Academy,Lenoir,Kinston,"701 North Adkin Street, Kinston, NC 28501"
550308,Asbury Academy,Lincoln,Lincolnton,"221 Salem Church Road, Lincolnton, NC 28092"
550312,Battleground Elementary,Lincoln,Lincolnton,"201 Jeb Seagle Dr, Lincolnton, NC 28092"
550314,Catawba Springs Elementary,Lincoln,Denver,"206 North Little Egypt Rd, Denver, NC 28037"
550316,GE Massey Elementary,Lincoln,Lincolnton,"130 Newbold St, Lincolnton, NC 28092"
550320,East Lincoln High,Lincoln,Denver,"6471 Hwy 73, Denver, NC 28037"
550322,East Lincoln Middle,Lincoln,Iron Station,"4137 Hwy 73, Iron Station, NC 28080"
550324,Kiser Intermediate,Lincoln,Lincolnton,"301 Jeb Seagle Drive, Lincolnton, NC 28092"
550328,Iron Station Elementary,Lincoln,Iron Station,"4207 Hwy 27 E, Iron Station, NC 28080"
550330,LCST,Lincoln,Lincolnton,"1 Timken Dr, Lincolnton, NC 28092"
550332,Lincolnton High,Lincoln,Lincolnton,"803 N Aspen St, Lincolnton, NC 28092"
550334,Lincolnton Middle,Lincoln,Lincolnton,"2361 Startown Road, Lincolnton, NC 28092"
550336,Love Memorial Elementary,Lincoln,Lincolnton,"1463 Love Memorial Sch Rd, Lincolnton, NC 28092"
550340,Childers Elementary,Lincoln,Lincolnton,"2595 Rock Dam Road, Lincolnton, NC 28092"
550342,North Brook Elementary,Lincoln,Vale,"642 Hwy 274, Vale, NC 28168"
550344,North Lincoln High,Lincoln,Lincolnton,"2737 Lee Lawing Road, Lincolnton, NC 28092"
550348,Pumpkin Center Primary,Lincoln,Lincolnton,"3970 King Wilkinson Road, Lincolnton, NC 28092"
550349,Pumpkin Center Intermediate,Lincoln,Lincolnton,"3980 King Wilkinson Road, Lincolnton, NC 28092"
550350,North Lincoln Middle,Lincoln,Denver,"1503 Amity Church Road, Denver, NC 28037"
550356,Rock Springs Elementary,Lincoln,Denver,"3633 Hwy 16 N, Denver, NC 28037"
550360,S Ray Lowder Elementary,Lincoln,Lincolnton,"350 Kennedy Dr, Lincolnton, NC 28092"
550362,St James Elementary,Lincoln,Denver,"1774 St James Church Road, Denver, NC 28037"
550364,"Union Elementary, Vale",Lincoln,Vale,"4875 Reepsville Rd, Vale, NC 28168"
550368,West Lincoln High,Lincoln,Lincolnton,"172 Shoal Rd, Lincolnton, NC 28092"
550372,West Lincoln Middle,Lincoln,Lincolnton,"260 Shoal Rd, Lincolnton, NC 28092"
550LEA,Lincoln County Schools,Lincoln,Lincolnton,"353 N Generals Boulevard, Lincolnton, NC 28092"
55A000,Lincoln Charter School,Lincoln,Denver,"7834 Galway Lane, Denver, NC 28037"
560304,Cartoogechaye Elementary,Macon,Franklin,"3295 Old Murphy Road, Franklin, NC 28734"
560316,East Franklin Elementary,Macon,Franklin,"100 Watauga St, Franklin, NC 28734"
560320,Franklin High,Macon,Franklin,"100 Panther Drive, Franklin, NC 28734"
560324,Highlands School,Macon,Highlands,"545 Pierson Dr, Highlands, NC 28741"
560328,Iotla Valley Elementary,Macon,Franklin,"1166 Iotla Church Road, Franklin, NC 28734"
560329,Macon Early College High School,Macon,Franklin,"77 Siler Farm Road, Franklin, NC 28734"
560330,Macon Middle School,Macon,Franklin,"1345 Wells Grove Rd, Franklin, NC 28734"
560331,Mountain View Intermediate,Macon,Franklin,"161 Clarks Chapel Road, Franklin, NC 28734"
560332,Nantahala School,Macon,Topton,"213 Windingstairs Rd, Topton, NC 28781"
560338,South Macon Elementary,Macon,Franklin,"855 Addington Bridge Road, Franklin, NC 28734"
560350,"Union Academy, Franklin",Macon,Franklin,"158 Union School Rd, Franklin, NC 28734"
560LEA,Macon County Schools,Macon,Franklin,"1202 Old Murphy Road, Franklin, NC 28734"
570306,Brush Creek Elementary,Madison,Marshall,"265 Upper Brush Creek Road, Marshall, NC 28753"
570312,Hot Springs Elementary,Madison,Hot Springs,"63 Serpentine Ave, Hot Springs, NC 28743"
570317,Madison Early College High,Madison,Marshall,"5734 US 25/70 Hwy, Marshall, NC 28753"
570318,Madison High,Madison,Marshall,"5740 US Hwy 25-70, Marshall, NC 28753"
570319,Madison Middle,Madison,Marshall,"95 Upper Brush Creek Rd, Marshall, NC 28753"
570320,Mars Hill Elementary,Madison,Mars Hill,"200 School House Lane, Mars Hill, NC 28754"
570LEA,Madison County Schools,Madison,Marshall,"5738 US 25-70 Hwy, Marshall, NC 28753"
580308,Williamston Primary,Martin,Williamston,"400 West Blvd, Williamston, NC 27892"
580312,E J Hayes Elementary,Martin,Williamston,"201 Andrews St, Williamston, NC 27892"
580316,East End Elementary,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871"
580320,Edna Andrews Elementary,Martin,Hamilton,"306 S Horton St, Hamilton, NC 27840"
580324,Jamesville Elementary,Martin,Jamesville,"1220 Hardison St, Jamesville, NC 27846"
580344,South Creek High,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871"
580350,South Creek Middle,Martin,Robersonville,"21230 NC 903, Robersonville, NC 27871"
580356,Rodgers Elementary,Martin,Williamston,"2277 Rodgers School Rd, Williamston, NC 27892"
580368,"Riverside High, Williamston",Martin,Williamston,"1260 Godwin Ave, Williamston, NC 27892"
580372,Riverside Middle,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892"
580LEA,Martin County Schools,Martin,Williamston,"300 N Watts Street, Williamston, NC 27892"
58B000,Bear Grass Charter School,Martin,Williamston,"6344 E Bear Grass Rd, Williamston, NC 27982"
590306,Eastfield Global Magnet,McDowell,Marion,"170 Eastfield School Road, Marion, NC 28752"
590310,East McDowell Middle,McDowell,Marion,"676 State Street, Marion, NC 28752"
590316,"Glenwood Elementary, Marion",McDowell,Marion,"1545 Old Hwy 221 South, Marion, NC 28752"
590320,"Marion Elementary, Marion",McDowell,Marion,"209 Robert Street, Marion, NC 28752"
590328,McDowell Early College,McDowell,Marion,"54 College Drive, Marion, NC 28752"
590330,McDowell High,McDowell,Marion,"600 McDowell High School Dr, Marion, NC 28752"
590332,Nebo Elementary,McDowell,Nebo,"254 Nebo School Road, Nebo, NC 28761"
590336,North Cove Elementary,McDowell,Marion,"401 American Thread Road, Marion, NC 28752"
590340,Old Fort Elementary,McDowell,Old Fort,"128 Mauney Avenue, Old Fort, NC 28762"
590344,Pleasant Gardens Elementary,McDowell,Marion,"100 John Roach Drive, Marion, NC 28752"
590352,West Marion Elementary,McDowell,Marion,"820 Marler Road, Marion, NC 28752"
590356,West McDowell Middle,McDowell,Marion,"346 West McDowell Junior High Road, Marion, NC 28752"
590393,McDowell,McDowell,Marion,"176 Lukin St, Marion, NC 28752"
590LEA,McDowell County Schools,McDowell,Marion,"334 South Main St, Marion, NC 28752"
600300,Albemarle Road Elementary,Mecklenburg,Charlotte,"7800 Riding Trail Rd, Charlotte, NC 28212"
600301,Albemarle Road Middle,Mecklenburg,Charlotte,"6900 Democracy Dr, Charlotte, NC 28212"
600302,Ardrey Kell High,Mecklenburg,Charlotte,"10220 Ardrey Kell Rd, Charlotte, NC 28277"
600305,J M Alexander Middle,Mecklenburg,Huntersville,"12010 Hambright Rd, Huntersville, NC 28078"
600308,Allenbrook Elementary,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208"
600311,Ashley Park PreK-8 School,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208"
600312,William Amos Hough High,Mecklenburg,Cornelius,"12420 Bailey Rd, Cornelius, NC 28031"
600313,Bailey Middle,Mecklenburg,Cornelius,"11900 Bailey Rd, Cornelius, NC 28031"
600314,Bain Elementary,Mecklenburg,Charlotte,"11540 Bain School Rd, Charlotte, NC 28227"
600316,Barringer Academic Center,Mecklenburg,Charlotte,"1546 Walton Rd, Charlotte, NC 28208"
600317,Whitewater Middle,Mecklenburg,Charlotte,"10201 Running Rapids Rd, Charlotte, NC 28214"
600318,Whitewater Academy,Mecklenburg,Charlotte,"11600 White Rapids Rd, Charlotte, NC 28214"
600319,Berryhill School,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278"
600322,Beverly Woods Elementary,Mecklenburg,Charlotte,"6001 Quail Hollow Rd, Charlotte, NC 28210"
600328,Barnette Elementary,Mecklenburg,Huntersville,"13659 Beatties Ford Rd, Huntersville, NC 28078"
600329,Briarwood Elementary,Mecklenburg,Charlotte,"1001 Wilann Dr, Charlotte, NC 28215"
600333,Carmel Middle,Mecklenburg,Charlotte,"5001 Camilla Dr, Charlotte, NC 28226"
600334,Cato Middle College High,Mecklenburg,Charlotte,"8120 Grier Rd Suite 171-B, Charlotte, NC 28215"
600335,Billingsville Elementary,Mecklenburg,Charlotte,"124 Skyland Ave, Charlotte, NC 28205"
600336,Chantilly Montessori,Mecklenburg,Charlotte,"701 Briar Creek Rd, Charlotte, NC 28205"
600338,"Clear Creek Elementary, Charlotte",Mecklenburg,Charlotte,"13501 Albemarle Rd, Charlotte, NC 28227"
600341,Cochrane Collegiate Academy,Mecklenburg,Charlotte,"6200 Starhaven Dr, Charlotte, NC 28215"
600344,Collinswood Language Academy,Mecklenburg,Charlotte,"4000 Applegate Rd, Charlotte, NC 28209"
600345,Community House Middle,Mecklenburg,Charlotte,"9500 Community House Rd, Charlotte, NC 28277"
600346,Cornelius Elementary,Mecklenburg,Cornelius,"21126 Catawba Ave, Cornelius, NC 28031"
600349,Cotswold Elementary,Mecklenburg,Charlotte,"300 Greenwich Rd, Charlotte, NC 28211"
600351,Coulwood STEM Academy,Mecklenburg,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214"
600352,Crown Point Elementary,Mecklenburg,Matthews,"3335 Sam Newell Rd, Matthews, NC 28105"
600353,Crestdale Middle,Mecklenburg,Matthews,"940 Sam Newell Rd, Matthews, NC 28105"
600357,Davidson Elementary,Mecklenburg,Davidson,"635 South St, Davidson, NC 28036"
600361,Butler High,Mecklenburg,Matthews,"1810 Matthews-Mint Hill Rd, Matthews, NC 28105"
600362,David Cox Road Elementary,Mecklenburg,Charlotte,"4215 David Cox Rd, Charlotte, NC 28269"
600364,Military and Global Leadership Academy,Mecklenburg,Charlotte,"1411 Hawthorne Lane, Ste A, Charlotte, NC 28205"
600365,Devonshire Elementary,Mecklenburg,Charlotte,"6500 Barrington Dr, Charlotte, NC 28215"
600366,Marie G Davis,Mecklenburg,Charlotte,"3351 W Griffith St, Charlotte, NC 28203"
600367,Dilworth Elementary,Mecklenburg,Charlotte,"405 E. Park Ave, Charlotte, NC 28203"
600368,First Ward Creative Arts Acad,Mecklenburg,Charlotte,"715 N. Caldwell St, Charlotte, NC 28202"
