index,code,name_x,county,city,full_address,long,lat,district,name_y,region,grades,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
566,260371,Ireland Drive Middle,Cumberland,Fayetteville,"1606 Ireland Drive, Fayetteville, NC 28304",-78.947474,35.0347441,,,,,,,,,,
567,260372,Lewis Chapel Middle,Cumberland,Fayetteville,"2150 Skibo Road, Fayetteville, NC 28314",-78.97641,35.0485426,Cumberland County Schools,Lewis Chapel Middle,Sandhills,8-Jun,Y,74.4,D,Not Met,36.1,
568,260373,Gallberry Farm Elementary,Cumberland,Hope Mills,"8019 Byerly Drive, Hope Mills, NC 28348",-78.9150954,34.9203399,,,,,,,,,,
569,260374,Alger B. Wilkins High School,Cumberland,Fayetteville,"1429 Skibo Road, Fayetteville, NC 28303",-78.951898,35.082547,,,,,,,,,,
570,260375,Grays Creek Elementary,Cumberland,Hope Mills,"2964 School Rd, Hope Mills, NC 28348",-78.8670156,34.8902277,,,,,,,,,,
571,260380,Long Hill Elementary,Cumberland,Fayetteville,"6490 Ramsey Street, Fayetteville, NC 28311",-78.86515,35.162418,,,,,,,,,,
572,260382,Lucile Souders Elementary,Cumberland,Fayetteville,"128 Hillview Avenue, Fayetteville, NC 28301",-78.88187,35.099218,,,,,,,,,,
573,260383,Mac Williams Middle,Cumberland,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312",-78.7663051,35.0346247,,,,,,,,,,
574,260386,Margaret Willis Elementary,Cumberland,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305",-78.904391,35.071097,Cumberland County Schools,Margaret Willis Elementary,Sandhills,PK-05,Y,81.5,D,Not Met,39.2,
575,260388,Massey Hill Classical High,Cumberland,Fayetteville,"1062 Southern Avenue, Fayetteville, NC 28306",-78.8949183,35.0311393,,,,,,,,,,
576,260396,Mary McArthur Elementary,Cumberland,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304",-78.940757,35.0251178,Cumberland County Schools,Mary McArthur Elementary,Sandhills,PK-05,Y,72.1,D,Not Met,41.9,
577,260397,E Melvin Honeycutt Elementary,Cumberland,Fayetteville,"4665 Lakewood Drive, Fayetteville, NC 28306",-78.992824,35.0010251,,,,,,,,,,
578,260398,E E Miller Elementary,Cumberland,Fayetteville,"1361 Rim Road, Fayetteville, NC 28314",-79.044405,35.054182,,,,,,,,,,
579,260400,Montclair Elementary,Cumberland,Fayetteville,"555 Glensford Drive, Fayetteville, NC 28314",-78.960719,35.055219,,,,,,,,,,
580,260401,Morganton Road Elementary,Cumberland,Fayetteville,"102 Bonanza Drive, Fayetteville, NC 28303",-78.9872365,35.0796853,Cumberland County Schools,Morganton Road Elementary,Sandhills,0K-05,Y,66.8,D,Not Met,44.5,
581,260402,Manchester Elementary,Cumberland,Spring Lake,"611 Spring Avenue, Spring Lake, NC 28390",-78.9669597,35.1706698,Cumberland County Schools,Manchester Elementary,Sandhills,PK-05,Y,73.2,D,Met,42.7,
582,260403,New Century International Elementary,Cumberland,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306",-79.0436118,35.0120519,,,,,,,,,,
583,260404,William H Owen Elementary,Cumberland,Fayetteville,"4533 Raeford Road, Fayetteville, NC 28304",-78.9541728,35.0420546,Cumberland County Schools,William H Owen Elementary,Sandhills,PK-05,Y,72,D,Not Met,46.7,
584,260405,Walker Spivey Elementary,Cumberland,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301",-78.8726764,35.0390699,Cumberland County Schools,Walker-Spivey Elementary,Sandhills,0K-05,Y,91.4,D,Met,43.2,
585,260406,Pine Forest Middle,Cumberland,Fayetteville,"6901 Ramsey Street, Fayetteville, NC 28311",-78.857401,35.1800899,,,,,,,,,,
586,260407,Lake Rim Elementary,Cumberland,Fayetteville,"1455 Hoke Loop Road, Fayetteville, NC 28314",-79.0765981,35.0494197,Cumberland County Schools,Lake Rim Elementary,Sandhills,PK-05,Y,50,D,Not Met,45.8,
587,260408,Pine Forest High,Cumberland,Fayetteville,"525 Andrews Road, Fayetteville, NC 28311",-78.8869153,35.1545967,,,,,,,,,,
588,260410,Ponderosa Elementary,Cumberland,Fayetteville,"311 Bonanza Drive, Fayetteville, NC 28303",-78.987392,35.0869317,,,,,,,,,,
589,260411,Reid Ross Classical High,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,,,,,,,,,,
590,260412,Raleigh Road Elementary,Cumberland,Linden,"8330 Ramsey Street, Linden, NC 28356",-78.840641,35.217738,,,,,,,,,,
591,260413,Howard Learning Academy,Cumberland,Fayetteville,"1608 Camden Road, Fayetteville, NC 28306",-78.8984255,35.0297335,,,,,,,,,,
592,260414,Benjamin J Martin Elementary,Cumberland,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303",-79.0094964,35.0929339,Cumberland County Schools,Benjamin J Martin Elementary,Sandhills,PK-05,Y,68.8,D,Not Met,47.7,
593,260415,Rockfish Elementary,Cumberland,Hope Mills,"5763 Rockfish Road, Hope Mills, NC 28348",-78.9568111,34.9715905,,,,,,,,,,
594,260416,J W Seabrook Elementary,Cumberland,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301",-78.755282,34.9870218,,,,,,,,,,
595,260417,New Century International Middle,Cumberland,Fayetteville,"7455 Century Circle, Fayetteville, NC 28306",-79.0391682,35.0106519,,,,,,,,,,
596,260418,Seventy-First Classical Middle,Cumberland,Fayetteville,"6830 Raeford Road, Fayetteville, NC 28304",-79.009574,35.038293,,,,,,,,,,
597,260419,Reid Ross Classical Middle,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,Reid Ross Classical Middle,Sandhills,8-Jun,N,77.3,D,Not Met,49.2,
598,260424,Seventy-First High,Cumberland,Fayetteville,"6764 Raeford Road, Fayetteville, NC 28304",-79.0054624,35.039371,,,,,,,,,,
599,260425,South View Middle,Cumberland,Hope Mills,"4100 Elk Road, Hope Mills, NC 28348",-78.9299734,34.9807669,Cumberland County Schools,South View Middle,Sandhills,8-Jun,Y,60.3,D,Not Met,40.4,
600,260426,Sherwood Park Elementary,Cumberland,Fayetteville,"2115 Hope Mills Road, Fayetteville, NC 28304",-78.9623206,35.0179162,Cumberland County Schools,Sherwood Park Elementary,Sandhills,PK-05,Y,74.1,D,Met,38.3,
601,260427,South View High,Cumberland,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348",-78.9280286,34.9787173,,,,,,,,,,
602,260428,Spring Lake Middle,Cumberland,Spring Lake,"612 Spring Avenue, Spring Lake, NC 28390",-78.965325,35.168865,Cumberland County Schools,Spring Lake Middle,Sandhills,8-Jun,Y,72.7,D,Not Met,37.6,
603,260430,Stedman Elementary,Cumberland,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391",-78.6963311,35.0139891,,,,,,,,,,
604,260432,Stedman Primary,Cumberland,Stedman,"155 E First Street, Stedman, NC 28391",-78.691866,35.010851,,,,,,,,,,
605,260434,Stoney Point Elementary,Cumberland,Fayetteville,"7411 Rockfish Road, Fayetteville, NC 28306",-79.0147956,34.9795164,,,,,,,,,,
606,260440,Sunnyside Elementary,Cumberland,Fayetteville,"3876 Sunnyside School Road, Fayetteville, NC 28312",-78.796946,35.028197,Cumberland County Schools,Sunnyside Elementary,Sandhills,0K-05,Y,73.1,D,Met,37.2,
607,260444,Teresa C Berrien Elementary,Cumberland,Fayetteville,"800 North Street, Fayetteville, NC 28301",-78.8745401,35.0653695,Cumberland County Schools,Teresa C Berrien Elementary,Sandhills,0K-05,Y,90.2,F,Not Met,25.4,
608,260446,Terry Sanford High,Cumberland,Fayetteville,"2301 Fort Bragg Road, Fayetteville, NC 28303",-78.9151218,35.0649076,,,,,,,,,,
609,260448,Vanstory Hills Elementary,Cumberland,Fayetteville,"400 Foxhall Road, Fayetteville, NC 28303",-78.9268815,35.0569383,,,,,,,,,,
610,260449,Ramsey Street High,Cumberland,Fayetteville,"117 Quincy St, Fayetteville, NC 28301",-78.8830937,35.0787837,,,,,,,,,,
611,260450,Warrenwood Elementary,Cumberland,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311",-78.909154,35.1206203,,,,,,,,,,
612,260452,Westarea Elementary,Cumberland,Fayetteville,"941 Country Club Drive, Fayetteville, NC 28301",-78.912423,35.0979749,Cumberland County Schools,Westarea Elementary,Sandhills,PK-05,Y,80.8,D,Exceeded,40.6,
613,260454,Westover Middle,Cumberland,Fayetteville,"275 Bonanza Drive, Fayetteville, NC 28303",-78.99157,35.084335,,,,,,,,,,
614,260455,Westover High,Cumberland,Fayetteville,"277 Bonanza Drive, Fayetteville, NC 28303",-78.9908479,35.0832861,,,,,,,,,,
615,260459,William T Brown Elementary,Cumberland,Spring Lake,"2522 Andrews Church Road, Spring Lake, NC 28390",-78.9651483,35.1600231,,,,,,,,,,
616,260700,Cumberland Polytechnic,Cumberland,Fayetteville,"2201 Hull Rd, Fayetteville, NC 28303",-78.9258784,35.0666422,,,,,,,,,,
620,270304,"Central Elementary, Barco",Currituck,Barco,"504 Shortcut Road, Barco, NC 27917",-76.0091482,36.3895735,,,,,,,,,,
621,270306,Currituck County High,Currituck,Barco,"4203 Caratoke Hwy, Barco, NC 27917",-75.9679957,36.372479,,,,,,,,,,
622,270308,Currituck County Middle,Currituck,Barco,"4263 Caratoke Hwy, Barco, NC 27917",-75.959602,36.378103,,,,,,,,,,
623,270309,Jarvisburg Elementary,Currituck,Jarvisburg,"110 Jarvisburg Rd, Jarvisburg, NC 27947",-75.856585,36.199125,,,,,,,,,,
624,270310,Shawboro Elementary School,Currituck,Shawboro,"370 Shawboro Road, Shawboro, NC 27973",-76.086962,36.437194,,,,,,,,,,
625,270311,The JP Knapp ECH (i)School,Currituck,Currituck,"2966 Caratoke Hwy, Currituck, NC 27929",-76.0152197,36.4448126,,,,,,,,,,
626,270312,Knotts Island Elementary,Currituck,Knotts Island,"413 Woodleigh Road, Knotts Island, NC 27950",-75.9191392,36.5126916,,,,,,,,,,
627,270316,Moyock Elementary,Currituck,Moyock,"255 Tulls Creek Road, Moyock, NC 27958",-76.1736643,36.5245198,,,,,,,,,,
628,270318,Moyock Middle,Currituck,Moyock,"216 Survey Road, Moyock, NC 27958",-76.156626,36.501651,,,,,,,,,,
629,270320,W T Griggs Elementary,Currituck,Poplar Branch,"261 Poplar Branch Road, Poplar Branch, NC 27965",-75.8914829,36.280245,,,,,,,,,,
632,280302,Cape Hatteras Elementary School,Dare,Buxton,"47500 Middle Ridge, Buxton, NC 27920",-75.550493,35.258813,,,,,,,,,,
633,280304,Cape Hatteras Secondary School,Dare,Buxton,"48576 Highway 12, Buxton, NC 27920",-75.55224,35.2656064,,,,,,,,,,
634,280306,Dare Learning Academy,Dare,Manteo,"132 Russell Twiford Road, Manteo, NC 27954",-75.6599212,35.8918068,,,,,,,,,,
635,280308,Kitty Hawk Elementary School,Dare,Kitty Hawk,"16 Dogwood Trail, Kitty Hawk, NC 27949",-75.732743,36.097708,,,,,,,,,,
636,280310,Nags Head Elementary School,Dare,Nags Head,"3100 S Wrightsville Avenue, Nags Head, NC 27959",-75.6386799,35.976068,,,,,,,,,,
637,280312,Manteo Elementary School,Dare,Manteo,"701 N Hwy 64/264, Manteo, NC 27954",-75.6750822,35.9113163,,,,,,,,,,
638,280316,Manteo High School,Dare,Manteo,"829 Wingina Avenue, Manteo, NC 27954",-75.6751329,35.9142416,,,,,,,,,,
639,280320,Manteo Middle School,Dare,Manteo,"1000 N Hwy 64, Manteo, NC 27954",-75.680876,35.9202705,,,,,,,,,,
640,280324,First Flight Elementary School,Dare,Kill Devil Hills,"107 Veterans Drive, Kill Devil Hills, NC 27948",-75.665397,36.0061833,,,,,,,,,,
641,280328,First Flight Middle School,Dare,Kill Devil Hills,"109 Veterans Drive, Kill Devil Hills, NC 27948",-75.6674469,36.0052178,,,,,,,,,,
642,280330,First Flight High School,Dare,Kill Devil Hills,"100 Veterans Drive, Kill Devil Hills, NC 27948",-75.666368,36.0092209,,,,,,,,,,
644,290302,"Brier Creek Elementary, Thomasville",Davidson,Thomasville,"175 Watford Road, Thomasville, NC 27360",-80.087284,35.798359,,,,,,,,,,
645,290306,"Northwest Elementary, Lexington",Davidson,Lexington,"400 Northwest Elementary Road, Lexington, NC 27295",-80.3016232,35.9416187,,,,,,,,,,
646,290307,"Southmont Elementary, Lexington",Davidson,Lexington,"398 Owen Rd, Lexington, NC 27292",-80.2877551,35.822181,,,,,,,,,,
647,290308,Central Davidson High,Davidson,Lexington,"2747 NC Hwy 47, Lexington, NC 27292",-80.2218055,35.7397635,,,,,,,,,,
648,290309,Central Davidson Middle,Davidson,Lexington,"2591 NC Hwy 47, Lexington, NC 27292",-80.2242695,35.7413168,,,,,,,,,,
649,290310,Stoner-Thomas School,Davidson,Lexington,"215 County School Road, Lexington, NC 27292",-80.1997973,35.8188868,,,,,,,,,,
650,290312,Churchland Elementary,Davidson,Lexington,"7571 S NC Hwy 150, Lexington, NC 27295",-80.4158746,35.78505,,,,,,,,,,
651,290314,Davidson County High School,Davidson,Lexington,"2061 E Holly Grove Road, Lexington, NC 27292",-80.1889651,35.8169688,,,,,,,,,,
652,290315,Davidson Early College,Davidson,Lexington,"297 DCCC Road, Lexington, NC 27295",-80.18047,35.866896,,,,,,,,,,
653,290316,Davis-Townsend Elementary,Davidson,Lexington,"975 Heath Church Road, Lexington, NC 27292",-80.163822,35.809032,,,,,,,,,,
654,290320,Denton Elementary,Davidson,Denton,"305 W Salisbury Street, Denton, NC 27239",-80.1193913,35.6324092,,,,,,,,,,
655,290322,E Lawson Brown Middle,Davidson,Thomasville,"1140 Kendall Mill Road, Thomasville, NC 27360",-80.1045539,35.848914,,,,,,,,,,
656,290324,East Davidson High,Davidson,Thomasville,"1408 Lake Road, Thomasville, NC 27360",-80.102208,35.850511,,,,,,,,,,
657,290328,Fair Grove Elementary,Davidson,Thomasville,"217 Cedar Lodge Road, Thomasville, NC 27360",-80.078673,35.8476484,Davidson County Schools,Fair Grove Elementary,Piedmont-Triad,PK-05,Y,48.3,D,Not Met,50.2,
658,290330,Friedberg Elementary,Davidson,Winston-Salem,"1131 Friedberg Church Road, Winston-Salem, NC 27127",-80.276949,35.992418,,,,,,,,,,
659,290332,Hasty Elementary,Davidson,Thomasville,"325 Hasty School Road, Thomasville, NC 27360",-80.0813282,35.9223857,,,,,,,,,,
660,290333,Friendship Elementary,Davidson,Winston-Salem,"1490 Friendship-Ledford Road, Winston-Salem, NC 27107",-80.139914,35.960169,,,,,,,,,,
661,290334,Ledford Middle,Davidson,Thomasville,"3954 N NC Hwy 109, Thomasville, NC 27360",-80.119688,35.947862,,,,,,,,,,
662,290336,Ledford Senior High,Davidson,Thomasville,"140 Jesse Green Road, Thomasville, NC 27360",-80.133561,35.96214,,,,,,,,,,
663,290344,"Midway Elementary, Lexington",Davidson,Lexington,"318 Midway School Road, Lexington, NC 27295",-80.214257,35.951784,,,,,,,,,,
664,290348,North Davidson High,Davidson,Lexington,"7227 Old US Hwy 52, Lexington, NC 27295",-80.2489835,35.9248677,,,,,,,,,,
665,290349,Oak Grove High,Davidson,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107",-80.1630924,35.9435812,,,,,,,,,,
666,290350,North Davidson Middle,Davidson,Lexington,"333 Critcher Drive, Lexington, NC 27295",-80.2456362,35.9266698,,,,,,,,,,
667,290351,Oak Grove Middle,Davidson,Winston-Salem,"1771 Hoy Long Road, Winston-Salem, NC 27107",-80.1647138,35.9423025,,,,,,,,,,
668,290352,"Pilot Elementary, Thomasville",Davidson,Thomasville,"145 Pilot School Road, Thomasville, NC 27360",-80.133931,35.878923,,,,,,,,,,
669,290356,Reeds Elementary,Davidson,Lexington,"791 South NC Hwy 150, Lexington, NC 27295",-80.332498,35.842657,,,,,,,,,,
670,290364,Silver Valley Elementary,Davidson,Lexington,"11161 East Old Hwy 64, Lexington, NC 27292",-80.1005543,35.732407,,,,,,,,,,
671,290365,South Davidson High,Davidson,Denton,"14956 South NC Hwy 109, Denton, NC 27239",-80.104271,35.672924,,,,,,,,,,
672,290366,"Southwood Elementary, Lexington",Davidson,Lexington,"5850 NC Hwy 8, Lexington, NC 27292",-80.2679855,35.7324185,,,,,,,,,,
673,290367,South Davidson Middle,Davidson,Denton,"14954 NC Hwy 109 South, Denton, NC 27239",-80.1033943,35.673509,,,,,,,,,,
674,290375,Tyro Elementary,Davidson,Lexington,"450 Cow Palace Rd, Lexington, NC 27295",-80.320761,35.79132,,,,,,,,,,
675,290376,Tyro Middle,Davidson,Lexington,"2946 Michael Road, Lexington, NC 27295",-80.371163,35.806285,,,,,,,,,,
676,290380,Wallburg Elementary,Davidson,Winston-Salem,"205 Motsinger Road, Winston-Salem, NC 27107",-80.1418536,36.0088306,,,,,,,,,,
677,290384,Welcome Elementary,Davidson,Lexington,"5701 Old Hwy 52, Lexington, NC 27295",-80.2581166,35.9031833,,,,,,,,,,
678,290388,West Davidson High,Davidson,Lexington,"200 Dragon Drive, Lexington, NC 27295",-80.3658593,35.8045448,,,,,,,,,,
679,290389,Yadkin Valley Regional Career Academy,Davidson,Lexington,"2065 E. Holly Grove Road, Lexington, NC 27292",-80.18886,35.8169974,,,,,,,,,,
681,291308,Charles England Elementary School,Davidson,Lexington,"111 Cornelia Dr, Lexington, NC 27292",-80.239189,35.8171558,,,,,,,,,,
682,291332,Lexington Middle School,Davidson,Lexington,"100 W Hemstead Street, Lexington, NC 27292",-80.2456206,35.8335432,Lexington City Schools,Lexington Middle School,Piedmont-Triad,8-Jun,Y,60.9,D,Exceeded,43.3,
683,291336,Lexington Senior High,Davidson,Lexington,"26 Penry Street, Lexington, NC 27292",-80.2499278,35.8327345,,,,,,,,,,
684,291340,Pickett Elementary School,Davidson,Lexington,"200 Biesecker Road, Lexington, NC 27292",-80.2651491,35.8459429,,,,,,,,,,
685,291348,South Lexington School,Davidson,Lexington,"1000 Cotton Grove Road, Lexington, NC 27292",-80.2612207,35.7964983,Lexington City Schools,South Lexington School,Piedmont-Triad,PK-0K,Y,68.3,D,,,
686,291350,South Lexington Development Center,Davidson,Lexington,"1006 Cotton Grove Road, Lexington, NC 27292",-80.26231,35.7967104,,,,,,,,,,
687,291352,Southwest Elementary School,Davidson,Lexington,"434 Central Avenue, Lexington, NC 27292",-80.280445,35.8178793,Lexington City Schools,Southwest Elementary School,Piedmont-Triad,5-Jan,Y,57.3,D,Not Met,50.4,
689,292316,Liberty Drive Elementary,Davidson,Thomasville,"401 Liberty Drive, Thomasville, NC 27360",-80.064539,35.878658,Thomasville City Schools,Liberty Drive Elementary,Piedmont-Triad,5-Apr,Y,60.2,D,Not Met,29.8,
690,292318,Thomasville Primary,Davidson,Thomasville,"915 E Sunrise Avenue, Thomasville, NC 27360",-80.0599535,35.8762035,,,,,,,,,,
691,292320,Thomasville Middle,Davidson,Thomasville,"400 Unity Street, Thomasville, NC 27360",-80.0787454,35.8994555,Thomasville City Schools,Thomasville Middle,Piedmont-Triad,8-Jun,Y,56.7,D,Exceeded,37.3,
692,292324,Thomasville High,Davidson,Thomasville,"410 Unity Street, Thomasville, NC 27360",-80.075723,35.900516,,,,,,,,,,
694,300306,Central Davie Academy,Davie,Mocksville,"160 Martin Luther King Jr. Road, Mocksville, NC 27028",-80.5525793,35.9069756,,,,,,,,,,
695,300308,Cooleemee Elementary,Davie,Cooleemee,"136 Marginal St, Cooleemee, NC 27014",-80.5521847,35.8157831,,,,,,,,,,
696,300310,Cornatzer Elementary,Davie,Mocksville,"552 Cornatzer Road, Mocksville, NC 27028",-80.492513,35.898866,,,,,,,,,,
697,300312,Davie County High,Davie,Mocksville,"180 War Eagle Drive, Mocksville, NC 27028",-80.5354707,35.9712509,,,,,,,,,,
698,300314,Davie County Early College High,Davie,Mocksville,"1211 Salisbury Road, Mocksville, NC 27028",-80.5537072,35.8709912,,,,,,,,,,
699,300320,Mocksville Elementary,Davie,Mocksville,"295 Cemetery St, Mocksville, NC 27028",-80.5589488,35.9065519,,,,,,,,,,
700,300325,North Davie Middle,Davie,Mocksville,"497 Farmington Road, Mocksville, NC 27028",-80.535351,35.966914,,,,,,,,,,
701,300326,Pinebrook Elementary,Davie,Mocksville,"477 Pinebrook School Rd, Mocksville, NC 27028",-80.5180759,35.97083,,,,,,,,,,
702,300328,Shady Grove Elementary,Davie,Advance,"3179 Cornatzer Rd, Advance, NC 27006",-80.4155256,35.9466631,,,,,,,,,,
703,300330,South Davie Middle,Davie,Mocksville,"197 South Davie Drive, Mocksville, NC 27028",-80.5684471,35.8865894,,,,,,,,,,
704,300336,William R Davie Elementary,Davie,Mocksville,"3437 US Hwy 601 N, Mocksville, NC 27028",-80.5614494,35.8940263,,,,,,,,,,
705,300337,William Ellis Middle,Davie,Advance,"144 William Ellis Drive, Advance, NC 27006",-80.4071784,35.929299,,,,,,,,,,
707,310304,B F Grady Elementary,Duplin,Albertson,"2627 N NC 11 & 903, Albertson, NC 28508",-77.8266212,35.0568712,Duplin County Schools,B F Grady Elementary,Southeast,PK-08,Y,69.5,D,Met,43.2,
708,310308,Beulaville Elementary,Duplin,Beulaville,"138 Lyman Road, Beulaville, NC 28518",-77.764042,34.919506,,,,,,,,,,
709,310330,Chinquapin Elementary,Duplin,Chinquapin,"3894 NC 50 South, Chinquapin, NC 28521",-78.4955578,35.3564721,,,,,,,,,,
710,310336,Warsaw Elementary,Duplin,Warsaw,"158 Lanefield Road, Warsaw, NC 28398",-78.0759379,34.997008,Duplin County Schools,Warsaw Elementary,Southeast,PK-08,Y,85,D,Met,35.5,
711,310338,Duplin Early College High,Duplin,Kenansville,"212 James Sprunt Dr, Kenansville, NC 28349",-77.9762782,34.9454986,,,,,,,,,,
712,310344,East Duplin High,Duplin,Beulaville,"394 North NC Highway 111, Beulaville, NC 28518",-77.7831902,34.9408843,,,,,,,,,,
713,310352,James Kenan High,Duplin,Warsaw,"1241 NC 24 & 50, Warsaw, NC 28398",-78.0432001,34.9844818,,,,,,,,,,
714,310356,Kenansville Elementary,Duplin,Kenansville,"328 Limestone Rd, Kenansville, NC 28349",-77.9589532,34.9565667,,,,,,,,,,
715,310360,North Duplin Elementary,Duplin,Mt. Olive,"157 North Duplin School Road, Mt. Olive, NC 28365",-78.083111,35.136462,,,,,,,,,,
716,310364,North Duplin Jr Sr High,Duplin,Mt. Olive,"1388 West NC 403 Highway, Mt. Olive, NC 28365",-78.0851689,35.133196,,,,,,,,,,
717,310384,Rose Hill-Magnolia Elementary,Duplin,Rose Hill,"1329 Brooks Quinn Road, Rose Hill, NC 28458",-78.024087,34.85104,Duplin County Schools,Rose Hill-Magnolia Elementary,Southeast,PK-08,Y,78.9,D,Exceeded,40,
718,310388,Wallace Elementary,Duplin,Wallace,"4266 NC 11 S, Wallace, NC 28466",-77.9775739,34.7341814,Duplin County Schools,Wallace Elementary,Southeast,PK-08,Y,74.7,D,Not Met,39.4,
719,310392,Wallace-Rose Hill High,Duplin,Teachey,"602 High School Road, Teachey, NC 28464",-77.9990153,34.7719939,,,,,,,,,,
721,320304,Bethesda Elementary,Durham,Durham,"2009 S Miami Boulevard, Durham, NC 27703",-78.8378281,35.9401449,Durham Public Schools,Bethesda Elementary,North Central,PK-05,Y,56.3,D,Met,39.8,
722,320306,"Brogden Middle, Durham",Durham,Durham,"1001 Leon Street, Durham, NC 27704",-78.908729,36.0247847,Durham Public Schools,Brogden Middle,North Central,8-Jun,Y,74.2,D,Exceeded,40.2,
723,320308,Burton Elementary,Durham,Durham,"1500 Mathison Avenue, Durham, NC 27701",-78.887671,35.979199,,,,,,,,,,
724,320309,J D Clement Early College HS,Durham,Durham,"1801 Fayetteville Street, NCCU-Robinson Science Building, Durham, NC 27707",-78.899654,35.9752487,,,,,,,,,,
725,320310,Eastway Elementary,Durham,Durham,"610 North Alston Avenue, Durham, NC 27701",-78.885157,35.990755,Durham Public Schools,Eastway Elementary,North Central,PK-05,Y,69.5,D,Exceeded,26.8,
726,320312,C E Jordan High,Durham,Durham,"6806 Garrett Road, Durham, NC 27707",-78.9620817,35.9232466,,,,,,,,,,
727,320313,Easley Elementary,Durham,Durham,"302 Lebanon Circle, Durham, NC 27712",-78.9267911,36.0756509,,,,,,,,,,
728,320314,The School for Creative Studies,Durham,Durham,"5001 Red Mill Rd, Durham, NC 27704",-78.822291,36.0721,,,,,,,,,,
729,320315,Eno Valley Elementary,Durham,Durham,"117 Milton Road, Durham, NC 27712",-78.912153,36.0851774,Durham Public Schools,Eno Valley Elementary,North Central,PK-05,Y,65.4,D,Exceeded,37.1,
730,320316,George L Carrington Middle,Durham,Durham,"227 Milton Road, Durham, NC 27712",-78.918438,36.086499,,,,,,,,,,
731,320317,City of Medicine Academy,Durham,Durham,"301 Crutchfield Road, Durham, NC 27704",-78.9023459,36.03825,,,,,,,,,,
732,320318,Club Boulevard Elementary,Durham,Durham,"400 W Club Boulevard, Durham, NC 27704",-78.897085,36.019031,,,,,,,,,,
733,320319,"Creekside Elementary, Durham",Durham,Durham,"5321 Ephesus Church Road, Durham, NC 27707",-78.9937316,35.9278812,,,,,,,,,,
734,320320,Glenn Elementary,Durham,Durham,"2415 E Geer Street, Durham, NC 27704",-78.837487,36.029499,Durham Public Schools,Glenn Elementary,North Central,0K-05,Y,58.3,D,Not Met,32.5,
735,320322,Durham's Performance Learning Center,Durham,Durham,"401 North Driver Street, Durham, NC 27703",-78.8791738,35.9897317,,,,,,,,,,
736,320323,Durham School of the Arts,Durham,Durham,"401 North Duke Street, Durham, NC 27701",-78.907228,36.002815,,,,,,,,,,
737,320324,"Hillandale Elementary, Durham",Durham,Durham,"2730 Hillandale Road, Durham, NC 27705",-78.932664,36.052487,,,,,,,,,,
738,320325,Hillside High,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707",-78.9064554,35.9545446,,,,,,,,,,
739,320327,Hope Valley Elementary,Durham,Durham,"3005 Dixon Road, Durham, NC 27707",-78.9398339,35.9670939,,,,,,,,,,
740,320328,Holt Elementary,Durham,Durham,"4019 Holt School Road, Durham, NC 27704",-78.9074309,36.0564469,,,,,,,,,,
741,320329,Holton Career and Resource Center,Durham,Durham,"401 North Driver St, Durham, NC 27703",-78.8791738,35.9897317,,,,,,,,,,
742,320332,Forest View Elementary,Durham,Durham,"3007 Mount Sinai Road, Durham, NC 27705",-78.991347,35.988694,,,,,,,,,,
743,320336,DPS Hospital School,Durham,Durham,"DUMC Room 3605, Durham, NC 27710",-78.9384272,36.0075097,,,,,,,,,,
744,320338,James E Shepard Middle,Durham,Durham,"2401 Dakota Street, Durham, NC 27707",-78.8997755,35.9654408,Durham Public Schools,James E Shepard Middle,North Central,8-Jun,Y,80.8,D,Not Met,33,
745,320339,Lakewood Elementary,Durham,Durham,"2520 Vesson Avenue, Durham, NC 27707",-78.9357817,35.9830841,,,,,,,,,,
746,320340,Little River Elementary,Durham,Durham,"2315 Snow Hill Road, Durham, NC 27712",-78.8631236,36.0988951,,,,,,,,,,
747,320341,Lakeview School,Durham,Durham,"3507 Dearborn Drive, Durham, NC 27704",-78.8783588,36.0370644,,,,,,,,,,
748,320342,Lakewood Montessori Middle,Durham,Durham,"2119 Chapel Hill Rd, Durham, NC 27707",-78.9281602,35.9847295,,,,,,,,,,
749,320343,Lucas Middle,Durham,Durham,"923 Snow Hill Road, Durham, NC 27704",-78.886559,36.109108,,,,,,,,,,
750,320344,Fayetteville Street Elementary,Durham,Durham,"2905 Fayetteville Street, Durham, NC 27707",-78.9055943,35.9643844,Durham Public Schools,Fayetteville Street Elementary,North Central,PK-05,Y,70.3,D,Met,26.6,
