district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
Guilford County Schools,410491,EP Pearce Elementary,Piedmont-Triad,,18.3,B,Met,81.1,
Guilford County Schools,410493,Northwest Guilford Middle,Piedmont-Triad,,12.1,B,Not Met,80.5,
Edgecombe County Public School,330312,Coker-Wimberly Elementary,North Central,Y,61.2,D,Met,32,
Guilford County Schools,410499,Oak Hill Elementary,Piedmont-Triad,Y,60.2,C,Met,45.4,
Guilford County Schools,410502,Oak Ridge Elementary,Piedmont-Triad,,9.2,A,Met,87.3,
Halifax County Schools,420376,William R Davie Middle S.T.E.M. Academy,Northeast,Y,61.5,D,Met,39.2,
Guilford County Schools,410508,Page High,Piedmont-Triad,,47.6,C,Not Met,48.5,86.4
Rowan-Salisbury Schools,800359,Dole Elementary,Southwest,Y,61.6,D,Met,28.6,
Charlotte-Mecklenburg Schools,600366,Marie G Davis,Southwest,Y,61.7,D,Not Met,37.7,
Charter Schools,41H000,College Prep and Leadership Academy,Piedmont-Triad,Y,62,D,Not Met,46.4,
Guilford County Schools,410522,Pilot Elementary,Piedmont-Triad,Y,59.9,C,Met,53,
Guilford County Schools,410523,Pleasant Garden Elementary,Piedmont-Triad,,46.4,C,Exceeded,61.7,
Guilford County Schools,410529,Lucy Ragsdale High,Piedmont-Triad,,53.5,B,Met,50.6,90.2
Mount Airy City Schools,862308,Bruce H Tharrington Primary,Piedmont-Triad,Y,62.1,D,,,
Onslow County Schools,670308,Blue Creek Elementary,Southeast,Y,62.1,D,Met,44.4,
Guilford County Schools,410533,SCALE School,Piedmont-Triad,Y,63.5,ALT,,,
Guilford County Schools,410534,Pruette SCALE Academy,Piedmont-Triad,Y,70,ALT,,,
Guilford County Schools,410535,Sedalia Elementary,Piedmont-Triad,,58.5,C,Met,54.6,
Alamance-Burlington Schools,010392,Sylvan Elementary,Piedmont-Triad,Y,62.3,D,Met,43.8,
Guilford County Schools,410541,Shadybrook Elementary,Piedmont-Triad,,57.8,C,Met,58.5,
Rowan-Salisbury Schools,800398,Southeast Middle,Southwest,,62.4,D,Not Met,39.6,
Iredell-Statesville Schools,490354,Statesville High,Southwest,,62.5,D,Not Met,27.8,82.9
Guilford County Schools,410545,Academy at Smith,Piedmont-Triad,,80,B,Met,55,>95
Guilford County Schools,410547,Southeast Guilford High,Piedmont-Triad,,37.6,B,Met,55.3,93.1
Guilford County Schools,410550,Southeast Guilford Middle,Piedmont-Triad,,46.7,C,Not Met,58.8,
Guilford County Schools,410553,Southern Elementary,Piedmont-Triad,,68.1,C,Met,64.2,
Guilford County Schools,410556,Southern Guilford High,Piedmont-Triad,,73.2,C,Not Met,35.2,89.6
Guilford County Schools,410559,Southwest Elementary,Piedmont-Triad,,21.4,A,Exceeded,83.5,
Guilford County Schools,410562,Southwest Guilford High,Piedmont-Triad,,39.1,B,Met,52.2,>95
Guilford County Schools,410565,Southwest Guilford Middle,Piedmont-Triad,,46.7,C,Not Met,58.8,
Guilford County Schools,410568,Sternberger Elementary,Piedmont-Triad,,15.3,B,Met,76.3,
Guilford County Schools,410569,STEM Early College @ NC A&T SU,Piedmont-Triad,,28.3,A,Not Met,>95,>95
Guilford County Schools,410571,Stokesdale Elementary,Piedmont-Triad,,20.1,B,Not Met,76.1,
Guilford County Schools,410574,Summerfield Elementary,Piedmont-Triad,,19.3,B,Exceeded,82.7,
Rockingham County Schools,790344,Leaksville-Spray Elementary,Piedmont-Triad,Y,62.8,D,Not Met,48.7,
Guilford County Schools,410578,Triangle Lake Montessori Elem,Piedmont-Triad,Y,74.3,C,Exceeded,58.9,
Guilford County Schools,410579,UNCG Early/Middle College,Piedmont-Triad,,53.5,A,Met,85.8,>95
Guilford County Schools,410580,Union Hill Elementary,Piedmont-Triad,Y,63.5,C,Met,45.4,
Union County Public Schools,900306,East Elementary,Southwest,Y,62.8,D,Exceeded,37.3,
Person County Schools,730356,South Elementary,North Central,Y,62.9,D,Met,37.6,
Guilford County Schools,410589,Philip J Weaver Ed Center,Piedmont-Triad,,17.3,A,Not Met,82.5,>95
Randolph County Schools,760324,Franklinville Elementary,Piedmont-Triad,Y,62.9,D,Not Met,50,
Guilford County Schools,410595,Western Guilford High,Piedmont-Triad,,50.9,C,Met,52.8,90.5
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,Southwest,Y,63,D,Not Met,46.4,
Halifax County Schools,420304,Aurelian Springs Institute of Global Lea,Northeast,Y,69.5,C,Met,47.5,
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,Southwest,Y,63.1,D,Met,36.2,
Cumberland County Schools,260336,Anne Chesnutt Middle,Sandhills,,63.1,D,Not Met,39.2,
Forsyth County Schools,340314,Bolton Elementary,Piedmont-Triad,Y,63.1,D,Met,36.3,
Halifax County Schools,420336,Hollister Elementary Leadership Academy,Northeast,Y,59.4,C,Exceeded,60.3,
Halifax County Schools,420340,Inborden Elementary S.T.E.A.M. Academy,Northeast,Y,73.5,C,Exceeded,41.1,
Halifax County Schools,420346,Northwest Halifax Collegiate and Technic,Northeast,Y,57.4,C,Met,34.5,79.2
Halifax County Schools,420348,Pittman Elementary Leadership Academy,Northeast,Y,68.8,C,Met,53,
Alamance-Burlington Schools,010364,North Graham Elementary,Piedmont-Triad,Y,63.2,D,Met,42.3,
Gaston County Schools,360492,H H Beam Elementary,Southwest,Y,63.2,D,Not Met,33.4,
Roanoke Rapids City Schools,421304,Belmont Elementary School,Northeast,Y,80.4,C,Met,42.8,
Roanoke Rapids City Schools,421306,Chaloner Middle School,Northeast,,64.8,C,Not Met,57.1,
Roanoke Rapids City Schools,421316,Roanoke Rapids High School,Northeast,,52.8,C,Not Met,43.1,87.6
Roanoke Rapids City Schools,421328,Manning Elementary School,Northeast,Y,62.8,C,Exceeded,59.3,
Roanoke Rapids City Schools,421336,Roanoke Rapids Early College High,Northeast,,51.4,C,Met,59.2,
Weldon City Schools,422310,Roanoke Valley Early College,Northeast,,30,B,Met,61,>95
Johnston County Schools,510310,Benson Middle,North Central,Y,63.2,D,Met,39.5,
Warren County Schools,930354,Warren County Middle,North Central,Y,63.2,D,Not Met,35.6,
Charter Schools,08A000,Three Rivers Academy,Northeast,Y,72.4,F,Not Met,8.6,
Wake County Schools,920480,Lockhart Elementary,North Central,Y,63.4,D,Not Met,45.3,
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Southwest,Y,63.5,D,Not Met,39.6,
Harnett County Schools,430312,Benhaven Elementary,North Central,Y,42.2,B,Exceeded,70,
Forsyth County Schools,340380,Gibson Elementary,Piedmont-Triad,Y,63.5,D,Exceeded,43.5,
Harnett County Schools,430320,Buies Creek Elementary,North Central,Y,42.3,C,Met,56.8,
Harnett County Schools,430328,Coats Elementary,North Central,Y,64.3,C,Met,52.3,
Harnett County Schools,430330,Coats-Erwin Middle,North Central,,64.1,C,Met,58.7,
Wake County Schools,920618,Wildwood Forest Elementary,North Central,Y,63.5,D,Not Met,42.5,
Washington County Schools,940328,Washington County Middle,Northeast,Y,63.5,D,Exceeded,38.1,
Gaston County Schools,360336,Bessemer City High,Southwest,,63.6,D,Not Met,26.8,77.6
Harnett County Schools,430341,Harnett Early College (HCEC),North Central,,38.3,B,Exceeded,82.3,
Harnett County Schools,430344,Harnett Primary,North Central,Y,70.1,C,Not Met,52,
Harnett County Schools,430345,STAR Academy,North Central,,74.9,ALT,,,
Harnett County Schools,430346,Harnett Central High,North Central,,49.2,C,Not Met,46.3,85.9
Charter Schools,67B000,Z.E.C.A. School of Arts and Technology,Southeast,Y,77,F,Met,25.9,
Harnett County Schools,430348,Johnsonville Elementary,North Central,Y,63.3,C,Exceeded,52.6,
Harnett County Schools,430349,Highland Elementary,North Central,Y,40.4,C,Met,61.6,
Harnett County Schools,430351,Highland Middle,North Central,,58.3,C,Not Met,51.6,
Harnett County Schools,430352,LaFayette Elementary,North Central,Y,37.7,B,Exceeded,72.5,
Harnett County Schools,430358,Lillington-Shawtown Elementary,North Central,Y,59.2,C,Exceeded,53.4,
Weldon City Schools,422315,Weldon STEM High School Career Academies,Northeast,Y,63.7,D,Not Met,12.4,68.9
Harnett County Schools,430369,Overhills Elementary,North Central,Y,52.5,C,Met,57.1,
Harnett County Schools,430370,Overhills Middle,North Central,,57.5,C,Exceeded,53.1,
Harnett County Schools,430371,Overhills High,North Central,,43.9,B,Exceeded,53.6,88.2
Guilford County Schools,410577,Sumner Elementary,Piedmont-Triad,Y,63.8,D,Not Met,44,
Harnett County Schools,430378,Triton High,North Central,,58.8,C,Met,43,87.9
Northampton County Schools,660336,Northampton County High School,Northeast,Y,63.8,D,Not Met,7,71.8
Harnett County Schools,430384,Western Harnett High,North Central,,50.1,B,Met,52.1,86
Harnett County Schools,430386,Western Harnett Middle,North Central,,51.9,C,Exceeded,55.4,
Haywood County Schools,440314,Bethel Elementary,Western,Y,51.8,B,Not Met,73,
Haywood County Schools,440318,Bethel Middle,Western,,51.7,B,Met,68.8,
Haywood County Schools,440320,Canton Middle,Western,,59.3,C,Not Met,55.5,
Haywood County Schools,440326,Central Haywood High,Western,,53.1,ALT,,,
Haywood County Schools,440328,Clyde Elementary,Western,Y,46.2,B,Met,65.4,
Haywood County Schools,440332,Riverbend Elementary,Western,Y,41.7,A,Met,88,
Haywood County Schools,440346,Haywood Early College,Western,,45.1,A,Exceeded,>95,91.9
Haywood County Schools,440348,Hazelwood Elementary,Western,Y,45.4,C,Not Met,57.2,
Haywood County Schools,440349,Jonathan Valley Elementary,Western,Y,57.2,B,Exceeded,64.7,
Haywood County Schools,440350,Junaluska Elementary,Western,Y,49.7,B,Met,69.5,
Haywood County Schools,440364,Meadowbrook Elementary,Western,Y,59,C,Met,60,
Haywood County Schools,440368,North Canton Elementary,Western,Y,48.9,C,Not Met,65.3,
Haywood County Schools,440378,Pisgah High,Western,,40.9,B,Met,65.2,93.4
Haywood County Schools,440390,Tuscola High,Western,,39.3,C,Not Met,55.7,87.7
Haywood County Schools,440396,Waynesville Middle,Western,,48.3,C,Not Met,63.6,
Henderson County Schools,450301,Apple Valley Middle,Western,,69.4,C,Not Met,54.5,
Henderson County Schools,450302,Atkinson Elementary,Western,Y,43.3,B,Met,80.8,
Henderson County Schools,450306,Bruce Drysdale Elementary,Western,Y,66.9,C,Met,50.8,
Henderson County Schools,450307,Clear Creek Elementary,Western,Y,62.4,B,Met,70.9,
Henderson County Schools,450308,Dana Elementary,Western,Y,78,C,Met,52.4,
Henderson County Schools,450316,East Henderson High,Western,,49.4,B,Met,57.3,92.7
Henderson County Schools,450322,Edneyville Elementary,Western,Y,70.8,C,Exceeded,60.6,
Henderson County Schools,450324,Etowah Elementary,Western,Y,48.1,B,Met,76.4,
Henderson County Schools,450328,Flat Rock Middle,Western,,64.3,C,Exceeded,62.9,
Henderson County Schools,450332,Fletcher Elementary,Western,Y,43.1,B,Met,74.1,
Henderson County Schools,450333,Hendersonville Elementary,Western,Y,34.4,A,Exceeded,83.6,
Henderson County Schools,450334,Hendersonville High,Western,,35.8,B,Met,69.1,93.7
Henderson County Schools,450335,Hendersonville Middle,Western,,46.1,B,Met,70.3,
Henderson County Schools,450336,Hillandale Elementary,Western,Y,67.9,C,Exceeded,56.1,
Henderson County Schools,450339,Glenn C Marlow Elementary,Western,Y,22.9,A,Met,83.1,
Henderson County Schools,450340,Mills River Elementary,Western,Y,35.4,B,Exceeded,77.7,
Henderson County Schools,450341,North Henderson High,Western,,53.7,B,Exceeded,68.5,94.8
Henderson County Schools,450342,Rugby Middle,Western,,35.3,B,Met,75.8,
Henderson County Schools,450343,Henderson County Career Academy,Western,,69.1,ALT,,,
Henderson County Schools,450344,Sugarloaf Elementary,Western,Y,46.4,C,Not Met,52.1,
Henderson County Schools,450346,Upward Elementary,Western,Y,76,C,Met,51.9,
Henderson County Schools,450352,West Henderson High,Western,,27.8,B,Not Met,71.2,93.4
Henderson County Schools,450354,Henderson County Early College,Western,,44.6,A,Exceeded,>95,>95
Rowan-Salisbury Schools,800396,Salisbury High,Southwest,,63.8,D,Not Met,29,77.8
Hertford County Schools,460312,Bearfield Primary,Northeast,Y,64.6,C,Met,65.5,
Buncombe County Schools,110410,Avery's Creek Elementary,Western,Y,63.9,D,Met,48.5,
Charter Schools,60P000,Charlotte Choice Charter,Southwest,Y,79.1,F,Not Met,27.9,
Hertford County Schools,460322,Hertford Co Early College,Northeast,Y,28.8,B,Exceeded,81.5,
Guilford County Schools,410505,Oak View Elementary,Piedmont-Triad,Y,64,D,Not Met,37.2,
Hertford County Schools,460340,CS Brown High,Northeast,Y,37.3,A,Met,69,>95
Hoke County Schools,470310,Don D Steed Elementary,Sandhills,Y,52.5,B,Exceeded,73.5,
Hoke County Schools,470312,Hoke County High,Sandhills,,71.5,C,Exceeded,44.5,78.3
Hoke County Schools,470316,J W McLauchlin Elementary,Sandhills,Y,71.9,C,Exceeded,52.2,
Hoke County Schools,470320,West Hoke Middle,Sandhills,Y,70.1,C,Met,49.9,
Hoke County Schools,470328,Scurlock Elementary,Sandhills,Y,59.4,C,Met,46.2,
Hoke County Schools,470330,Hawk Eye Elementary,Sandhills,Y,80.1,C,Met,43.9,
Mount Airy City Schools,862310,Jones Intermediate,Piedmont-Triad,Y,64.1,D,Not Met,49.9,
Hoke County Schools,470336,West Hoke Elementary,Sandhills,Y,69.6,C,Exceeded,60.9,
Hoke County Schools,470340,Rockfish Hoke Elementary,Sandhills,Y,41.2,C,Not Met,66.8,
Hoke County Schools,470342,J W Turlington School,Sandhills,,84.3,ALT,,,
Hoke County Schools,470346,Upchurch Elementary,Sandhills,Y,64.7,C,Exceeded,57.3,
Hoke County Schools,470441,Sandy Grove Elementary,Sandhills,Y,76,C,Met,48.8,
Hoke County Schools,470442,Sandy Grove Middle,Sandhills,Y,60.1,C,Not Met,55.5,
Hoke County Schools,470443,SandHoke Early College High,Sandhills,,53.7,A,Exceeded,74.1,>95
Wake County Schools,920332,Beaverdam Elementary,North Central,Y,64.1,D,Not Met,43.8,
Hyde County Schools,480316,Ocracoke School,Northeast,Y,65.5,B,Exceeded,77.4,
Hyde County Schools,480318,Mattamuskeet Early College High,Northeast,Y,59.5,C,Exceeded,50.9,
Iredell-Statesville Schools,490307,Agriculture and Science Early College,Southwest,,28.9,A,Exceeded,87.2,
Iredell-Statesville Schools,490308,Brawley Middle,Southwest,,14.9,B,Not Met,70.5,
Iredell-Statesville Schools,490310,Career Academy and Technical School,Southwest,,6.3,C,Not Met,43,87.9
Iredell-Statesville Schools,490312,Celeste Henkel Elementary,Southwest,Y,59.8,C,Met,61,
Iredell-Statesville Schools,490316,Central Elementary,Southwest,,33.8,A,Exceeded,83.3,
Iredell-Statesville Schools,490318,Coddle Creek Elementary,Southwest,,22,B,Met,67.9,
Halifax County Schools,420358,Southeast Halifax Collegiate Prep Academ,Northeast,Y,64.2,D,Met,11.2,74.7
Iredell-Statesville Schools,490320,Collaborative College for Technology,Southwest,,25,A,Exceeded,>95,>95
Iredell-Statesville Schools,490324,Cool Spring Elementary,Southwest,Y,45.1,B,Met,76.3,
Iredell-Statesville Schools,490326,East Iredell Elementary,Southwest,Y,62.7,C,Exceeded,53.7,
Iredell-Statesville Schools,490319,Cloverleaf Elementary,Southwest,Y,64.2,D,Met,37.1,
Iredell-Statesville Schools,490332,Harmony Elementary,Southwest,Y,59.2,B,Exceeded,63,
Iredell-Statesville Schools,490335,Lake Norman High,Southwest,,8.5,B,Exceeded,72.1,94.1
Iredell-Statesville Schools,490336,Lake Norman Elementary,Southwest,,10.7,B,Exceeded,77.7,
Iredell-Statesville Schools,490337,Lakeshore Elementary,Southwest,,15.2,B,Exceeded,68.2,
Iredell-Statesville Schools,490338,Lakeshore Middle,Southwest,,25,C,Not Met,64.8,
Iredell-Statesville Schools,490344,Mount Mourne School,Southwest,,<5,A,Exceeded,>95,
Forsyth County Schools,340390,Hall-Woodward Elementary,Piedmont-Triad,Y,64.3,D,Met,34,
Iredell-Statesville Schools,490346,North Iredell High,Southwest,,41.2,C,Not Met,32.9,84.9
Iredell-Statesville Schools,490347,Northview School,Southwest,,25.6,A,Met,93.8,
Iredell-Statesville Schools,490348,Scotts Elementary,Southwest,Y,62.2,B,Exceeded,64.4,
Iredell-Statesville Schools,490349,North Iredell Middle,Southwest,,45.6,C,Met,59.9,
Iredell-Statesville Schools,490350,Pressly School,Southwest,,63.5,ALT,,,
Gaston County Schools,360392,Edward D Sadler Jr Elementary School,Southwest,Y,64.3,D,Met,42.2,
Guilford County Schools,410462,Ronald E. McNair Elementary,Piedmont-Triad,Y,64.4,D,Not Met,41.8,
Iredell-Statesville Schools,490355,Crossroads Arts Sciences Early College,Southwest,,38,A,Met,92.7,>95
Iredell-Statesville Schools,490356,Sharon Elementary,Southwest,Y,49.1,B,Met,73.4,
Iredell-Statesville Schools,490360,Shepherd Elementary,Southwest,Y,36.4,C,Met,63.8,
Iredell-Statesville Schools,490362,South Iredell High,Southwest,,23,B,Not Met,61.1,90.3
Iredell-Statesville Schools,490363,Third Creek Elementary,Southwest,Y,73.3,C,Exceeded,48,
Iredell-Statesville Schools,490364,Troutman Elementary,Southwest,Y,42.1,C,Met,58.7,
Martin County Schools,580308,Williamston Primary,Northeast,Y,64.5,D,,,
Iredell-Statesville Schools,490368,Union Grove Elementary,Southwest,Y,49.4,C,Met,47.7,
Iredell-Statesville Schools,490380,West Iredell High,Southwest,,48.1,C,Not Met,42.1,82.5
Iredell-Statesville Schools,490384,West Iredell Middle,Southwest,,60.6,C,Met,50.2,
Iredell-Statesville Schools,490390,Woodland Heights Elementary,Southwest,,7.1,B,Not Met,76.4,
Mooresville City Schools,491303,East Mooresville Intermediate,Southwest,Y,39.7,B,Exceeded,69.1,
Mooresville City Schools,491305,NF Woods Campus,Southwest,,*,I,,,
Mooresville City Schools,491306,Mooresville Intermediate,Southwest,Y,37.1,B,Met,68.2,
Mooresville City Schools,491308,Mooresville Middle,Southwest,,36.2,C,Not Met,66.3,
Mooresville City Schools,491312,Mooresville High School,Southwest,,29.2,B,Exceeded,68,94.5
Mooresville City Schools,491316,Park View Elementary,Southwest,Y,48.5,B,Met,68.7,
Mooresville City Schools,491318,Rocky River Elementary,Southwest,,18.7,A,Met,87.5,
Mooresville City Schools,491320,South Elementary,Southwest,Y,54.4,B,Met,72.2,
Charter Schools,54A000,Children's Village Academy,Southeast,Y,91.3,F,Not Met,27.8,
Jackson County Schools,500304,Cullowhee Valley School,Western,Y,59.7,C,Met,56.2,
Jackson County Schools,500314,Fairview Elementary,Western,Y,55.5,C,Exceeded,60.6,
Cleveland County Schools,230342,Graham Elementary,Southwest,Y,78.3,F,Not Met,25,
Jackson County Schools,500323,Jackson Co Early College,Western,,21.9,A,Met,85.9,>95
Jackson County Schools,500324,Jackson Co Sch of Alternatives,Western,,56.1,ALT,,,
Jackson County Schools,500332,Scotts Creek Elementary,Western,Y,64.1,C,Met,51,
Charlotte-Mecklenburg Schools,600593,Villa Heights Elementary,Southwest,Y,64.7,D,Exceeded,43.8,
Jackson County Schools,500340,Smoky Mountain High School,Western,,40.6,B,Exceeded,69.9,90.8
Cumberland County Schools,260444,Teresa C Berrien Elementary,Sandhills,Y,90.2,F,Not Met,25.4,
Moore County Schools,630350,Southern Middle,Sandhills,Y,64.8,D,Met,43.4,
Johnston County Schools,510324,Clayton High,North Central,,26.6,C,Not Met,57.4,93.2
Johnston County Schools,510325,Johnston County Schools Career Technical,North Central,,35.6,A,Exceeded,89.5,
Durham Public Schools,320374,C C Spaulding Elementary,North Central,Y,74.6,F,Met,25.8,
Johnston County Schools,510327,Cleveland High,North Central,,24.6,B,Not Met,65.1,94.5
Johnston County Schools,510328,Cleveland Elementary,North Central,,26.9,B,Exceeded,72.4,
Johnston County Schools,510329,Cleveland Middle,North Central,,21.8,B,Met,65.1,
Alamance-Burlington Schools,010394,Turrentine Middle,Piedmont-Triad,Y,65,D,Not Met,41.5,
Charter Schools,93A000,Haliwa-Saponi Tribal School,North Central,Y,65,D,Met,31,
Johnston County Schools,510333,Corinth Holders High,North Central,,23,B,Not Met,62.7,94
Johnston County Schools,510334,Dixon Road Elementary,North Central,,37.8,C,Met,60,
Johnston County Schools,510336,East Clayton Elementary,North Central,,26.1,C,Met,58.1,
Johnston County Schools,510340,Four Oaks Elementary,North Central,Y,65.1,C,Exceeded,51.1,
Johnston County Schools,510342,Four Oaks Middle,North Central,Y,60,C,Exceeded,50.8,
Granville County Schools,390360,Stovall-Shaw Elementary,North Central,Y,65,D,Not Met,47.1,
Cabarrus County Schools,130329,Rocky River Elementary,Southwest,Y,65.2,D,Met,44.4,
Johnston County Schools,510356,Glendale-Kenly Elementary,North Central,Y,63,C,Not Met,54.2,
