district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
Madison County Schools,570306,Brush Creek Elementary,Western,Y,56.6,B,Exceeded,80.9,
Madison County Schools,570312,Hot Springs Elementary,Western,Y,48.9,B,Exceeded,80.1,
Madison County Schools,570317,Madison Early College High,Western,,36.2,A,Met,82.9,>95
Madison County Schools,570318,Madison High School,Western,,48,C,Not Met,46.5,84.1
Madison County Schools,570319,Madison Middle School,Western,,53.6,C,Not Met,57.7,
Madison County Schools,570320,Mars Hill Elementary,Western,Y,49.6,B,Exceeded,72.3,
Forsyth County Schools,340400,Ibraham Elementary,Piedmont-Triad,Y,69.2,F,Not Met,23.2,
Wake County Schools,920549,River Bend Middle,North Central,Y,66.3,D,Not Met,41.6,
Guilford County Schools,410415,Jackson Middle,Piedmont-Triad,Y,66.4,D,Met,36.4,
Martin County Schools,580324,Jamesville Elementary,Northeast,Y,36.8,C,Met,58.8,
Lee County Schools,530314,East Lee Middle,North Central,,66.6,D,Not Met,49.1,
Martin County Schools,580356,Rodgers Elementary,Northeast,Y,33.2,C,Met,63.8,
Martin County Schools,580368,Riverside High,Northeast,,42.8,C,Not Met,35.8,71.2
Forsyth County Schools,340430,Diggs-Latham Elementary,Piedmont-Triad,Y,66.7,D,Not Met,35.4,
McDowell County Schools,590306,Eastfield Global Magnet School,Northwest,Y,77,C,Met,48.8,
McDowell County Schools,590310,East McDowell Middle School,Northwest,,69.7,C,Exceeded,48.7,
McDowell County Schools,590316,Glenwood Elementary School,Northwest,Y,52.9,B,Met,65.4,
McDowell County Schools,590320,Marion Elementary School,Northwest,Y,74.5,B,Exceeded,63.2,
McDowell County Schools,590326,McDowell Academy for Innovation,Northwest,,54.5,C,Met,50.8,
McDowell County Schools,590328,McDowell Early College,Northwest,,36.2,A,Exceeded,89.9,>95
McDowell County Schools,590330,McDowell High School,Northwest,,52.9,B,Exceeded,59.7,82.7
McDowell County Schools,590332,Nebo Elementary School,Northwest,Y,66.7,C,Met,57.5,
McDowell County Schools,590336,North Cove Elementary School,Northwest,Y,59.9,C,Met,62,
McDowell County Schools,590340,Old Fort Elementary School,Northwest,Y,68.5,B,Exceeded,64.6,
McDowell County Schools,590344,Pleasant Gardens Elementary School,Northwest,Y,56,C,Met,56.5,
McDowell County Schools,590352,West Marion Elementary School,Northwest,Y,64.2,C,Met,51.1,
McDowell County Schools,590356,West McDowell Middle School,Northwest,,54.9,C,Exceeded,58.2,
McDowell County Schools,590393,Foothills Community School,Northwest,,48.4,C,Met,61.3,
Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,Southwest,Y,57.7,C,Met,52.2,
Cumberland County Schools,260401,Morganton Road Elementary,Sandhills,Y,66.8,D,Not Met,44.5,
Charlotte-Mecklenburg Schools,600302,Ardrey Kell High,Southwest,,9.6,A,Exceeded,88.7,>95
Pasquotank County Schools,700308,Elizabeth City Middle,Northeast,Y,67,D,Not Met,41.2,
Craven County Schools,250332,H J MacDonald Middle,Southeast,,67.1,D,Not Met,48.4,
Charter Schools,41L000,Gate City Charter,Piedmont-Triad,Y,67.2,D,Met,43.6,
Forsyth County Schools,340548,Ward Elementary,Piedmont-Triad,Y,67.2,D,Met,44,
Charlotte-Mecklenburg Schools,600312,William Amos Hough High,Southwest,,13.9,B,Met,80.1,91.8
Charlotte-Mecklenburg Schools,600313,Bailey Middle,Southwest,,17.8,A,Exceeded,86,
Charlotte-Mecklenburg Schools,600314,Bain Elementary,Southwest,,18,A,Exceeded,84.2,
Charlotte-Mecklenburg Schools,600316,Barringer Academic Center,Southwest,Y,44.9,C,Met,62.9,
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,Southwest,Y,50.3,C,Exceeded,44.9,
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,Southwest,Y,49.3,C,Met,50.7,
Charlotte-Mecklenburg Schools,600319,Berryhill School,Southwest,Y,40.7,C,Exceeded,51.2,
Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,Southwest,,12.9,B,Met,80.3,
Charlotte-Mecklenburg Schools,600328,Barnette Elementary,Southwest,,21.8,B,Exceeded,70.4,
Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,Southwest,Y,55.3,C,Exceeded,49.8,
Charlotte-Mecklenburg Schools,600333,Carmel Middle,Southwest,,37.9,B,Exceeded,65.6,
Charlotte-Mecklenburg Schools,600334,Cato Middle College High,Southwest,,30,A,,,>95
Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,Southwest,Y,46.4,C,,,
Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,Southwest,,13.4,B,Met,81.8,
Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,Southwest,,53.9,C,Not Met,55.2,
Guilford County Schools,410373,Julius I Foust Elementary,Piedmont-Triad,Y,67.2,D,Met,38.4,
Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,Southwest,,49.4,B,Met,73.4,
Charlotte-Mecklenburg Schools,600345,Community House Middle,Southwest,,12.4,A,Exceeded,85.1,
Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,Southwest,,25.9,B,Met,73.2,
Charlotte-Mecklenburg Schools,600349,Cotswold IB Elementary,Southwest,Y,35.3,C,Met,59.9,
Charlotte-Mecklenburg Schools,600351,Coulwood STEM Academy,Southwest,Y,44.3,C,Exceeded,53.3,
Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,Southwest,,63.3,C,Met,62.1,
Charlotte-Mecklenburg Schools,600353,Crestdale Middle,Southwest,,25.8,B,Met,78.4,
Charlotte-Mecklenburg Schools,600357,Davidson Elementary,Southwest,,13,B,Met,81.8,
Charlotte-Mecklenburg Schools,600361,Butler High,Southwest,,38.9,B,Met,62.8,89.8
Johnston County Schools,510388,Selma Elementary,North Central,Y,67.2,D,Exceeded,37.9,
Forsyth County Schools,340368,Easton Elementary School,Piedmont-Triad,Y,70.4,F,Met,23.1,
Harnett County Schools,430340,Gentry Primary,North Central,Y,67.3,D,,,
Wayne County Public Schools,960380,Southern Wayne High,Southeast,,67.3,D,Not Met,32.1,76.7
Charlotte-Mecklenburg Schools,600367,Dilworth Elementary School Latta Campus,Southwest,,24.5,B,Exceeded,77.9,
Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Acad,Southwest,Y,55.1,C,Met,60.3,
Charlotte-Mecklenburg Schools,600369,Berewick Elementary,Southwest,,47.3,C,Not Met,60.4,
Forsyth County Schools,340568,Winston-Salem Preparatory Acad,Piedmont-Triad,Y,70.9,F,Not Met,15.9,>95
Charlotte-Mecklenburg Schools,600377,East Mecklenburg High,Southwest,,52.7,B,Exceeded,61.7,83.6
Charlotte-Mecklenburg Schools,600379,Eastover Elementary,Southwest,,25.8,B,Met,66.1,
Caldwell County Schools,140388,Valmead Elementary,Northwest,Y,67.5,D,,,
Charlotte-Mecklenburg Schools,600382,Elizabeth Lane Elem,Southwest,,9.8,B,Not Met,84.6,
Charlotte-Mecklenburg Schools,600383,Elon Park Elementary,Southwest,,8.5,B,Not Met,83.9,
Charlotte-Mecklenburg Schools,600384,Elizabeth Traditional Elem,Southwest,,52.5,C,Not Met,60.8,
Charlotte-Mecklenburg Schools,600385,Endhaven Elementary,Southwest,,28.4,B,Exceeded,71.3,
Charlotte-Mecklenburg Schools,600386,Hawthorne Academy of Health Sciences,Southwest,,31,B,Met,62.5,>95
Charlotte-Mecklenburg Schools,600392,Polo Ridge Elementary,Southwest,,6.2,A,Met,87.4,
Charlotte-Mecklenburg Schools,600394,Francis Bradley Middle,Southwest,,36.7,B,Exceeded,67.3,
Charlotte-Mecklenburg Schools,600397,Garinger High,Southwest,Y,48.5,C,Exceeded,35.5,67.2
Craven County Schools,250344,Havelock Middle,Southeast,,67.5,D,Not Met,46.7,
Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,Southwest,,27.1,B,Exceeded,71.8,
Charlotte-Mecklenburg Schools,600404,Harper Middle College High,Southwest,,19,A,,,>95
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,Southwest,Y,67.7,D,Exceeded,30.5,
Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,Southwest,,8.6,A,Met,85.8,
Charlotte-Mecklenburg Schools,600408,Lawrence Orr Elementary,Southwest,Y,53.9,B,Exceeded,66.2,
Charlotte-Mecklenburg Schools,600409,Parkside Elementary,Southwest,,52.4,B,Met,68.7,
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,Southwest,Y,53.1,C,Met,50.4,
Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,Southwest,,30.9,B,Met,68.3,
Johnston County Schools,510308,Benson Elementary,North Central,Y,67.7,D,Not Met,37.1,
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Southwest,,25.4,B,Met,83.6,
Guilford County Schools,410583,Vandalia Elementary,Piedmont-Triad,Y,67.8,D,Met,31.9,
Charlotte-Mecklenburg Schools,600415,Hopewell High,Southwest,,42.1,C,Met,54.6,84.6
Forsyth County Schools,340452,Mineral Springs Middle,Piedmont-Triad,Y,67.9,D,Met,35.3,
Harnett County Schools,430332,Dunn Middle,North Central,,67.9,D,Met,43.8,
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Southwest,,26.4,B,Met,82.1,
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Southwest,Y,39.2,C,Exceeded,59.2,
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Southwest,Y,48.6,C,Met,63.5,
Charlotte-Mecklenburg Schools,600426,Independence High,Southwest,,51.1,B,Exceeded,53.4,85.6
Guilford County Schools,410517,Peeler Open Elementary,Piedmont-Triad,Y,68,D,Met,36.8,
Charlotte-Mecklenburg Schools,600429,Governors Village STEM Academy (Upper),Southwest,,34,C,Not Met,52.3,
Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,Southwest,,8.9,A,Exceeded,90.6,
Caldwell County Schools,140392,West Lenoir Elementary,Northwest,Y,68.3,D,Met,32.7,
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,Southwest,,19.9,B,Not Met,77.7,
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Southwest,,51.4,C,Met,54.8,
Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Southwest,,25.7,B,Met,70.1,
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,Southwest,,60.7,C,Exceeded,58.4,
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,Southwest,,12.7,B,Met,78.4,
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,Southwest,,42.3,C,Met,55.3,
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,Southwest,Y,67.2,ALT,,,
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,Southwest,Y,42.4,C,Met,55,
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,Southwest,,49.9,C,Exceeded,61,
Charlotte-Mecklenburg Schools,600443,Levine Middle College High,Southwest,,9.3,A,,,>95
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,Southwest,,51.6,C,Not Met,55.3,
Charlotte-Mecklenburg Schools,600445,Mallard Creek High,Southwest,,40.9,B,Exceeded,57.8,93.9
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,Southwest,,54.8,C,Not Met,56.5,
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,Southwest,,28.5,B,Met,70,
Lexington City Schools,291348,South Lexington School,Piedmont-Triad,Y,68.3,D,,,
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,Southwest,,28.4,B,Met,74.1,
Charlotte-Mecklenburg Schools,600450,McClintock Middle,Southwest,Y,42,C,Met,51.8,
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,Southwest,,14,A,Met,87.7,
Charlotte-Mecklenburg Schools,600453,Merry Oaks International Academy,Southwest,Y,60.1,C,Met,48,
Charlotte-Mecklenburg Schools,600454,Metro School,Southwest,,37,ALT,,,
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,Southwest,,37.9,B,Exceeded,70.2,
Charlotte-Mecklenburg Schools,600457,Rocky River High,Southwest,,60.9,C,Not Met,39.2,87.3
Northampton County Schools,660360,Willis Hare Elementary,Northeast,Y,68.3,D,Met,41.6,
Charlotte-Mecklenburg Schools,600461,Lincoln Heights Academy,Southwest,Y,57,ALT,,,
Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,Southwest,,37.4,C,Met,53.9,
Buncombe County Schools,110342,Erwin Middle,Western,,68.4,D,Not Met,45.8,
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional,Southwest,,43.9,B,Met,73.9,
Charlotte-Mecklenburg Schools,600466,Myers Park High,Southwest,,23.6,B,Exceeded,73.6,88.5
Charlotte-Mecklenburg Schools,600468,Governors Village STEM Academy (Lower),Southwest,Y,41.7,C,Not Met,58.5,
Lee County Schools,530356,West Lee Middle,North Central,,68.5,D,Not Met,48.5,
Wilson County Schools,980400,Winstead Elementary,North Central,Y,68.7,D,Exceeded,39.1,
Charlotte-Mecklenburg Schools,600475,Vaughan Academy of Technology,Southwest,,58.7,C,Not Met,57.5,
Cumberland County Schools,260414,Benjamin J Martin Elementary,Sandhills,Y,68.8,D,Not Met,47.7,
Charlotte-Mecklenburg Schools,600479,Northeast Middle,Southwest,Y,38.9,C,Met,50.5,
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High,Southwest,,51.3,B,Exceeded,59.5,85
Charlotte-Mecklenburg Schools,600481,Northridge Middle,Southwest,Y,37.7,C,Met,50.2,
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,Southwest,,35,B,Exceeded,77.5,>95
Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,Southwest,Y,48.1,C,Met,50.9,
Bertie County Schools,080356,West Bertie Elementary,Northeast,Y,68.9,D,Met,42.9,
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,Southwest,,63.7,C,Not Met,61.2,
Forsyth County Schools,340492,Philo-Hill Magnet Academy,Piedmont-Triad,Y,72.4,F,Not Met,15.2,
Charlotte-Mecklenburg Schools,600490,Olympic High,Southwest,,44.9,B,Exceeded,53.9,91.9
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,Southwest,,12.5,B,Met,82.1,
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,Southwest,,9.7,B,Not Met,81.2,
Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,Southwest,,34,B,Exceeded,78.1,
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,Southwest,Y,50.5,C,Exceeded,51.2,
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,Southwest,,56.3,B,Met,62,>95
Charlotte-Mecklenburg Schools,600497,Piedmont IB Middle,Southwest,,40.8,A,Exceeded,85.8,
Wake County Schools,920408,East Millbrook Middle,North Central,Y,68.9,D,Met,43.4,
Charlotte-Mecklenburg Schools,600499,Charlotte-Mecklenburg Virtual HS,Southwest,,24,C,Met,59.8,68.7
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,Southwest,,58.6,C,Met,62.9,
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,Southwest,Y,48.9,C,Met,47.3,
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,Southwest,Y,48.5,C,Not Met,53.6,
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,Southwest,,<5,A,Exceeded,91.4,
Charlotte-Mecklenburg Schools,600508,Providence High,Southwest,,8.5,A,Exceeded,87.7,>95
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,Southwest,Y,36.1,C,Met,54.3,
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,Southwest,Y,50.7,C,Met,47.3,
Charlotte-Mecklenburg Schools,600513,Randolph Middle,Southwest,,42.5,B,Not Met,81.4,
Johnston County Schools,510343,Micro Elementary,North Central,Y,69,D,Met,36,
Alamance-Burlington Schools,010354,Harvey R Newlin Elementary,Piedmont-Triad,Y,69.1,D,Met,33.2,
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,Southwest,,63.4,C,Exceeded,61.1,
Forsyth County Schools,340330,Carver High,Piedmont-Triad,Y,69.2,D,Exceeded,24.3,67
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,Southwest,,53.8,C,Met,47.5,
Charlotte-Mecklenburg Schools,600519,Dilworth Elementary School Sedgefield C,Southwest,Y,25.9,B,,,
Forsyth County Schools,340424,Kimberley Park Elementary,Piedmont-Triad,Y,79.3,F,Met,16.1,
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,Southwest,Y,42.2,C,Exceeded,50.7,
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,Southwest,,15,B,Met,83.4,
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,Southwest,Y,42.1,C,Not Met,64,
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,Southwest,,11,B,Met,80,
Charlotte-Mecklenburg Schools,600532,Waddell Language Academy,Southwest,,26.9,B,Met,81.4,
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,Southwest,,42.6,C,Met,64.2,
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High,Southwest,,40.3,B,Exceeded,65.9,86.5
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,Southwest,,19.9,A,Exceeded,84.4,
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,Southwest,,56.7,C,Met,52,
Guilford County Schools,410376,Cyrus P Frazier Elementary,Piedmont-Triad,Y,69.3,D,Met,44.4,
Harnett County Schools,430316,Boone Trail Elementary,North Central,Y,69.3,D,Not Met,46.7,
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,Southwest,,68.6,C,Met,54.5,
Forsyth County Schools,340490,Petree Elementary,Piedmont-Triad,Y,80,F,Met,17.2,
Brunswick County Schools,100316,Leland Middle,Southeast,Y,69.4,D,Not Met,51.3,
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,Southwest,,28.8,B,Met,69.3,
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,Southwest,,16.6,B,Met,82.8,
Randolph County Schools,760357,Southeastern Randolph Middle,Piedmont-Triad,,69.4,D,Not Met,40.1,
Charter Schools,32C000,Carter Community Charter,North Central,Y,69.5,D,Met,33.1,
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,Southwest,Y,46.8,C,Not Met,50.6,
Charlotte-Mecklenburg Schools,600567,Charlotte Engineering Early College-UNCC,Southwest,,28.9,A,Exceeded,86.4,>95
Charlotte-Mecklenburg Schools,600569,Charlotte Teacher Early College,Southwest,,36,B,Exceeded,87,
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,Southwest,,22.1,A,Met,90.2,
Duplin County Schools,310304,B F Grady Elementary,Southeast,Y,69.5,D,Met,43.2,
Durham Public Schools,320310,Eastway Elementary,North Central,Y,69.5,D,Exceeded,26.8,
Granville County Schools,390309,Butner-Stem Middle,North Central,Y,69.6,D,Not Met,44.1,
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,Southwest,Y,40.5,C,Not Met,32.1,73.7
Charlotte-Mecklenburg Schools,600582,J T Williams Secondary Montessori,Southwest,,17.1,B,Not Met,72.8,
Hoke County Schools,470332,East Hoke Middle,Sandhills,Y,69.8,D,Not Met,46,
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,Southwest,Y,48.6,C,Met,52.2,
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,Southwest,Y,47.2,C,Exceeded,58.7,
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,Southwest,,35.2,B,Met,67.5,
Rowan-Salisbury Schools,800376,North Rowan High,Southwest,,69.8,D,Not Met,20.6,83.8
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,Southwest,,42.9,B,Exceeded,65.3,
Charter Schools,32B000,Healthy Start Academy,North Central,Y,69.9,D,Exceeded,43.7,
Charter Schools,32S000,KIPP Durham College Preparatory,North Central,Y,70.1,D,Exceeded,35.8,
Charlotte-Mecklenburg Schools,600594,Merancas Middle College High,Southwest,,14.1,I,,,
Mitchell County Schools,610302,Bowman Middle,Northwest,Y,51.7,C,Met,50.7,
Mitchell County Schools,610310,Deyton Elementary,Northwest,Y,59.2,B,Exceeded,65,
Mitchell County Schools,610320,Gouge Elementary,Northwest,Y,59,C,Met,52,
Mitchell County Schools,610322,Greenlee Primary,Northwest,Y,65.1,B,,,
Mitchell County Schools,610326,Harris Middle,Northwest,Y,59.6,C,Not Met,59.7,
Mitchell County Schools,610332,Mayland Early College,Northwest,,38.5,A,Met,91,90.3
Mitchell County Schools,610334,Mitchell High,Northwest,,41.6,C,Not Met,45.3,86.8
Montgomery County Schools,620310,Montgomery Learning Academy,Sandhills,,70.5,ALT,,,
Montgomery County Schools,620312,Candor Elementary,Sandhills,Y,90.1,C,Not Met,51.5,
Montgomery County Schools,620314,East Middle,Sandhills,Y,83.9,C,Not Met,50.6,
Montgomery County Schools,620316,East Montgomery High,Sandhills,,76.8,C,Met,35,>95
Montgomery County Schools,620318,Green Ridge Elementary,Sandhills,Y,84.5,C,Exceeded,58.1,
Montgomery County Schools,620324,Mount Gilead Elementary,Sandhills,Y,84.6,C,Exceeded,51.1,
Montgomery County Schools,620330,Page Street Elementary,Sandhills,Y,65.9,C,Met,50.9,
Montgomery County Schools,620334,Star Elementary,Sandhills,Y,73.7,C,Met,50.6,
Montgomery County Schools,620336,Troy Elementary,Sandhills,Y,67.2,C,,,
Greene County Schools,400312,Greene County Middle,Southeast,Y,70.1,D,Not Met,38.5,
Montgomery County Schools,620340,West Montgomery High,Sandhills,,53.6,B,Exceeded,49.7,91.2
Montgomery County Schools,620350,Montgomery County Early College,Sandhills,,48.9,A,Exceeded,>95,
Orange County Schools,680312,Central Elementary,North Central,Y,70.1,D,Exceeded,41.1,
Gaston County Schools,360520,Woodhill Elementary,Southwest,Y,70.2,D,Met,34.3,
Moore County Schools,630312,Cameron Elementary,Sandhills,Y,61.2,C,Met,59.9,
Moore County Schools,630316,Carthage Elementary,Sandhills,Y,57.3,B,Exceeded,61.2,
Moore County Schools,630317,Crain's Creek Middle,Sandhills,Y,50.9,C,Met,56.7,
Durham Public Schools,320344,Fayetteville Street Elementary,North Central,Y,70.3,D,Met,26.6,
Moore County Schools,630324,Sandhills Farm Life Elementary,Sandhills,,16.1,C,Not Met,66.6,
Moore County Schools,630328,Highfalls Elementary,Sandhills,Y,38.2,C,Met,64.9,
Moore County Schools,630330,The Community Learning Center @ Pinckney,Sandhills,,70,ALT,,,
Moore County Schools,630331,New Century Middle,Sandhills,,32.6,C,Met,64.3,
Moore County Schools,630332,North Moore High,Sandhills,,56.7,B,Met,59.1,89.5
Moore County Schools,630336,Pinecrest High,Sandhills,,30.4,B,Met,63.1,89.4
Moore County Schools,630342,Pinehurst Elementary,Sandhills,,13.1,B,Exceeded,78.7,
Forsyth County Schools,340308,Ashley Academy,Piedmont-Triad,Y,81.5,F,Met,19.4,
Guilford County Schools,410478,Murphey Traditional Academy,Piedmont-Triad,Y,70.5,D,Met,34.1,
Moore County Schools,630352,Southern Pines Primary,Sandhills,Y,59.1,C,,,
Moore County Schools,630356,Southern Pines Elementary,Sandhills,Y,57.7,C,Met,54.9,
Moore County Schools,630360,Union Pines High,Sandhills,,31.6,B,Not Met,63.4,94.2
Moore County Schools,630364,Vass-Lakeview Elementary,Sandhills,Y,47.8,C,Met,62.3,
Moore County Schools,630368,West End Elementary,Sandhills,Y,32.9,B,Met,80.6,
Moore County Schools,630373,West Pine Elementary,Sandhills,,33.4,B,Met,79.7,
Moore County Schools,630374,West Pine Middle,Sandhills,,25.6,B,Not Met,72.4,
Moore County Schools,630376,Westmoore Elementary,Sandhills,Y,55.7,C,Not Met,53,
Union County Public Schools,900308,East Union Middle,Southwest,,70.5,D,Not Met,51.2,
Nash-Rocky Mount Schools,640304,Bailey Elementary,North Central,Y,40.5,C,Met,51.6,
Wake County Schools,920599,Walnut Creek Elementary,North Central,Y,70.5,D,Not Met,36.7,
Durham Public Schools,320400,Y E Smith Elementary,North Central,Y,70.6,D,Exceeded,32.5,
Nash-Rocky Mount Schools,640316,Cedar Grove Elementary,North Central,Y,52.4,C,Met,50.5,
Pitt County Schools,740352,Grifton,Northeast,Y,70.6,D,Met,43.6,
Nash-Rocky Mount Schools,640324,Coopers Elementary,North Central,Y,54.3,B,Exceeded,65.6,
Johnston County Schools,510396,West Smithfield Elementary,North Central,Y,70.7,D,Met,27.7,
Granville County Schools,390334,Northern Granville Middle,North Central,Y,76.8,F,Not Met,31.6,
Guilford County Schools,410334,Brightwood Elementary,Piedmont-Triad,Y,70.9,D,Met,40.4,
Nash-Rocky Mount Schools,640332,M B Hubbard Elementary,North Central,Y,49.3,C,Exceeded,42.7,
Weldon City Schools,422318,Weldon Middle,Northeast,Y,70.9,D,Not Met,34.9,
Forsyth County Schools,340376,Forest Park Elementary,Piedmont-Triad,Y,71,D,Met,29.4,
Hyde County Schools,480306,Mattamuskeet Elementary,Northeast,Y,71,D,Met,43.8,
Nash-Rocky Mount Schools,640340,Tar River Academy,North Central,Y,69.9,ALT,,,
Guilford County Schools,410398,Doris Henderson Newcomers Sch,Piedmont-Triad,Y,40.8,F,,<5,
Guilford County Schools,410592,Welborn Middle,Piedmont-Triad,Y,65.3,F,Not Met,31.9,
Nash-Rocky Mount Schools,640347,NRM Early College High School,North Central,,38.1,A,Exceeded,85.6,>95
Nash-Rocky Mount Schools,640348,Nashville Elementary,North Central,Y,57,C,Met,55.7,
Nash-Rocky Mount Schools,640350,Northern Nash High,North Central,,48.5,C,Not Met,36.5,85.2
Nash-Rocky Mount Schools,640358,Red Oak Middle,North Central,,55.4,C,Exceeded,46.4,
Nash-Rocky Mount Schools,640360,Red Oak Elementary,North Central,Y,49.8,C,,,
Guilford County Schools,410469,Montlieu Academy of Technology,Piedmont-Triad,Y,67.4,F,Not Met,33.6,
Nash-Rocky Mount Schools,640362,Southern Nash Middle,North Central,,64.6,C,Met,49.4,
Nash-Rocky Mount Schools,640364,Southern Nash High,North Central,,58.5,C,Not Met,38.4,87.4
Washington County Schools,940314,Pines Elementary,Northeast,Y,71.3,D,Not Met,37.8,
Nash-Rocky Mount Schools,640384,Swift Creek Elementary,North Central,Y,49.8,C,Met,52.4,
Guilford County Schools,410349,Ceasar Cone Elementary,Piedmont-Triad,Y,82,F,Not Met,26,
Cumberland County Schools,260322,Douglas Byrd High,Sandhills,Y,71.4,D,Not Met,29.1,73.7
New Hanover County Schools,650304,Bradley Creek Elementary,Southeast,Y,52.4,C,Not Met,66.4,
New Hanover County Schools,650308,Carolina Beach Elementary,Southeast,,38,B,Exceeded,76.8,
New Hanover County Schools,650309,Castle Hayne Elementary,Southeast,Y,62.2,C,Not Met,58.7,
New Hanover County Schools,650310,Charles P Murray Middle,Southeast,,37.6,B,Exceeded,78.7,
Guilford County Schools,410532,Rankin Elementary,Piedmont-Triad,Y,71.4,D,Met,35.9,
New Hanover County Schools,650316,College Park Elementary,Southeast,Y,73.3,C,Met,48.1,
New Hanover County Schools,650323,Edwin A Anderson Elementary,Southeast,Y,44.2,B,Met,67.6,
New Hanover County Schools,650324,Edwin A Alderman Elementary,Southeast,Y,67.8,C,Met,44.7,
New Hanover County Schools,650325,Emma B Trask Middle,Southeast,Y,55.7,B,Met,66.7,
New Hanover County Schools,650326,Emsley A Laney High,Southeast,,48,B,Met,62,87.5
New Hanover County Schools,650327,Eugene Ashley High,Southeast,,42.5,C,Not Met,49.6,89.2
Person County Schools,730344,Northern Middle,North Central,,71.4,D,Not Met,47.3,
New Hanover County Schools,650332,The International School at Gregory,Southeast,Y,56.9,C,Met,51.1,
