code,name,eog_score_EDS
670341,Sand Ridge Elementary,55.5
670342,Silverdale Elementary,53.8
670343,Southwest Elementary,50.5
670344,Southwest High,41.1
670345,Southwest Middle,41.9
670346,Summersill Elementary,49.7
670347,Stateside Elementary,44.8
670350,Swansboro Elementary,60.6
670351,Swansboro Middle,48.1
670352,Swansboro High,57.6
670356,Trexler Middle,45
670364,White Oak High,49.4
680304,A L Stanback Middle,44.3
680308,Cameron Park Elementary,30.4
680310,Cedar Ridge High,45.6
660336,Northampton County High School,<5
680312,Central Elementary,34.2
680316,Charles W Stanford Middle,30.2
680324,Efland Cheeks Elementary,40.2
680327,Gravelly Hill Middle,37
680328,Grady Brown Elementary,40.4
680329,Hillsborough Elementary,55
680330,New Hope Elementary,37.8
680332,Orange High,38.4
680335,Partnership Academy,N/A
680336,Pathways Elementary,33.6
681300,Northside Elementary,30.4
681304,Carrboro Elementary,38.5
681305,Carrboro High,29.9
681308,Chapel Hill High,45.4
681309,McDougle Middle,37.3
681310,Seawell Elementary,41.5
681311,Ephesus Elementary,51.7
681312,Estes Hills Elementary,25
681314,East Chapel Hill High,46.5
681316,FPG Elementary,36.5
681320,Glenwood Elementary,56.8
681322,Culbreth Middle,38.4
681324,Phillips Middle,42.9
681326,McDougle Elementary,41.4
681328,UNC Hospital School,N/A
681330,Scroggs Elementary,38.4
681332,Morris Grove Elementary,32.5
681334,Rashkis Elementary,58.7
681336,Smith Middle,32.3
681338,Phoenix Academy High,N/A
690312,Fred A Anderson Elementary,41
690316,Pamlico County Middle,49.3
690320,Pamlico County High,42.3
690324,Pamlico County Primary,N/A
700306,Central Elementary,53.1
700308,Elizabeth City Middle,32.3
700310,H L Trigg Community,N/A
700314,Northside Elementary,56.5
700316,J C Sawyer Elementary,33.9
700318,Pasquotank Elementary,19.9
700317,Northeastern High,24.4
700320,P W Moore Elementary,29.3
700322,River Road Middle,39.4
700324,Sheep-Harney Elementary,43.2
700325,Elizabeth City Pasquotank Early College,75.8
700328,Weeksville Elementary,59.8
710312,Burgaw Elementary,47.6
710316,Burgaw Middle,51.2
710318,Cape Fear Elementary,55.6
710320,Cape Fear Middle,46.2
710321,Heide Trask High,42.4
710323,North Topsail Elementary,58.6
710324,Malpass Corner Elementary,40
710326,Pender High,37.7
710327,Pender Early College High,>95
710328,Penderlea Elementary,48.8
710332,Rocky Point Elementary,51.9
710342,Topsail High,52.8
700319,Pasquotank County High,17.9
710344,Topsail Elementary,74.6
710346,Topsail Middle,60.7
710347,South Topsail Elementary,64.8
710348,West Pender Middle,41.3
710350,Surf City Elementary,62.2
710352,Surf City Middle,58.5
720304,Perquimans Central,N/A
720312,Hertford Grammar,44.4
720316,Perquimans County High,31.3
720320,Perquimans County Middle,38.2
730332,Helena Elementary,52.1
730334,North Elementary,33.5
730340,North End Elementary,52.6
730344,Northern Middle,37.5
730348,Oak Lane Elementary,39.7
730350,Person Early College Innovation & Ldrshp,37.5
730354,Stories Creek Elementary,55.4
730356,South Elementary,29.3
730360,Southern Middle,47.5
730368,Woodland Elementary,54.8
740302,A G Cox Middle,45.2
740304,Ayden Elementary,40.4
740308,Ayden Middle,47.3
740309,Ayden-Grifton High,30.3
740310,Belvoir Elementary,35.8
740320,Bethel Elementary,41.6
740324,C M Eppes Middle,35.6
740330,Creekside Elementary,39.8
740332,Chicod,64.7
740333,D H Conley High,38.8
730352,Person High,33.2
740334,Falkland Elementary,30.9
740336,Eastern Elementary,47
740337,E B Aycock Middle,36.1
740338,Elmhurst Elementary,35.8
740340,Farmville Middle,38.1
740352,Grifton,36.9
740358,G R Whitfield,45.8
740360,H B Sugg Elementary,N/A
740362,Hope Middle,56.8
740344,Farmville Central High,26
740368,Lakeforest Elementary,38.7
740374,North Pitt High,37.8
740375,Northwest Elementary,31.2
740376,Pactolus,46.8
740378,Vidant Health,9.5
740379,Ridgewood Elementary,52.5
740380,W H Robinson Elementary,54.3
740386,Sam D Bundy Elementary,32.1
740366,Junius H Rose High,31.6
740390,South Greenville Elementary,17.6
740396,Stokes,47.9
740400,Wahl Coates Elementary,36.7
740402,Wellcome Middle,49.3
740404,Wintergreen Intermediate,61.6
740406,Wintergreen Primary,N/A
740500,Early College High School,81.5
740501,Innovation Early College High,83.3
750304,Tryon Elementary School,68.3
750314,Polk Central Elementary School,68
750317,Polk County Early College,N/A
750318,Polk County High School,53.8
750319,Polk County Middle School,66.5
750320,Saluda Elementary School,66.7
750328,Sunny View Elementary School,58.3
760304,Archdale Elementary,65.5
760308,Braxton Craven Middle,55.4
760316,Coleridge Elementary,48.9
740388,South Central,29.9
760318,Eastern Randolph High,32.2
760320,Farmer Elementary,45.1
760324,Franklinville Elementary,42.9
760328,Grays Chapel Elementary,52.3
760329,Hopewell Elementary,69.6
760330,John R Lawrence Elementary,54.5
760331,Level Cross Elementary,50.4
760332,Liberty Elementary,31.5
760336,New Market Elementary,43
760338,Northeastern Randolph Middle,41.5
760340,Ramseur Elementary,59.6
760344,Randleman Elementary,53.6
760348,Randleman High,39.6
760352,Randleman Middle,45.3
760354,Randolph Early College High,>95
760356,Seagrove Elementary,54.5
760357,Southeastern Randolph Middle,33.4
760358,Southwestern Randolph High,37
760359,Southmont Elementary,45.3
760360,Southwestern Randolph Middle,40.8
760364,Tabernacle Elementary,57.1
760368,Trindale Elementary,66.2
760376,Trinity Elementary,60.8
760378,Archdale-Trinity Middle,43.8
760380,Trinity High,55.5
760339,Providence Grove High,30.9
760382,Uwharrie Ridge Six-Twelve,33.4
760388,Wheatmore High,45.4
761304,Asheboro High,48.9
761308,South Asheboro Middle,46.9
761312,Balfour Elementary,59.2
761320,Charles W McCrary Elementary,42.8
761321,Donna L Loflin Elementary,40.6
761328,Guy B Teachey Elementary,57.3
761332,Lindley Park Elementary,49.7
761336,North Asheboro Middle,44.9
770310,East Rockingham Elementary,51.9
770316,Ellerbe Middle,45
770318,Fairview Heights Elementary,56.4
770328,Hamlet Middle,51.3
770340,L J Bell Elementary,45.8
770342,Ashley Chapel Educational Center,N/A
770344,Mineral Springs Elementary,58.6
770346,Monroe Avenue Elementary,45.3
770348,Richmond Senior High,40.9
770349,Richmond Early College High,>95
770351,Richmond 9th Grade Academy,44.4
770360,Rockingham Middle,49.8
770364,Cordova Middle,48.1
770368,West Rockingham Elementary,58.1
770370,Washington Street Elementary,43.1
780320,Deep Branch Elementary,39.1
780322,East Robeson Primary,80.6
780324,Fairgrove Middle,31.2
780325,Fairmont High,28.6
780326,Fairmont Middle,22.9
780328,Green Grove Elementary,58.5
780329,Janie C Hargrave Elem,34
780330,L Gilbert Carroll Middle,39
780331,Robeson Co Career Ctr,N/A
780336,Littlefield Middle,43.3
780340,Long Branch Elementary,51.2
780341,Lumberton Junior High,20.1
780342,Lumberton Senior High,31
780344,Magnolia Elementary,42
780352,Orrum Middle,22.9
780356,Oxendine Elementary,40.1
780360,Parkton Elementary,32.6
780364,Pembroke Elementary,39.2
780368,Pembroke Middle,31.6
780374,Peterson Elementary,38.1
780376,Piney Grove Elementary,37.1
780384,Prospect Elementary,43.3
780385,PSRC Early College at RCC,>95
780390,R B Dean Elementary,32.7
780391,Red Springs High,38.9
780392,Rex-Rennert Elementary,22.8
780393,Red Springs Middle,25.5
780394,Rosenwald Elementary,32.3
780396,Rowland Middle,26.7
780398,Rowland Norment Elementary,54.7
780400,Saint Pauls Elementary,32.8
780401,Saint Pauls High,37.5
780403,Saint Pauls Middle,36.9
780407,Tanglewood Elementary,63.8
780410,Townsend Middle,18.6
780412,Union Chapel Elementary,35
780416,Union Elementary,41.5
780417,W H Knuckles,36.6
780420,Purnell Swett High,38.1
790302,Bethany Elementary,68.5
790310,Central Elementary,52.3
780402,South Robeson High,18.2
790314,Dalton McMichael High,45.9
790318,Douglass Elementary,52.4
790327,Huntsville Elementary,41.7
790330,J E Holmes Middle,43.1
790344,Leaksville-Spray Elementary,42.4
790347,Lincoln Elementary,49
790350,Monroeton Elementary,48.2
790362,John W Dillard Academy,50.2
790366,Reidsville High,38.4
790374,Reidsville Middle,36
790378,Rockingham County High,44.7
790354,John M Morehead High,21.9
790379,Rockingham Co Early College High,83
790380,Rockingham County Middle,51.3
790386,South End Elementary,34.5
790390,Stoneville Elementary,44.9
790392,The SCORE Center,N/A
790394,Western Rockingham Middle,44.8
790398,Wentworth Elementary,63.5
790402,Williamsburg Elementary,47.8
800308,Henderson High,N/A
800312,Bostian Elementary,44.7
800314,Erwin Middle,35.7
800315,Overton Elementary,24.2
800316,China Grove Elementary,27.5
800320,China Grove Middle,38.1
800328,Corriher Lipe Middle,34.3
800340,East Rowan High,36.6
800346,Koontz Elementary,14.1
800347,Shive Elementary,42.2
800348,Enochville Elementary,44.8
800352,Faith Elementary,51.9
800356,Granite Quarry Elementary,44.2
800358,Isenberg Elementary,29.5
800359,Dole Elementary,21.8
800360,Hurley Elementary,19.3
800361,Carson High,39.4
800362,Knollwood Elementary,33.3
800363,Knox Middle,12
800364,Landis Elementary,52.2
800366,Millbridge Elementary,42.5
800368,Morgan Elementary,44.4
800372,Mt Ulla Elementary,45
800373,North Rowan Elementary,12.2
800377,North Rowan Middle,15.6
800392,Rockwell Elementary,40.8
800394,Rowan Co Early College,76
800376,North Rowan High,16.4
800398,Southeast Middle,31.6
800396,Salisbury High,20.5
800406,West Rowan Elementary,48.2
800400,South Rowan High,21.9
800410,West Rowan Middle,32.3
810324,Chase High School,51.7
810326,Chase Middle School,54.5
810328,Cliffside Elementary School,72.4
810336,Forest City-Dunbar Elementary School,54.7
810340,East Rutherford High School,44.7
800408,West Rowan High,29
810342,East Rutherford Middle School,48.6
810344,Ellenboro Elementary School,59.5
810350,Forrest W. Hunt Elementary School,67.5
810360,Harris Elementary School,60.1
810364,Mt. Vernon-Ruth Elementary School,55.1
810370,Pinnacle Elementary School,65.3
810378,R-S Middle School,48.3
810384,R-S Central High School,41.7
810385,Rutherford Early College High School,N/A
810386,Rutherford Opportunity Center,N/A
810388,Rutherfordton Elementary School,59.2
810396,Spindale Elementary School,47.3
810400,Sunshine Elementary School,75
820312,Roseboro Elementary,56.2
820320,Clement Elementary,83
820324,Sampson Early College High,>95
820340,Hargrove Elementary,70.5
820346,Hobbton Elementary,57.6
820347,Hobbton Middle,58.6
820348,Hobbton High,55.3
820349,Lakewood High,62.6
820350,Midway Elementary,58.4
820352,Midway High,65.9
820354,Midway Middle,58.5
820364,Plain View Elementary,70.3
820370,Union Middle,51.2
820372,Roseboro-Salemburg Middle,49.7
820376,Salemburg Elementary,51.4
820384,Union Elementary,72.7
820385,Union Intermediate,56.2
820388,Union High,50
821304,Butler Avenue Elementary,56.4
821308,Clinton High,36.6
821316,Langdon C Kerr Elementary,N/A
821320,Sampson Middle,40
821330,Sunset Avenue Elementary,51.8
830304,Carver Middle,41.2
830312,Covington Street Elementary,20.1
830316,Shaw Academy,N/A
830320,I E Johnson Elementary,37.7
830328,Laurel Hill Elementary,42.5
830348,Scotland Early College High,93.8
830349,Spring Hill Middle,41
830356,South Scotland Elementary,38.4
830360,Wagram Elementary,38
830364,Sycamore Lane Elementary,25.6
830343,Scotland High School,34.7
840303,Albemarle Middle,42
840304,Aquadale Elementary,49.3
840308,Badin Elementary,62.9
840310,Central Elementary,27.7
840312,Endy Elementary,53.6
840316,East Albemarle Elementary,32.3
840320,Locust Elementary,60.2
840324,Millingport Elementary,47.1
840328,North Stanly Middle,46
840332,North Stanly High,41.6
840336,Norwood Elementary,41.7
840342,Oakboro Choice STEM,43.9
840344,Richfield Elementary,52.1
840350,West Stanly Middle School,47.5
840302,Albemarle High,25.4
840356,South Stanly High,31.9
840358,South Stanly Middle,44.2
840360,Stanfield Elementary,56.3
840361,Stanly Early College High,83
840366,Stanly County Virtual Education,N/A
840368,West Stanly High,60.8
840370,Stanly Academy Learning Center,N/A
850304,Chestnut Grove Middle,48.9
850312,Germanton Elementary,31.4
850314,Mount Olive Elementary,59.7
850316,King Elementary,55.1
850320,Lawsonville Elementary,53.6
850324,Meadowbrook Academy,N/A
850328,Nancy Reynolds Elementary,65.6
850332,North Stokes High,55.7
850336,Pine Hall Elementary,43.5
850338,Piney Grove Middle,52.3
850340,Pinnacle Elementary,69.4
850342,Poplar Springs Elementary,50.5
850348,Sandy Ridge Elementary,67.5
850350,Southeastern Middle,40.4
850352,South Stokes High,51.1
850354,London Elementary,57.9
850356,Walnut Cove Elementary,65
850358,West Stokes High,51.4
850360,Stokes Early College,75
860302,Cedar Ridge Elementary,54.1
860306,Central Middle,55.7
860308,Copeland Elementary,66
860312,Dobson Elementary,61.4
860316,East Surry High,45.5
860320,Flat Rock Elementary,62.9
860324,Franklin Elementary,57.7
860326,J Sam Gentry Middle,59.4
860330,Meadowview Magnet Middle,55.9
860332,Mountain Park Elementary,65.5
860336,North Surry High,40.2
860339,Pilot Mountain Elementary,51
860340,Pilot Mountain Middle,57
860344,Rockford Elementary,56.7
860348,Shoals Elementary,68.6
860352,Surry Central High,46
860354,Surry Early College,87.2
860356,Westfield Elementary,52.4
860360,White Plains Elementary,63.7
861304,Elkin Elementary,55.7
861308,Elkin High,55.9
861312,Elkin Middle,56.8
862308,Bruce H Tharrington Primary,N/A
862310,Jones Intermediate,40.3
862312,Mount Airy High,59.8
862316,Mount Airy Middle,60.6
870314,Swain County High School,44
870318,Swain County Middle School,50.8
870320,Swain County East Elementary,52.3
870324,Swain County West Elementary,47.8
880304,Brevard Elementary,43.1
880308,Brevard High,55.5
880312,Brevard Middle,53.7
880318,Pisgah Forest Elementary,44.6
880320,Davidson River School,N/A
880324,Rosman Elementary,49.5
880328,Rosman High,42.2
880330,Rosman Middle,61.3
880336,T C Henderson,68.3
890306,Columbia Middle,31.9
890308,Tyrrell Elementary,32.3
900302,Antioch Elementary,50
900303,Rea View Elementary,N/A
900304,Benton Heights Elementary,37.8
900305,New Town Elementary,N/A
900306,East Elementary,31.7
900307,Rocky River Elementary,59.1
900308,East Union Middle,46.4
900310,Cuthbertson Middle,80.4
900311,Cuthbertson High,68.3
900312,Fairview Elementary,62.3
900314,Monroe Middle,40.2
900316,Forest Hills High,42.1
890304,Columbia High,31
900318,Hemby Bridge Elementary,60.9
900320,Indian Trail Elementary,53.5
900328,Kensington Elementary,92.9
900332,Marshville Elementary,44.1
900334,Marvin Elementary,N/A
900336,Monroe High,37.4
900340,New Salem Elementary,60
900341,Porter Ridge Elementary,53.6
900342,Porter Ridge High School,49.6
900343,Porter Ridge Middle School,62.7
900344,Parkwood High,51.2
900346,Parkwood Middle,47.4
900347,Poplin Elementary,68.8
900348,Piedmont High,49.3
900350,Piedmont Middle,54.5
900351,Rock Rest Elementary,63.7
900352,Prospect Elementary,39.6
900353,Sandy Ridge Elementary,60
900354,Sardis Elementary,64.6
900356,Shiloh Elementary,62.6
900358,Stallings Elementary,64.9
900360,Sun Valley High,46.3
900362,Sun Valley Middle,52.1
900363,Sun Valley Elementary,59.2
900364,Union Elementary,61.7
900365,South Providence,N/A
900366,Central Academy of Technology and Arts,88.9
900367,Union County Early College,91.3
900368,Unionville Elementary,73
900370,Walter Bickett Elementary,36
900372,Waxhaw Elementary,50.5
900376,Weddington Elementary,N/A
900377,Weddington High,70.8
900378,Weddington Middle,79.6
900380,Wesley Chapel Elementary,83.8
900384,Western Union Elementary,50.6
900388,Wingate Elementary,41.6
900391,Marvin Ridge Middle,73.1
900392,Wolfe School,N/A
900393,Marvin Ridge High,N/A
910304,Aycock Elementary,46.9
910308,Carver Elementary,42.6
910311,Clarke Elementary,48.2
910314,Dabney Elementary,43
910316,Vance County Middle School,28.8
910340,New Hope Elementary,35.8
910346,E O Young Jr Elementary,34
910356,Pinkston Street Elementary,52.6
910360,E M Rollins Elementary,30.5
910368,AdVance Academy,N/A
910376,L B Yancey Elementary,55.7
910380,Zeb Vance Elementary,46.9
910382,Vance Co Early College,88.9
910384,STEM Early High,77.4
920302,River Bend Elementary,41
920303,Abbotts Creek Elementary,43.3
920304,Adams Elementary,38.8
920306,Herbert Akins Rd Elementary,50
920307,Alston Ridge Elementary,56.9
920308,Apex Elementary,47.4
920312,Apex Middle,39.1
920315,Apex Friendship Middle,53.7
920316,Apex High,50.8
910370,Vance County High School,22.5
920317,Apex Friendship High,58.6
920320,Aversboro Elementary,32.7
920324,Longview,N/A
920325,Banks Road Elementary,37.4
920326,Baileywick Road Elementary,32.4
920327,Ballentine Elementary,32.8
920328,Baucom Elementary,52.9
920329,Barwell Road Elementary,28.7
920332,Beaverdam Elementary,39.7
920334,Brassfield Elementary,27.1
920336,Brentwood Elementary,42.7
920340,Briarcliff Elementary,51.4
920342,Brier Creek Elementary,34.6
920344,Brooks Elementary,25.2
920318,Athens Drive High,35.6
920349,Bryan Road Elementary,53.5
920351,Buckhorn Creek Elementary,30.5
920352,Bugg Elementary,17.5
920356,Carnage Middle,32.4
920358,Carpenter Elementary,36.5
920360,Carroll Middle,34.9
920362,Carver Elementary,46.3
920364,Cary Elementary,43.1
920368,Cary High,36.8
920348,Needham Broughton High,22.5
920369,Cedar Fork Elementary,72.4
920370,Centennial Campus Middle,30.9
920376,Combs Elementary,53.5
920380,Conn Elementary,41.5
920381,Connections Academy,N/A
920384,Creech Road Elementary,45.6
920386,Crossroads FLEX,N/A
920388,Daniels Middle,40.7
920390,Davis Drive Elementary,65.2
920391,Davis Drive Middle,62.9
920393,Dillard Drive Elementary,49.2
920394,Dillard Drive Middle,33.7
920396,Douglas Elementary,27
920398,Durant Road Elementary,34.6
920399,Durant Road Middle,38.4
920400,Reedy Creek Middle,42.5
920402,East Cary Middle,35.3
920403,East Garner Elementary,42.9
920404,East Garner Middle,42.5
920408,East Millbrook Middle,37
920410,East Wake Middle,32.1
920411,East Wake High,37.1
920413,Forestville Road Elementary,36.3
920414,Farmington Woods Elementary,46.7
920415,Fox Road Elementary,50
920416,Fuller Elementary,27.8
920417,Forest Pines Drive Elementary,43.4
920420,Fuquay-Varina Elementary,45.1
920424,Fuquay-Varina Middle,46
920428,Fuquay-Varina High,42.4
920412,Enloe High,20.6
920438,River Oaks Middle,N/A
920439,Green Hope Elementary,56.5
920440,Green Elementary,34.7
920441,Green Hope High,51.9
920442,Hilburn Drive Academy,46.4
920443,Highcroft Elementary,59.5
920444,Heritage Middle,59.8
920445,Heritage High,46.2
920436,Garner High,31.2
920446,Hodge Road Elementary,31.4
920447,Holly Springs Elementary,56
920448,Hunter Elementary,36.8
920449,Holly Ridge Elementary,58
920450,Holly Ridge Middle,38.3
920451,Harris Creek Elementary,51.5
920452,Jeffreys Grove Elementary,52.4
920453,Jones Dairy Elementary,56.3
920454,Heritage Elementary,47.1
920455,Holly Springs High,44.1
920456,Joyner Elementary,31.7
920457,Holly Grove Elementary,65.9
920458,Holly Grove Middle,42.8
920459,Hortons Creek Elementary,48.6
920460,Kingswood Elementary,56.7
920464,Knightdale Elementary,40.1
920467,Laurel Park Elementary,26.1
920468,Lacy Elementary,35.5
920469,Leesville Road Elementary,40.3
920470,Lead Mine Elementary,37.4
920471,Leesville Road Middle,46.8
920472,Ligon Middle,26.3
920473,Leesville Road High,51.1
920466,Knightdale High,22.3
920474,Lake Myra Elementary,40.8
920476,Lincoln Heights Elementary,32.2
920480,Lockhart Elementary,37.6
920484,Lufkin Road Middle,38.2
920488,Lynn Road Elementary,44.8
920492,Martin Middle,32.4
920494,Middle Creek Elementary,41
920496,Millbrook Elementary,31.3
920500,Millbrook High,38.6
920495,Middle Creek High,30.1
920501,Mills Park Elementary,53.8
920502,Mills Park Middle,63.9
920504,Morrisville Elementary,64.3
920506,Moore Square Middle,28.8
920508,Mount Vernon,N/A
920512,North Garner Middle,42.3
920514,North Forest Pines Elementary,44.5
920516,North Ridge Elementary,38.8
920518,North Wake College and Career Academy,72.4
920520,Northwoods Elementary,49.5
920521,Oakview Elementary,54.4
920522,Oak Grove Elementary,30
920523,Olive Chapel Elementary,67
920524,Olds Elementary,32.9
920525,Partnership Elementary,45.6
920526,Panther Creek High,58.2
920528,Phillips High,N/A
920529,Pine Hollow Middle,43
920530,Penny Road Elementary,47.5
920531,Pleasant Union Elementary,40.5
920532,Poe Elementary,31.7
920533,Pleasant Grove Elementary,39.3
920536,Powell Elementary,26.6
920540,Rand Road Elementary,37
920542,Reedy Creek Elementary,41
920543,Richland Creek Elementary,47.3
920544,Rolesville Elementary,46.8
920545,Rolesville Middle,43.6
920546,Rolesville High,39
920547,Rogers Lane Elementary,31.1
920548,Root Elementary,19.7
920549,River Bend Middle,35.5
920550,Salem Elementary,29.7
920551,Salem Middle,41.3
920554,Sanford Creek Elementary,42.6
920556,SCORE Academy,N/A
920557,Scotts Ridge Elementary,58.3
920560,Smith Elementary,45.8
920552,Sanderson High,30.9
920561,South Garner High,30.8
920564,Stough Elementary,39.3
920568,Swift Creek Elementary,40.3
920569,Sycamore Creek Elementary,63.2
920570,Timber Drive Elementary,31
920571,Turner Creek Elementary,39.6
920572,Underwood Elementary,31.6
920576,Vance Elementary,39
920580,Vandora Springs Elementary,35.9
920581,Vernon Malone College and Career Academy,65.3
920582,Wake STEM Early College High School,N/A
920583,Wake Early College of Health and Science,>95
920584,Wake Forest Elementary,45.3
920585,Wake Young Men's Leadership Academy,74.8
920586,Wake Young Women's Leadership Academy,90.1
920562,Southeast Raleigh High,29.8
920592,Wake Forest Middle School,39.5
920593,Wakefield Elementary,35.6
920594,Wakefield Middle,40.9
920588,Wake Forest High School,33.3
920596,Washington Elementary,31.2
920597,Wakelon Elementary,45.5
920598,Weatherstone Elementary,53.9
920599,Walnut Creek Elementary,35.9
920600,Wendell Elementary,37.7
920601,Wendell Middle,39
920604,West Cary Middle,47.5
920606,West Lake Elementary,31.3
920607,West Lake Middle,39.4
920608,West Millbrook Middle,31.8
920614,White Oak Elementary,N/A
920616,Wilburn Elementary,45.7
920618,Wildwood Forest Elementary,32.4
920620,Wiley Elementary,20.5
920624,Willow Springs Elementary,69.8
920626,Yates Mill Elementary,49
920628,York Elementary,51.1
920632,Zebulon Elementary,31.9
920636,Zebulon Middle,46.6
930330,Mariam Boyd Elementary,40.5
930340,Northside K-8,36.5
930344,South Warren Elementary,46.4
930348,Vaughan Elementary,50
920595,Wakefield High,35.4
930354,Warren County Middle,30.6
930360,Warren Early College High,N/A
930352,Warren County High,17.1
940306,Creswell Elementary,36.5
940314,Pines Elementary,31.6
940328,Washington County Middle,27.5
940330,Washington Early College High,N/A
950308,Bethel Elementary,46.7
950312,Blowing Rock Elementary,64.6
950316,Cove Creek Elementary,52.2
950320,Green Valley Elementary,50.3
950322,Hardin Park Elementary,54.8
950324,Mabel Elementary,47.8
950328,Parkway Elementary,57.4
950332,Valle Crucis Elementary,45.1
950336,Watauga High,48.3
950338,Watauga Innovation Academy,63
960312,Brogden Middle,28.2
960314,Brogden Primary,35.9
960316,Carver Elementary,39
960318,Carver Heights Elementary,27.2
960324,Charles B Aycock High,42.9
930700,Warren New Tech High,24.2
960326,Dillard Middle,17.2
960329,Eastern Wayne Elementary,37.9
960330,Eastern Wayne High,35
940316,Washington County High,18.8
960331,Eastern Wayne Middle,33.5
960332,Edgewood Cmty Developmental,N/A
960334,Fremont STARS Elementary,51.4
960336,Grantham Elementary,67.4
960338,Grantham Middle,36.3
960340,Greenwood Middle,44
960344,Meadow Lane Elementary,52.9
960348,Mount Olive Middle,34.7
960360,Norwayne Middle,44.8
960370,Rosewood Elementary,45.2
960372,Rosewood High,38.7
960374,Rosewood Middle,38.7
960335,Goldsboro High,11.1
960382,Spring Creek Elementary,49.3
960380,Southern Wayne High,27.5
960386,Spring Creek High,37
960387,Spring Creek Middle,42.5
960388,Tommy's Road Elementary,48.9
960390,North Drive Elementary,N/A
960450,Northeast Elementary,53.7
960454,Northwest Elementary,47.3
960488,Wayne Middle / High Academy,N/A
960490,Wayne Early / Middle College High,86.6
960700,Wayne School of Engineering,72.6
970308,Boomer-Ferguson Elementary School,67.9
970310,C B Eller Elementary School,60.5
970312,C C Wright Elementary School,50.6
970315,Central Wilkes Middle School,42.3
970320,East Wilkes High School,46.8
970322,East Wilkes Middle School,55.2
970337,Millers Creek Elementary School,44.8
970340,Moravian Falls Elementary School,72.8
970344,Mount Pleasant Elementary School,50
970348,Mountain View Elementary School,36
970352,Mulberry Elementary School,60
970356,North Wilkes High School,51
970358,North Wilkes Middle School,38
970360,North Wilkesboro Elementary School,54.5
970368,Roaring River Elementary School,51.6
970370,Ronda-Clingman Elementary School,57.9
970376,Traphill Elementary School,50
970388,West Wilkes High School,30.1
970389,West Wilkes Middle School,51.5
970390,Wilkes Central High School,30.7
422315,Weldon STEM High School Career Academies,10.8
970392,Wilkesboro Elementary School,43.1
970393,Wilkes Early College High School,>95
980306,Milton M Daniels Learning Center,N/A
980308,B O Barnes Elementary,18
980317,Charles H Darden Middle,39.1
980318,Beddingfield High,58.6
980320,Frederick Douglass Elementary,52.5
980324,Elm City Middle,52.1
980336,Fike High,43.2
980338,Forest Hills Middle,59.9
980340,Gardners Elementary,70.9
980342,James Hunt High,55.3
980344,John W Jones Elementary,40.1
980348,Lee Woodard Elementary,52.3
980352,Lucama Elementary,62.2
980356,Margaret Hearne Elementary,22.7
980357,Vick Elementary,31.3
980360,New Hope Elementary,64.2
980364,Rock Ridge Elementary,78.6
980380,Speight Middle,47.2
980384,Springfield Middle,71.2
980388,Stantonsburg Elementary,47.9
980390,Toisnot Middle,48.1
980392,Vinson-Bynum Elementary,53.1
980396,Wells Elementary,53.6
980397,Wilson Academy of Applied Technology,75
980398,Wilson Early College Academy,N/A
980400,Winstead Elementary,35.7
990304,Boonville Elementary,62.1
990308,Courtney Elementary,64.9
990312,East Bend Elementary,46.9
990316,Fall Creek Elementary,56.3
990320,Forbush Elementary,59
990321,Forbush Middle,51.4
990322,Forbush High,45.4
990324,Jonesville Elementary,51.8
990325,Starmount Middle,53.4
990326,Starmount High,45.6
990328,West Yadkin Elementary,48.2
990332,Yadkin Early College,85.4
990336,Yadkinville Elementary,51.4
990340,Yadkin Success Academy,N/A
995304,Bald Creek Elementary,84.4
995312,Burnsville Elementary,40.6
995316,Cane River Middle,51.7
995320,Clearmont Elementary,46
995324,East Yancey Middle,53.1
995328,Micaville Elementary,52
995330,Mountain Heritage High,49
995336,South Toe Elementary,54.3
34Z000,Appalachian Academy at Middle Fork,N/A
50Z000,Catamount School,40
65Z000,D.C. Virgo Preparatory Academy,25.2
74Z000,ECU Community School,N/A
79Z000,Moss Street Partnership School,12.7
94Z000,Northeast Regional School - Biotech/Agri,69.4
00A000,North Carolina Cyber Academy,30
00B000,NC Virtual Academy,34.9
01B000,River Mill Academy,49.5
01C000,Clover Garden,56.3
01D000,The Hawbridge School,53.1
06A000,Grandfather Academy,N/A
06B000,Marjorie Williams Academy,36.4
07A000,Washington Montessori,54.8
08A000,Three Rivers Academy,7.6
09A000,Paul R Brown Leadership Academy,22.1
09B000,Emereau Bladen,44
10A000,Charter Day School,69.4
10B000,South Brunswick Charter,67.9
11A000,Evergreen Community Charter,67.2
11B000,ArtSpace Charter School,61
11C000,IC Imagine,43.6
11D000,The Franklin School of Innovation,51.9
11K000,Francine Delany New School,53.1
12A000,New Dimensions,50
13A000,Carolina International School,41.1
13B000,Cabarrus Charter Academy,35.8
13C000,A.C.E. Academy,33.3
13D000,Concord Lake STEAM Academy,32.9
16B000,Tiller School,63.3
19A000,Chatham Charter,50.6
19B000,Woods Charter,N/A
19C000,Willow Oak Montessori,N/A
20A000,The Learning Center,44.7
23A000,Pinnacle Classical Academy,66.3
24B000,Thomas Academy,N/A
24N000,Columbus Charter School,55.6
26B000,Alpha Academy,61.5
26C000,The Capitol Encore Academy,38.2
27A000,Water's Edge Village School,N/A
29A000,Davidson Charter Academy CFA,36.4
32A000,Maureen Joy Charter School,58.8
32B000,Healthy Start Academy,39.3
