code,name,eog_score_white
670339,Richlands Elementary,54.3
670340,Richlands High,57
670341,Sand Ridge Elementary,60.9
670342,Silverdale Elementary,63.3
670343,Southwest Elementary,57.8
670344,Southwest High,56.1
670345,Southwest Middle,55.3
670346,Summersill Elementary,64.5
670347,Stateside Elementary,54.7
670350,Swansboro Elementary,74.5
670351,Swansboro Middle,63
670352,Swansboro High,69.2
670356,Trexler Middle,58.3
670364,White Oak High,61
680304,A L Stanback Middle,74
680308,Cameron Park Elementary,80.4
680310,Cedar Ridge High,82.8
680312,Central Elementary,60.8
680316,Charles W Stanford Middle,73.1
680324,Efland Cheeks Elementary,57.6
680327,Gravelly Hill Middle,65.7
680328,Grady Brown Elementary,73.2
680329,Hillsborough Elementary,79.8
680330,New Hope Elementary,64.2
680332,Orange High,77.9
680335,Partnership Academy,N/A
680336,Pathways Elementary,66.4
681300,Northside Elementary,80.6
681304,Carrboro Elementary,93.8
681305,Carrboro High,89.7
681308,Chapel Hill High,92.3
681309,McDougle Middle,92.7
681310,Seawell Elementary,85.3
681311,Ephesus Elementary,88.7
681312,Estes Hills Elementary,88.4
681314,East Chapel Hill High,92
681316,FPG Elementary,>95
681320,Glenwood Elementary,85.8
681322,Culbreth Middle,87.5
681324,Phillips Middle,87.9
681326,McDougle Elementary,94.3
681328,UNC Hospital School,N/A
681330,Scroggs Elementary,89.3
681332,Morris Grove Elementary,89.9
681334,Rashkis Elementary,91.4
681336,Smith Middle,91.8
681338,Phoenix Academy High,N/A
690312,Fred A Anderson Elementary,58.9
690316,Pamlico County Middle,63.5
690320,Pamlico County High,55.9
690324,Pamlico County Primary,N/A
700306,Central Elementary,62.6
700308,Elizabeth City Middle,49.7
700310,H L Trigg Community,N/A
700314,Northside Elementary,67
700316,J C Sawyer Elementary,78.7
700317,Northeastern High,49
700318,Pasquotank Elementary,33.3
700319,Pasquotank County High,41.4
700320,P W Moore Elementary,36.2
700322,River Road Middle,60.3
700324,Sheep-Harney Elementary,74.5
700325,Elizabeth City Pasquotank Early College,80.7
700328,Weeksville Elementary,66.5
710312,Burgaw Elementary,65.1
710316,Burgaw Middle,63.6
710318,Cape Fear Elementary,63
710320,Cape Fear Middle,52.7
710321,Heide Trask High,46.9
710323,North Topsail Elementary,75.3
710324,Malpass Corner Elementary,43.5
710326,Pender High,49.3
710327,Pender Early College High,>95
710328,Penderlea Elementary,64.9
710332,Rocky Point Elementary,67.9
710342,Topsail High,68.8
710344,Topsail Elementary,84.1
710346,Topsail Middle,78.5
710347,South Topsail Elementary,79.5
710348,West Pender Middle,49.3
710350,Surf City Elementary,77.7
710352,Surf City Middle,71
720304,Perquimans Central,N/A
720312,Hertford Grammar,63
720316,Perquimans County High,54.9
720320,Perquimans County Middle,63.8
730332,Helena Elementary,71.2
730334,North Elementary,45.2
730340,North End Elementary,71.6
730344,Northern Middle,60.6
730348,Oak Lane Elementary,69.7
730350,Person Early College Innovation & Ldrshp,61
730352,Person High,50.5
730354,Stories Creek Elementary,79.1
730356,South Elementary,60
730360,Southern Middle,66.5
730368,Woodland Elementary,78.8
740302,A G Cox Middle,76.8
740304,Ayden Elementary,61.4
740308,Ayden Middle,69.4
740309,Ayden-Grifton High,55.6
740310,Belvoir Elementary,N/A
740320,Bethel Elementary,69.4
740324,C M Eppes Middle,70.9
740330,Creekside Elementary,74.2
740332,Chicod,83.4
740333,D H Conley High,69.1
740334,Falkland Elementary,52.5
740336,Eastern Elementary,79.8
740337,E B Aycock Middle,83.2
740338,Elmhurst Elementary,68.6
740340,Farmville Middle,73.8
740344,Farmville Central High,67.2
740352,Grifton,57.1
740358,G R Whitfield,68.7
740360,H B Sugg Elementary,N/A
740362,Hope Middle,89.8
740366,Junius H Rose High,79.4
740368,Lakeforest Elementary,66.7
740374,North Pitt High,51.1
740375,Northwest Elementary,50
740376,Pactolus,66.4
740378,Vidant Health,26.3
740379,Ridgewood Elementary,83.8
740380,W H Robinson Elementary,81.4
740386,Sam D Bundy Elementary,68.5
740388,South Central,70.2
740390,South Greenville Elementary,N/A
740396,Stokes,61.3
740400,Wahl Coates Elementary,79.4
740402,Wellcome Middle,44.7
740404,Wintergreen Intermediate,90.1
740406,Wintergreen Primary,N/A
740500,Early College High School,>95
740501,Innovation Early College High,N/A
750304,Tryon Elementary School,86.6
750314,Polk Central Elementary School,78.5
750317,Polk County Early College,86.7
750318,Polk County High School,65.6
750319,Polk County Middle School,81.1
750320,Saluda Elementary School,85.6
750328,Sunny View Elementary School,62.5
760304,Archdale Elementary,77.4
760308,Braxton Craven Middle,69.3
760316,Coleridge Elementary,56.7
760318,Eastern Randolph High,35.9
760320,Farmer Elementary,57.4
760324,Franklinville Elementary,52.9
760328,Grays Chapel Elementary,68.7
760329,Hopewell Elementary,78.5
760330,John R Lawrence Elementary,69.2
760331,Level Cross Elementary,61.4
760332,Liberty Elementary,48.3
760336,New Market Elementary,59.1
760338,Northeastern Randolph Middle,57
760339,Providence Grove High,47.3
760340,Ramseur Elementary,74.6
760344,Randleman Elementary,60.1
760348,Randleman High,51.7
760352,Randleman Middle,55.7
760354,Randolph Early College High,>95
760356,Seagrove Elementary,62.1
760357,Southeastern Randolph Middle,46.5
760358,Southwestern Randolph High,54.2
760359,Southmont Elementary,55.6
760360,Southwestern Randolph Middle,54.6
760364,Tabernacle Elementary,66.9
760368,Trindale Elementary,71.1
760376,Trinity Elementary,65.8
760378,Archdale-Trinity Middle,56
760380,Trinity High,63.1
760382,Uwharrie Ridge Six-Twelve,44.7
760388,Wheatmore High,61.9
761304,Asheboro High,70.2
761308,South Asheboro Middle,64.6
761312,Balfour Elementary,64.5
761320,Charles W McCrary Elementary,65.2
761321,Donna L Loflin Elementary,61.1
761328,Guy B Teachey Elementary,75
761332,Lindley Park Elementary,64.7
761336,North Asheboro Middle,53.9
770310,East Rockingham Elementary,59.5
770316,Ellerbe Middle,61.2
770318,Fairview Heights Elementary,68.4
770328,Hamlet Middle,70.8
770340,L J Bell Elementary,74.1
770342,Ashley Chapel Educational Center,N/A
770344,Mineral Springs Elementary,72.8
770346,Monroe Avenue Elementary,63
770348,Richmond Senior High,59.8
770349,Richmond Early College High,>95
770351,Richmond 9th Grade Academy,50.4
770360,Rockingham Middle,69.9
770364,Cordova Middle,51.1
770368,West Rockingham Elementary,62.1
770370,Washington Street Elementary,68.8
780320,Deep Branch Elementary,N/A
780322,East Robeson Primary,85.9
780324,Fairgrove Middle,N/A
780325,Fairmont High,52.8
780326,Fairmont Middle,37.5
780328,Green Grove Elementary,N/A
780329,Janie C Hargrave Elem,N/A
780330,L Gilbert Carroll Middle,64.8
780331,Robeson Co Career Ctr,N/A
780336,Littlefield Middle,48.8
780340,Long Branch Elementary,67
780341,Lumberton Junior High,29.2
780342,Lumberton Senior High,54.2
780344,Magnolia Elementary,47.2
780352,Orrum Middle,38.1
780356,Oxendine Elementary,N/A
780360,Parkton Elementary,42.2
780364,Pembroke Elementary,N/A
780368,Pembroke Middle,50
780374,Peterson Elementary,N/A
780376,Piney Grove Elementary,71.9
780384,Prospect Elementary,N/A
780385,PSRC Early College at RCC,>95
780390,R B Dean Elementary,N/A
780391,Red Springs High,N/A
780392,Rex-Rennert Elementary,N/A
780393,Red Springs Middle,54.5
780394,Rosenwald Elementary,43.5
780396,Rowland Middle,N/A
780398,Rowland Norment Elementary,N/A
780400,Saint Pauls Elementary,52.2
780401,Saint Pauls High,48.6
780402,South Robeson High,N/A
780403,Saint Pauls Middle,50
780407,Tanglewood Elementary,78.4
780410,Townsend Middle,N/A
780412,Union Chapel Elementary,N/A
780416,Union Elementary,N/A
780417,W H Knuckles,N/A
780420,Purnell Swett High,N/A
790302,Bethany Elementary,75.5
790310,Central Elementary,65.4
790314,Dalton McMichael High,56.7
790318,Douglass Elementary,66.7
790327,Huntsville Elementary,56.1
790330,J E Holmes Middle,54.9
790344,Leaksville-Spray Elementary,50.9
790347,Lincoln Elementary,59.1
790350,Monroeton Elementary,55.9
790354,John M Morehead High,33.3
790362,John W Dillard Academy,62.6
790366,Reidsville High,52.2
790374,Reidsville Middle,57.6
790378,Rockingham County High,67.4
790379,Rockingham Co Early College High,87.2
790380,Rockingham County Middle,69.4
790386,South End Elementary,61
790390,Stoneville Elementary,54.7
790392,The SCORE Center,N/A
790394,Western Rockingham Middle,59.8
790398,Wentworth Elementary,70.3
790402,Williamsburg Elementary,61.9
800308,Henderson High,N/A
800312,Bostian Elementary,69
800314,Erwin Middle,44.1
800315,Overton Elementary,58.2
800316,China Grove Elementary,49.7
800320,China Grove Middle,52.6
800328,Corriher Lipe Middle,46.4
800340,East Rowan High,46.5
800346,Koontz Elementary,38.1
800347,Shive Elementary,55.9
800348,Enochville Elementary,60.2
800352,Faith Elementary,65.2
800356,Granite Quarry Elementary,64.4
800358,Isenberg Elementary,63.1
800359,Dole Elementary,35.8
800360,Hurley Elementary,35.6
800361,Carson High,57.3
800362,Knollwood Elementary,52.8
800363,Knox Middle,42.5
800364,Landis Elementary,64.4
800366,Millbridge Elementary,57.9
800368,Morgan Elementary,56.2
800372,Mt Ulla Elementary,71.6
800373,North Rowan Elementary,39.1
800376,North Rowan High,26.1
800377,North Rowan Middle,29.2
800392,Rockwell Elementary,55.1
800394,Rowan Co Early College,85.5
800396,Salisbury High,63.4
800398,Southeast Middle,48.9
800400,South Rowan High,41.9
800406,West Rowan Elementary,61.6
800408,West Rowan High,44.1
800410,West Rowan Middle,54.7
810324,Chase High School,59.7
810326,Chase Middle School,62.1
810328,Cliffside Elementary School,72.6
810336,Forest City-Dunbar Elementary School,68.5
810340,East Rutherford High School,59
810342,East Rutherford Middle School,62.9
810344,Ellenboro Elementary School,77.1
810350,Forrest W. Hunt Elementary School,75
810360,Harris Elementary School,70.1
810364,Mt. Vernon-Ruth Elementary School,67.3
810370,Pinnacle Elementary School,71.8
810378,R-S Middle School,61.9
810384,R-S Central High School,59.7
810385,Rutherford Early College High School,94.4
810386,Rutherford Opportunity Center,N/A
810388,Rutherfordton Elementary School,72.1
810396,Spindale Elementary School,67.1
810400,Sunshine Elementary School,79.5
820312,Roseboro Elementary,65.3
820320,Clement Elementary,90.5
820324,Sampson Early College High,N/A
820340,Hargrove Elementary,82.4
820346,Hobbton Elementary,77.6
820347,Hobbton Middle,66
820348,Hobbton High,77.8
820349,Lakewood High,67
820350,Midway Elementary,85
820352,Midway High,83.9
820354,Midway Middle,83.5
820364,Plain View Elementary,88.2
820370,Union Middle,55
820372,Roseboro-Salemburg Middle,63
820376,Salemburg Elementary,74.3
820384,Union Elementary,79.4
820385,Union Intermediate,62.7
820388,Union High,59.7
821304,Butler Avenue Elementary,70
821308,Clinton High,64.8
821316,Langdon C Kerr Elementary,N/A
821320,Sampson Middle,71
821330,Sunset Avenue Elementary,80.3
830304,Carver Middle,60.9
830312,Covington Street Elementary,26.7
830316,Shaw Academy,N/A
830320,I E Johnson Elementary,50
830328,Laurel Hill Elementary,59.2
830343,Scotland High School,53
830348,Scotland Early College High,>95
830349,Spring Hill Middle,65.1
830356,South Scotland Elementary,65.8
830360,Wagram Elementary,62.8
830364,Sycamore Lane Elementary,44.1
840302,Albemarle High,32.7
840303,Albemarle Middle,54.7
840304,Aquadale Elementary,67.2
840308,Badin Elementary,75.1
840310,Central Elementary,47.3
840312,Endy Elementary,62.4
840316,East Albemarle Elementary,58.8
840320,Locust Elementary,76.1
840324,Millingport Elementary,61.7
840328,North Stanly Middle,53.8
840332,North Stanly High,59.9
840336,Norwood Elementary,60.9
840342,Oakboro Choice STEM,55.9
840344,Richfield Elementary,66
840350,West Stanly Middle School,62
840356,South Stanly High,51.3
840358,South Stanly Middle,59.2
840360,Stanfield Elementary,62.8
840361,Stanly Early College High,93
840366,Stanly County Virtual Education,N/A
840368,West Stanly High,72.2
840370,Stanly Academy Learning Center,N/A
850304,Chestnut Grove Middle,58.4
850312,Germanton Elementary,44.8
850314,Mount Olive Elementary,69
850316,King Elementary,63.4
850320,Lawsonville Elementary,58.9
850324,Meadowbrook Academy,N/A
850328,Nancy Reynolds Elementary,75
850332,North Stokes High,59.4
850336,Pine Hall Elementary,58.8
850338,Piney Grove Middle,57.1
850340,Pinnacle Elementary,73.8
850342,Poplar Springs Elementary,61.6
850348,Sandy Ridge Elementary,65.3
850350,Southeastern Middle,52.2
850352,South Stokes High,60.5
850354,London Elementary,66
850356,Walnut Cove Elementary,71.4
850358,West Stokes High,66.7
850360,Stokes Early College,82
860302,Cedar Ridge Elementary,65.5
860306,Central Middle,62.9
860308,Copeland Elementary,70.8
860312,Dobson Elementary,78.5
860316,East Surry High,66
860320,Flat Rock Elementary,68.4
860324,Franklin Elementary,66.9
860326,J Sam Gentry Middle,66.7
860330,Meadowview Magnet Middle,65.8
860332,Mountain Park Elementary,67.7
860336,North Surry High,54.5
860339,Pilot Mountain Elementary,69.2
860340,Pilot Mountain Middle,74.7
860344,Rockford Elementary,67
860348,Shoals Elementary,81.2
860352,Surry Central High,60
860354,Surry Early College,91.8
860356,Westfield Elementary,65.2
860360,White Plains Elementary,71.4
861304,Elkin Elementary,77.5
861308,Elkin High,79.5
861312,Elkin Middle,75.6
862308,Bruce H Tharrington Primary,N/A
862310,Jones Intermediate,54.7
862312,Mount Airy High,77.4
862316,Mount Airy Middle,77.7
870314,Swain County High School,57.4
870318,Swain County Middle School,65
870320,Swain County East Elementary,66.5
870324,Swain County West Elementary,62.1
880304,Brevard Elementary,62.1
880308,Brevard High,72
880312,Brevard Middle,74.7
880318,Pisgah Forest Elementary,61.4
880320,Davidson River School,N/A
880324,Rosman Elementary,60.2
880328,Rosman High,57.9
880330,Rosman Middle,64.6
880336,T C Henderson,70.5
890306,Columbia Middle,50
890308,Tyrrell Elementary,52.5
900302,Antioch Elementary,92
900303,Rea View Elementary,92.6
900304,Benton Heights Elementary,67.6
900305,New Town Elementary,90.3
900306,East Elementary,N/A
900307,Rocky River Elementary,71.5
900308,East Union Middle,66.3
900310,Cuthbertson Middle,89.1
900311,Cuthbertson High,88.5
900312,Fairview Elementary,81.7
900314,Monroe Middle,60.7
900316,Forest Hills High,60.5
890304,Columbia High,31.6
900318,Hemby Bridge Elementary,80.2
900320,Indian Trail Elementary,73.4
900328,Kensington Elementary,89.8
900332,Marshville Elementary,70.9
900334,Marvin Elementary,92.8
900336,Monroe High,57.5
900340,New Salem Elementary,73.6
900341,Porter Ridge Elementary,68.2
900342,Porter Ridge High School,72.9
900343,Porter Ridge Middle School,81.3
900344,Parkwood High,69.7
900346,Parkwood Middle,68.5
900347,Poplin Elementary,87
900348,Piedmont High,70.3
900350,Piedmont Middle,71.9
900351,Rock Rest Elementary,94.4
900352,Prospect Elementary,56.6
900353,Sandy Ridge Elementary,89.3
900354,Sardis Elementary,84.9
900356,Shiloh Elementary,75.3
900358,Stallings Elementary,79.6
900360,Sun Valley High,61.4
900362,Sun Valley Middle,69.5
900363,Sun Valley Elementary,77.6
900364,Union Elementary,71.2
900365,South Providence,N/A
900366,Central Academy of Technology and Arts,94.4
900367,Union County Early College,91.4
900368,Unionville Elementary,86.8
900370,Walter Bickett Elementary,52.6
900372,Waxhaw Elementary,69.3
900376,Weddington Elementary,93.4
900377,Weddington High,91.1
900378,Weddington Middle,94.8
900380,Wesley Chapel Elementary,89.7
900384,Western Union Elementary,71.8
900388,Wingate Elementary,61.4
900391,Marvin Ridge Middle,92.2
900392,Wolfe School,N/A
900393,Marvin Ridge High,91.6
910304,Aycock Elementary,72
910308,Carver Elementary,N/A
910311,Clarke Elementary,57.9
910314,Dabney Elementary,62.5
910316,Vance County Middle School,39.5
910340,New Hope Elementary,N/A
910346,E O Young Jr Elementary,N/A
910356,Pinkston Street Elementary,N/A
910360,E M Rollins Elementary,N/A
910368,AdVance Academy,N/A
910370,Vance County High School,39.3
910376,L B Yancey Elementary,N/A
910380,Zeb Vance Elementary,62.8
910382,Vance Co Early College,N/A
910384,STEM Early High,81
920302,River Bend Elementary,63.3
920303,Abbotts Creek Elementary,87.1
920304,Adams Elementary,79.9
920306,Herbert Akins Rd Elementary,76.6
920307,Alston Ridge Elementary,82.7
920308,Apex Elementary,87.8
920312,Apex Middle,85.3
920315,Apex Friendship Middle,88.6
920316,Apex High,81.1
920317,Apex Friendship High,81.3
920318,Athens Drive High,75.6
920320,Aversboro Elementary,64.2
920324,Longview,N/A
920325,Banks Road Elementary,75.7
920326,Baileywick Road Elementary,80.2
920327,Ballentine Elementary,81
920328,Baucom Elementary,87.2
920329,Barwell Road Elementary,N/A
920332,Beaverdam Elementary,56.4
920334,Brassfield Elementary,87.8
920336,Brentwood Elementary,74
920340,Briarcliff Elementary,84.9
920342,Brier Creek Elementary,78.3
920344,Brooks Elementary,81.8
920348,Needham Broughton High,72
920349,Bryan Road Elementary,81.2
920351,Buckhorn Creek Elementary,80.6
920352,Bugg Elementary,N/A
920356,Carnage Middle,88.5
920358,Carpenter Elementary,80.7
920360,Carroll Middle,78.2
920362,Carver Elementary,58.5
920364,Cary Elementary,83.4
920368,Cary High,71.6
920369,Cedar Fork Elementary,83.3
920370,Centennial Campus Middle,70.5
920376,Combs Elementary,86.7
920380,Conn Elementary,88.3
920381,Connections Academy,N/A
920384,Creech Road Elementary,60
920386,Crossroads FLEX,78.4
920388,Daniels Middle,87.2
920390,Davis Drive Elementary,88.5
920391,Davis Drive Middle,88.4
920393,Dillard Drive Elementary,76.3
920394,Dillard Drive Middle,75.6
920396,Douglas Elementary,70.9
920398,Durant Road Elementary,77
920399,Durant Road Middle,81.8
920400,Reedy Creek Middle,78.4
920402,East Cary Middle,79.2
920403,East Garner Elementary,70.6
920404,East Garner Middle,73.4
920408,East Millbrook Middle,72.1
920410,East Wake Middle,54.6
920411,East Wake High,62
920412,Enloe High,86.4
920413,Forestville Road Elementary,49
920414,Farmington Woods Elementary,81.5
920415,Fox Road Elementary,76.2
920416,Fuller Elementary,86.5
920417,Forest Pines Drive Elementary,78.6
920420,Fuquay-Varina Elementary,72.5
920424,Fuquay-Varina Middle,74.9
920428,Fuquay-Varina High,68.9
920436,Garner High,61.5
920438,River Oaks Middle,N/A
920439,Green Hope Elementary,87.8
920440,Green Elementary,75
920441,Green Hope High,85.6
920442,Hilburn Drive Academy,77.3
920443,Highcroft Elementary,86.5
920444,Heritage Middle,87.8
920445,Heritage High,77.4
920446,Hodge Road Elementary,N/A
920447,Holly Springs Elementary,88.6
920448,Hunter Elementary,92.3
920449,Holly Ridge Elementary,90
920450,Holly Ridge Middle,81.7
920451,Harris Creek Elementary,70.8
920452,Jeffreys Grove Elementary,89.7
920453,Jones Dairy Elementary,88.4
920454,Heritage Elementary,86.5
920455,Holly Springs High,74.4
920456,Joyner Elementary,85.8
920457,Holly Grove Elementary,85.8
920458,Holly Grove Middle,82.2
920459,Hortons Creek Elementary,83.7
920460,Kingswood Elementary,77.3
920464,Knightdale Elementary,57.9
920466,Knightdale High,43.2
920467,Laurel Park Elementary,77.1
920468,Lacy Elementary,89.1
920469,Leesville Road Elementary,90
920470,Lead Mine Elementary,87.3
920471,Leesville Road Middle,85.8
920472,Ligon Middle,94.1
920473,Leesville Road High,85.5
920474,Lake Myra Elementary,65.5
920476,Lincoln Heights Elementary,65.7
920480,Lockhart Elementary,58.4
920484,Lufkin Road Middle,85.1
920488,Lynn Road Elementary,73.8
920492,Martin Middle,89.9
920494,Middle Creek Elementary,81.4
920495,Middle Creek High,80.7
920496,Millbrook Elementary,62.1
920500,Millbrook High,73.8
920501,Mills Park Elementary,86
920502,Mills Park Middle,92.2
920504,Morrisville Elementary,86.4
920506,Moore Square Middle,83.7
920508,Mount Vernon,N/A
920512,North Garner Middle,69.8
920514,North Forest Pines Elementary,84.2
920516,North Ridge Elementary,82
920518,North Wake College and Career Academy,90.7
920520,Northwoods Elementary,85.6
920521,Oakview Elementary,79.2
920522,Oak Grove Elementary,83.4
920523,Olive Chapel Elementary,87.3
920524,Olds Elementary,88.6
920525,Partnership Elementary,73.5
920526,Panther Creek High,87.5
920528,Phillips High,N/A
920529,Pine Hollow Middle,89.3
920530,Penny Road Elementary,90.9
920531,Pleasant Union Elementary,84.2
920532,Poe Elementary,80
920533,Pleasant Grove Elementary,78.8
920536,Powell Elementary,80.4
920540,Rand Road Elementary,68.7
920542,Reedy Creek Elementary,74.1
920543,Richland Creek Elementary,82.1
920544,Rolesville Elementary,67.1
920545,Rolesville Middle,72.1
920546,Rolesville High,68.8
920547,Rogers Lane Elementary,53.3
920548,Root Elementary,87.3
920549,River Bend Middle,64.4
920550,Salem Elementary,81
920551,Salem Middle,84.9
920552,Sanderson High,76.2
920554,Sanford Creek Elementary,77.6
920556,SCORE Academy,N/A
920557,Scotts Ridge Elementary,85.7
920560,Smith Elementary,68.3
920561,South Garner High,51
920562,Southeast Raleigh High,77
920564,Stough Elementary,78.7
920568,Swift Creek Elementary,70.2
920569,Sycamore Creek Elementary,88.6
920570,Timber Drive Elementary,69.7
920571,Turner Creek Elementary,85
920572,Underwood Elementary,84.2
920576,Vance Elementary,72.1
920580,Vandora Springs Elementary,67.6
920581,Vernon Malone College and Career Academy,86.4
920582,Wake STEM Early College High School,94.6
920583,Wake Early College of Health and Science,>95
920584,Wake Forest Elementary,73.9
920585,Wake Young Men's Leadership Academy,>95
920586,Wake Young Women's Leadership Academy,>95
920588,Wake Forest High School,73.5
920592,Wake Forest Middle School,75.1
920593,Wakefield Elementary,71.1
920594,Wakefield Middle,80.3
920595,Wakefield High,69.4
920596,Washington Elementary,80.5
920597,Wakelon Elementary,77.8
920598,Weatherstone Elementary,86.1
920599,Walnut Creek Elementary,N/A
920600,Wendell Elementary,56
920601,Wendell Middle,62.1
920604,West Cary Middle,79.3
920606,West Lake Elementary,77.9
920607,West Lake Middle,80.9
920608,West Millbrook Middle,76.3
920614,White Oak Elementary,86.3
920616,Wilburn Elementary,66.7
920618,Wildwood Forest Elementary,55.3
920620,Wiley Elementary,88.1
920624,Willow Springs Elementary,87.3
920626,Yates Mill Elementary,86.8
920628,York Elementary,79.2
920632,Zebulon Elementary,53.1
920636,Zebulon Middle,63.8
930330,Mariam Boyd Elementary,N/A
930340,Northside K-8,62
930344,South Warren Elementary,N/A
930348,Vaughan Elementary,64.6
930352,Warren County High,N/A
930354,Warren County Middle,47.6
930360,Warren Early College High,N/A
930700,Warren New Tech High,N/A
940306,Creswell Elementary,65.6
940314,Pines Elementary,52
940316,Washington County High,N/A
940328,Washington County Middle,42.9
940330,Washington Early College High,N/A
950308,Bethel Elementary,58.6
950312,Blowing Rock Elementary,85.9
950316,Cove Creek Elementary,64.9
950320,Green Valley Elementary,63
950322,Hardin Park Elementary,81.3
950324,Mabel Elementary,55.9
950328,Parkway Elementary,78.7
950332,Valle Crucis Elementary,68.1
950336,Watauga High,75.1
950338,Watauga Innovation Academy,71.9
960312,Brogden Middle,30.2
960314,Brogden Primary,50
960316,Carver Elementary,62.8
960318,Carver Heights Elementary,N/A
960324,Charles B Aycock High,63.3
960326,Dillard Middle,N/A
960329,Eastern Wayne Elementary,57
960330,Eastern Wayne High,62.8
960331,Eastern Wayne Middle,55.5
960332,Edgewood Cmty Developmental,N/A
960334,Fremont STARS Elementary,70.6
960335,Goldsboro High,N/A
960336,Grantham Elementary,77.3
960338,Grantham Middle,53
960340,Greenwood Middle,75.3
960344,Meadow Lane Elementary,78.7
960348,Mount Olive Middle,63.9
960360,Norwayne Middle,66.3
960370,Rosewood Elementary,66.1
960372,Rosewood High,53.5
960374,Rosewood Middle,58.7
960380,Southern Wayne High,41.9
960382,Spring Creek Elementary,59
960386,Spring Creek High,51.3
960387,Spring Creek Middle,59.3
960388,Tommy's Road Elementary,68.8
960390,North Drive Elementary,N/A
960450,Northeast Elementary,75.9
960454,Northwest Elementary,66
960488,Wayne Middle / High Academy,N/A
960490,Wayne Early / Middle College High,85.2
960700,Wayne School of Engineering,84
970308,Boomer-Ferguson Elementary School,57.4
970310,C B Eller Elementary School,74.4
970312,C C Wright Elementary School,59.7
970315,Central Wilkes Middle School,66.2
970320,East Wilkes High School,55.8
970322,East Wilkes Middle School,65.6
970337,Millers Creek Elementary School,63.9
970340,Moravian Falls Elementary School,77.8
970344,Mount Pleasant Elementary School,67.3
970348,Mountain View Elementary School,52.9
970352,Mulberry Elementary School,70.4
970356,North Wilkes High School,60.4
970358,North Wilkes Middle School,52.1
970360,North Wilkesboro Elementary School,64.4
970368,Roaring River Elementary School,64.9
970370,Ronda-Clingman Elementary School,69.2
970376,Traphill Elementary School,62.5
970388,West Wilkes High School,60.8
970389,West Wilkes Middle School,66.3
970390,Wilkes Central High School,61.4
970392,Wilkesboro Elementary School,69.8
970393,Wilkes Early College High School,>95
980306,Milton M Daniels Learning Center,N/A
980308,B O Barnes Elementary,N/A
980317,Charles H Darden Middle,N/A
980318,Beddingfield High,69.4
980320,Frederick Douglass Elementary,74.3
980324,Elm City Middle,74.3
980336,Fike High,66.1
980338,Forest Hills Middle,82.5
980340,Gardners Elementary,74.3
980342,James Hunt High,76.8
980344,John W Jones Elementary,63.6
980348,Lee Woodard Elementary,58.1
980352,Lucama Elementary,75
980356,Margaret Hearne Elementary,N/A
980357,Vick Elementary,N/A
980360,New Hope Elementary,87.5
980364,Rock Ridge Elementary,91.3
980380,Speight Middle,64.2
980384,Springfield Middle,73.8
980388,Stantonsburg Elementary,73.9
980390,Toisnot Middle,73.6
980392,Vinson-Bynum Elementary,73.9
980396,Wells Elementary,71.3
980397,Wilson Academy of Applied Technology,N/A
980398,Wilson Early College Academy,>95
980400,Winstead Elementary,N/A
990304,Boonville Elementary,71.3
990308,Courtney Elementary,78.8
990312,East Bend Elementary,54.3
990316,Fall Creek Elementary,71.9
990320,Forbush Elementary,74.6
990321,Forbush Middle,66.3
990322,Forbush High,60.7
990324,Jonesville Elementary,63.5
990325,Starmount Middle,60.3
990326,Starmount High,52.4
990328,West Yadkin Elementary,54.9
990332,Yadkin Early College,92.3
990336,Yadkinville Elementary,68.6
990340,Yadkin Success Academy,N/A
995304,Bald Creek Elementary,84
995312,Burnsville Elementary,63.8
995316,Cane River Middle,65.6
995320,Clearmont Elementary,63.5
995324,East Yancey Middle,69.6
995328,Micaville Elementary,67.2
995330,Mountain Heritage High,64.8
995336,South Toe Elementary,78.3
34Z000,Appalachian Academy at Middle Fork,N/A
50Z000,Catamount School,45.2
65Z000,D.C. Virgo Preparatory Academy,N/A
74Z000,ECU Community School,N/A
79Z000,Moss Street Partnership School,17.5
94Z000,Northeast Regional School - Biotech/Agri,80.2
00A000,North Carolina Cyber Academy,49.5
00B000,NC Virtual Academy,49.9
01B000,River Mill Academy,72.9
01C000,Clover Garden,67.8
01D000,The Hawbridge School,74.6
06A000,Grandfather Academy,N/A
06B000,Marjorie Williams Academy,42.4
07A000,Washington Montessori,65.8
08A000,Three Rivers Academy,N/A
09A000,Paul R Brown Leadership Academy,N/A
09B000,Emereau Bladen,66.4
10A000,Charter Day School,77.4
10B000,South Brunswick Charter,74.4
11A000,Evergreen Community Charter,79.6
11B000,ArtSpace Charter School,71.3
11C000,IC Imagine,71.3
11D000,The Franklin School of Innovation,65.8
11K000,Francine Delany New School,87.9
12A000,New Dimensions,69.7
13A000,Carolina International School,63.6
13B000,Cabarrus Charter Academy,55.1
13C000,A.C.E. Academy,N/A
13D000,Concord Lake STEAM Academy,57.8
16B000,Tiller School,78.5
19A000,Chatham Charter,74.8
19B000,Woods Charter,>95
19C000,Willow Oak Montessori,76.1
20A000,The Learning Center,51.8
23A000,Pinnacle Classical Academy,78.4
24B000,Thomas Academy,N/A
24N000,Columbus Charter School,67.6
26B000,Alpha Academy,72.9
26C000,The Capitol Encore Academy,60.2
27A000,Water's Edge Village School,93.2
29A000,Davidson Charter Academy CFA,43.9
32A000,Maureen Joy Charter School,N/A
